"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.25: 001","Armenian Manuscripts","ark:/21198/zz00277qf0","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qf0",""
"Manuscript No.25: 002","Armenian Manuscripts","ark:/21198/zz00277qgh","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qgh",""
"Manuscript No.25: 003","Armenian Manuscripts","ark:/21198/zz00277qh1","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qh1",""
"Manuscript No.25: 004","Armenian Manuscripts","ark:/21198/zz00277qjj","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qjj",""
"Manuscript No.25: 005","Armenian Manuscripts","ark:/21198/zz00277qk2","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qk2",""
"Manuscript No.25: 006","Armenian Manuscripts","ark:/21198/zz00277qmk","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qmk",""
"Manuscript No.25: 007","Armenian Manuscripts","ark:/21198/zz00277qn3","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qn3",""
"Manuscript No.25: 008","Armenian Manuscripts","ark:/21198/zz00277qpm","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qpm",""
"Manuscript No.25: 009","Armenian Manuscripts","ark:/21198/zz00277qq4","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qq4",""
"Manuscript No.25: 010","Armenian Manuscripts","ark:/21198/zz00277qrn","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qrn",""
"Manuscript No.25: 011","Armenian Manuscripts","ark:/21198/zz00277qs5","ark:/21198/zz0026hvgm","Page","","armenian/masters/ms_25/ms_25_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277qs5",""
