"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.19: front cover","Armenian Manuscripts","ark:/21198/zz00274tzv","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274tzv",""
"Manuscript No.19: folio 1r","Armenian Manuscripts","ark:/21198/zz00274v0v","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v0v",""
"Manuscript No.19: folio 1v","Armenian Manuscripts","ark:/21198/zz00274v1c","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v1c",""
"Manuscript No.19: folio 2r","Armenian Manuscripts","ark:/21198/zz00274v2w","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v2w",""
"Manuscript No.19: folio 2v","Armenian Manuscripts","ark:/21198/zz00274v3d","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v3d",""
"Manuscript No.19: folio 3r","Armenian Manuscripts","ark:/21198/zz00274v4x","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v4x",""
"Manuscript No.19: folio 3v","Armenian Manuscripts","ark:/21198/zz00274v5f","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v5f",""
"Manuscript No.19: folio 4r","Armenian Manuscripts","ark:/21198/zz00274v6z","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v6z",""
"Manuscript No.19: folio 4v","Armenian Manuscripts","ark:/21198/zz00274v7g","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v7g",""
"Manuscript No.19: folio 5r","Armenian Manuscripts","ark:/21198/zz00274v80","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v80",""
"Manuscript No.19: folio 5v","Armenian Manuscripts","ark:/21198/zz00274v9h","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274v9h",""
"Manuscript No.19: folio 6r","Armenian Manuscripts","ark:/21198/zz00274vb1","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_012.tif","12","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vb1",""
"Manuscript No.19: folio 6v","Armenian Manuscripts","ark:/21198/zz00274vcj","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_013.tif","13","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vcj",""
"Manuscript No.19: folio 7r","Armenian Manuscripts","ark:/21198/zz00274vd2","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_014.tif","14","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vd2",""
"Manuscript No.19: folio 7v","Armenian Manuscripts","ark:/21198/zz00274vfk","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_015.tif","15","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vfk",""
"Manuscript No.19: folio 8r","Armenian Manuscripts","ark:/21198/zz00274vg3","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_016.tif","16","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vg3",""
"Manuscript No.19: folio 8v","Armenian Manuscripts","ark:/21198/zz00274vhm","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_017.tif","17","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vhm",""
"Manuscript No.19: folio 9r","Armenian Manuscripts","ark:/21198/zz00274vj4","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_018.tif","18","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vj4",""
"Manuscript No.19: folio 9v","Armenian Manuscripts","ark:/21198/zz00274vkn","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_019.tif","19","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vkn",""
"Manuscript No.19: folio 10r","Armenian Manuscripts","ark:/21198/zz00274vm5","ark:/21198/zz0026hv8h","Page","","armenian/masters/ms_19/ms_19_020.tif","20","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00274vm5",""
