"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.20: front cover","Armenian Manuscripts","ark:/21198/zz00276mc2","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mc2",""
"Manuscript No.20: folio 1r","Armenian Manuscripts","ark:/21198/zz00276mdk","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mdk",""
"Manuscript No.20: folio 1v","Armenian Manuscripts","ark:/21198/zz00276mf3","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mf3",""
"Manuscript No.20: folio 2r","Armenian Manuscripts","ark:/21198/zz00276mgm","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mgm",""
"Manuscript No.20: folio 2v","Armenian Manuscripts","ark:/21198/zz00276mh4","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mh4",""
"Manuscript No.20: folio 3r","Armenian Manuscripts","ark:/21198/zz00276mjn","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mjn",""
"Manuscript No.20: folio 3v","Armenian Manuscripts","ark:/21198/zz00276mk5","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mk5",""
"Manuscript No.20: folio 4r","Armenian Manuscripts","ark:/21198/zz00276mmp","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mmp",""
"Manuscript No.20: folio 4v","Armenian Manuscripts","ark:/21198/zz00276mn6","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mn6",""
"Manuscript No.20: folio 5r","Armenian Manuscripts","ark:/21198/zz00276mpq","ark:/21198/zz0026hv91","Page","","armenian/masters/ms_20/ms_20_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276mpq",""
