"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.68: 0001","Armenian Manuscripts","ark:/21198/zz002h0vzv","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0vzv",""
"Manuscript No.68: 0002","Armenian Manuscripts","ark:/21198/zz002h0w0v","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w0v",""
"Manuscript No.68: 0003","Armenian Manuscripts","ark:/21198/zz002h0w1c","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w1c",""
"Manuscript No.68: 0004","Armenian Manuscripts","ark:/21198/zz002h0w2w","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w2w",""
"Manuscript No.68: 0005","Armenian Manuscripts","ark:/21198/zz002h0w3d","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w3d",""
"Manuscript No.68: 0006","Armenian Manuscripts","ark:/21198/zz002h0w4x","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w4x",""
"Manuscript No.68: 0007","Armenian Manuscripts","ark:/21198/zz002h0w5f","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w5f",""
"Manuscript No.68: 0008","Armenian Manuscripts","ark:/21198/zz002h0w6z","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w6z",""
"Manuscript No.68: 0009","Armenian Manuscripts","ark:/21198/zz002h0w7g","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w7g",""
"Manuscript No.68: 0010","Armenian Manuscripts","ark:/21198/zz002h0w80","ark:/21198/zz002gxcbg","Page","","armenian/masters/ms_68/ms_68_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w80",""
