"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.74: 0001","Armenian Manuscripts","ark:/21198/zz00290s9k","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290s9k",""
"Manuscript No.74: 0002","Armenian Manuscripts","ark:/21198/zz00290sb3","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sb3",""
"Manuscript No.74: 0003","Armenian Manuscripts","ark:/21198/zz00290scm","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290scm",""
"Manuscript No.74: 0004","Armenian Manuscripts","ark:/21198/zz00290sd4","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sd4",""
"Manuscript No.74: 0005","Armenian Manuscripts","ark:/21198/zz00290sfn","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sfn",""
"Manuscript No.74: 0006","Armenian Manuscripts","ark:/21198/zz00290sg5","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sg5",""
"Manuscript No.74: 0007","Armenian Manuscripts","ark:/21198/zz00290shp","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290shp",""
"Manuscript No.74: 0008","Armenian Manuscripts","ark:/21198/zz00290sj6","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sj6",""
"Manuscript No.74: 0009","Armenian Manuscripts","ark:/21198/zz00290skq","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290skq",""
"Manuscript No.74: 0010","Armenian Manuscripts","ark:/21198/zz00290sm7","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sm7",""
"Manuscript No.74: 0011","Armenian Manuscripts","ark:/21198/zz00290snr","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290snr",""
"Manuscript No.74: 0012","Armenian Manuscripts","ark:/21198/zz00290sp8","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sp8",""
"Manuscript No.74: 0013","Armenian Manuscripts","ark:/21198/zz00290sqs","ark:/21198/zz0026w38t","Page","","armenian/masters/ms_74/ms_74_0013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sqs",""
