"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.39: 001","Armenian Manuscripts","ark:/21198/zz0027989j","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027989j",""
"Manuscript No.39: 002","Armenian Manuscripts","ark:/21198/zz002798b2","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798b2",""
"Manuscript No.39: 003","Armenian Manuscripts","ark:/21198/zz002798ck","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798ck",""
"Manuscript No.39: 004","Armenian Manuscripts","ark:/21198/zz002798d3","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798d3",""
"Manuscript No.39: 005","Armenian Manuscripts","ark:/21198/zz002798fm","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798fm",""
"Manuscript No.39: 006","Armenian Manuscripts","ark:/21198/zz002798g4","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798g4",""
"Manuscript No.39: 007","Armenian Manuscripts","ark:/21198/zz002798hn","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798hn",""
"Manuscript No.39: 008","Armenian Manuscripts","ark:/21198/zz002798j5","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798j5",""
"Manuscript No.39: 009","Armenian Manuscripts","ark:/21198/zz002798kp","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798kp",""
"Manuscript No.39: 010","Armenian Manuscripts","ark:/21198/zz002798m6","ark:/21198/zz0026hvv9","Page","","armenian/masters/ms_39/ms_39_010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002798m6",""
