"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.86: 001","Armenian Manuscripts","ark:/21198/zz0026wn0d","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__001.tif","1","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn0d",""
"Manuscript No.86: 002","Armenian Manuscripts","ark:/21198/zz0026wn1x","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__002.tif","2","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn1x",""
"Manuscript No.86: 003","Armenian Manuscripts","ark:/21198/zz0026wn2f","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__003.tif","3","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn2f",""
"Manuscript No.86: 004","Armenian Manuscripts","ark:/21198/zz0026wn3z","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__004.tif","4","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn3z",""
"Manuscript No.86: 005","Armenian Manuscripts","ark:/21198/zz0026wn4g","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__005.tif","5","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn4g",""
"Manuscript No.86: 006","Armenian Manuscripts","ark:/21198/zz0026wn50","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__006.tif","6","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn50",""
"Manuscript No.86: 007","Armenian Manuscripts","ark:/21198/zz0026wn6h","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__007.tif","7","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn6h",""
"Manuscript No.86: 008","Armenian Manuscripts","ark:/21198/zz0026wn71","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__008.tif","8","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn71",""
"Manuscript No.86: 009","Armenian Manuscripts","ark:/21198/zz0026wn8j","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__009.tif","9","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn8j",""
"Manuscript No.86: 010","Armenian Manuscripts","ark:/21198/zz0026wn92","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__010.tif","10","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn92",""
"Manuscript No.86: 011","Armenian Manuscripts","ark:/21198/zz0026wnbk","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__011.tif","11","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnbk",""
"Manuscript No.86: 012","Armenian Manuscripts","ark:/21198/zz0026wnc3","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__012.tif","12","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnc3",""
"Manuscript No.86: 013","Armenian Manuscripts","ark:/21198/zz0026wndm","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__013.tif","13","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wndm",""
"Manuscript No.86: 014","Armenian Manuscripts","ark:/21198/zz0026wnf4","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__014.tif","14","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnf4",""
"Manuscript No.86: 015","Armenian Manuscripts","ark:/21198/zz0026wngn","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__015.tif","15","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wngn",""
"Manuscript No.86: 016","Armenian Manuscripts","ark:/21198/zz0026wnh5","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__016.tif","16","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnh5",""
"Manuscript No.86: 017","Armenian Manuscripts","ark:/21198/zz0026wnjp","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__017.tif","17","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnjp",""
"Manuscript No.86: 018","Armenian Manuscripts","ark:/21198/zz0026wnk6","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__018.tif","18","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnk6",""
"Manuscript No.86: 019","Armenian Manuscripts","ark:/21198/zz0026wnmq","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__019.tif","19","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnmq",""
"Manuscript No.86: 020","Armenian Manuscripts","ark:/21198/zz0026wnn7","ark:/21198/zz0026w2s3","Page","","armenian/masters/ms_86/ms_86__020.tif","20","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wnn7",""
