"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 2: page 11","Armenian Manuscripts","ark:/21198/zz0025dk9d","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dk9d_1685088_master.tif","11","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dk9d",""
"Manuscript No. 2: page 12","Armenian Manuscripts","ark:/21198/zz0025dkbx","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkbx_1685100_master.tif","12","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkbx",""
"Manuscript No. 2: page 13","Armenian Manuscripts","ark:/21198/zz0025dkcf","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkcf_1685118_master.tif","13","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkcf",""
"Manuscript No. 2: page 14","Armenian Manuscripts","ark:/21198/zz0025dkdz","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkdz_1685127_master.tif","14","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkdz",""
"Manuscript No. 2: page 15","Armenian Manuscripts","ark:/21198/zz0025dkfg","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkfg_1685142_master.tif","15","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkfg",""
"Manuscript No. 2: page 16","Armenian Manuscripts","ark:/21198/zz0025dkg0","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkg0_1685147_master.tif","16","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkg0",""
"Manuscript No. 2: page 17","Armenian Manuscripts","ark:/21198/zz0025dkhh","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkhh_1685154_master.tif","17","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkhh",""
"Manuscript No. 2: page 18","Armenian Manuscripts","ark:/21198/zz0025dr68","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr68_1685186_master.tif","18","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr68",""
"Manuscript No. 2: page 19","Armenian Manuscripts","ark:/21198/zz0025dkkj","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkkj_1685189_master.tif","19","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkkj",""
"Manuscript No. 2: page 20","Armenian Manuscripts","ark:/21198/zz0025dkm2","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkm2_1685195_master.tif","20","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkm2",""
"Manuscript No. 2: page 21","Armenian Manuscripts","ark:/21198/zz0025dphz","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dphz_1685199_master.tif","21","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dphz",""
"Manuscript No. 2: page 22","Armenian Manuscripts","ark:/21198/zz0025dpjg","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpjg_1685207_master.tif","22","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpjg",""
"Manuscript No. 2: page 23","Armenian Manuscripts","ark:/21198/zz0025dpk0","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpk0_1685211_master.tif","23","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpk0",""
"Manuscript No. 2: page 24","Armenian Manuscripts","ark:/21198/zz0025dpmh","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpmh_1685217_master.tif","24","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpmh",""
"Manuscript No. 2: page 25","Armenian Manuscripts","ark:/21198/zz0025dpn1","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpn1_1685223_master.tif","25","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpn1",""
"Manuscript No. 2: page 26","Armenian Manuscripts","ark:/21198/zz0025dppj","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dppj_1685228_master.tif","26","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dppj",""
"Manuscript No. 2: page 27","Armenian Manuscripts","ark:/21198/zz0025dkj1","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dkj1_1685232_master.tif","27","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dkj1",""
"Manuscript No. 2: page 28","Armenian Manuscripts","ark:/21198/zz0025dpq2","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpq2_1685237_master.tif","28","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpq2",""
"Manuscript No. 2: page 29","Armenian Manuscripts","ark:/21198/zz0025dprk","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dprk_1685241_master.tif","29","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dprk",""
"Manuscript No. 2: page 30","Armenian Manuscripts","ark:/21198/zz0025dps3","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dps3_1685247_master.tif","30","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dps3",""
"Manuscript No. 2: page 31","Armenian Manuscripts","ark:/21198/zz0025dptm","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dptm_1685255_master.tif","31","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dptm",""
"Manuscript No. 2: page 32","Armenian Manuscripts","ark:/21198/zz0025dpv4","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpv4_1685261_master.tif","32","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpv4",""
"Manuscript No. 2: page 33","Armenian Manuscripts","ark:/21198/zz0025dpwn","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpwn_1685279_master.tif","33","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpwn",""
"Manuscript No. 2: page 34","Armenian Manuscripts","ark:/21198/zz0025dpx5","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpx5_1685270_master.tif","34","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpx5",""
"Manuscript No. 2: page 35","Armenian Manuscripts","ark:/21198/zz0025dpzp","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dpzp_1685273_master.tif","35","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dpzp",""
"Manuscript No. 2: page 36","Armenian Manuscripts","ark:/21198/zz0025dq0p","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq0p_1685276_master.tif","36","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq0p",""
"Manuscript No. 2: page 37","Armenian Manuscripts","ark:/21198/zz0025dq16","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq16_1685282_master.tif","37","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq16",""
"Manuscript No. 2: page 38","Armenian Manuscripts","ark:/21198/zz0025dq2q","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq2q_1685285_master.tif","38","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq2q",""
"Manuscript No. 2: page 39","Armenian Manuscripts","ark:/21198/zz0025dq37","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq37_1685288_master.tif","39","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq37",""
"Manuscript No. 2: page 40","Armenian Manuscripts","ark:/21198/zz0025dq4r","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq4r_1685291_master.tif","40","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq4r",""
"Manuscript No. 2: page 41","Armenian Manuscripts","ark:/21198/zz0025dq58","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq58_1685294_master.tif","41","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq58",""
"Manuscript No. 2: page 42","Armenian Manuscripts","ark:/21198/zz0025dq6s","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq6s_1685303_master.tif","42","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq6s",""
"Manuscript No. 2: page 43","Armenian Manuscripts","ark:/21198/zz0025dq79","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq79_1685309_master.tif","43","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq79",""
"Manuscript No. 2: page 44","Armenian Manuscripts","ark:/21198/zz0025dq8t","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq8t_1685313_master.tif","44","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq8t",""
"Manuscript No. 2: page 45","Armenian Manuscripts","ark:/21198/zz0025dq9b","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dq9b_1685319_master.tif","45","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dq9b",""
"Manuscript No. 2: page 46","Armenian Manuscripts","ark:/21198/zz0025dqbv","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqbv_1685327_master.tif","46","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqbv",""
"Manuscript No. 2: page 47","Armenian Manuscripts","ark:/21198/zz0025dqcc","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqcc_1685334_master.tif","47","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqcc",""
"Manuscript No. 2: page 48","Armenian Manuscripts","ark:/21198/zz0025dqdw","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqdw_1685348_master.tif","48","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqdw",""
"Manuscript No. 2: page 49","Armenian Manuscripts","ark:/21198/zz0025dqfd","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqfd_1685357_master.tif","49","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqfd",""
"Manuscript No. 2: page 50","Armenian Manuscripts","ark:/21198/zz0025dqgx","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqgx_1685363_master.tif","50","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqgx",""
"Manuscript No. 2: page 51","Armenian Manuscripts","ark:/21198/zz0025dqhf","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqhf_1685369_master.tif","51","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqhf",""
"Manuscript No. 2: page 52","Armenian Manuscripts","ark:/21198/zz0025dqjz","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqjz_1685377_master.tif","52","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqjz",""
"Manuscript No. 2: page 53","Armenian Manuscripts","ark:/21198/zz0025dqkg","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqkg_1685385_master.tif","53","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqkg",""
"Manuscript No. 2: page 54","Armenian Manuscripts","ark:/21198/zz0025dqm0","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqm0_1685397_master.tif","54","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqm0",""
"Manuscript No. 2: page 55","Armenian Manuscripts","ark:/21198/zz0025dqnh","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqnh_1685412_master.tif","55","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqnh",""
"Manuscript No. 2: page 56","Armenian Manuscripts","ark:/21198/zz0025dqp1","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqp1_1685418_master.tif","56","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqp1",""
"Manuscript No. 2: page 57","Armenian Manuscripts","ark:/21198/zz0025dqqj","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqqj_1685422_master.tif","57","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqqj",""
"Manuscript No. 2: page 58","Armenian Manuscripts","ark:/21198/zz0025dqr2","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqr2_1685430_master.tif","58","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqr2",""
"Manuscript No. 2: page 59","Armenian Manuscripts","ark:/21198/zz0025dqsk","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqsk_1685434_master.tif","59","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqsk",""
"Manuscript No. 2: page 60","Armenian Manuscripts","ark:/21198/zz0025dqt3","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqt3_1685442_master.tif","60","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqt3",""
"Manuscript No. 2: page 61","Armenian Manuscripts","ark:/21198/zz0025dqvm","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqvm_1685446_master.tif","61","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqvm",""
"Manuscript No. 2: page 62","Armenian Manuscripts","ark:/21198/zz0025dqw4","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqw4_1685454_master.tif","62","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqw4",""
"Manuscript No. 2: page 63","Armenian Manuscripts","ark:/21198/zz0025dqxn","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqxn_1685457_master.tif","63","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqxn",""
"Manuscript No. 2: page 64","Armenian Manuscripts","ark:/21198/zz0025dqz5","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dqz5_1685460_master.tif","64","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dqz5",""
"Manuscript No. 2: page 65","Armenian Manuscripts","ark:/21198/zz0025dr05","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr05_1685463_master.tif","65","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr05",""
"Manuscript No. 2: page 66","Armenian Manuscripts","ark:/21198/zz0025dr1p","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr1p_1685466_master.tif","66","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr1p",""
"Manuscript No. 2: page 67","Armenian Manuscripts","ark:/21198/zz0025dr26","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr26_1685469_master.tif","67","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr26",""
"Manuscript No. 2: page 68","Armenian Manuscripts","ark:/21198/zz0025dr3q","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr3q_1685472_master.tif","68","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr3q",""
"Manuscript No. 2: page 69","Armenian Manuscripts","ark:/21198/zz0025dr47","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr47_1685475_master.tif","69","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr47",""
"Manuscript No. 2: page 70","Armenian Manuscripts","ark:/21198/zz0025dr5r","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr5r_1685478_master.tif","70","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr5r",""
"Manuscript No. 2: page 71","Armenian Manuscripts","ark:/21198/zz0025dr89","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr89_1685481_master.tif","71","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr89",""
"Manuscript No. 2: page 72","Armenian Manuscripts","ark:/21198/zz0025dr9t","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025dr9t_1685604_master.tif","72","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dr9t",""
"Manuscript No. 2: page 73","Armenian Manuscripts","ark:/21198/zz0025drbb","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drbb_1685616_master.tif","73","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drbb",""
"Manuscript No. 2: page 74","Armenian Manuscripts","ark:/21198/zz0025drcv","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drcv_1685623_master.tif","74","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drcv",""
"Manuscript No. 2: page 75","Armenian Manuscripts","ark:/21198/zz0025drdc","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drdc_1685631_master.tif","75","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drdc",""
"Manuscript No. 2: page 76","Armenian Manuscripts","ark:/21198/zz0025drfw","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drfw_1685635_master.tif","76","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drfw",""
"Manuscript No. 2: page 77","Armenian Manuscripts","ark:/21198/zz0025drgd","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drgd_1685641_master.tif","77","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drgd",""
"Manuscript No. 2: page 78","Armenian Manuscripts","ark:/21198/zz0025drhx","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drhx_1685661_master.tif","78","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drhx",""
"Manuscript No. 2: page 79","Armenian Manuscripts","ark:/21198/zz0025drjf","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drjf_1685667_master.tif","79","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drjf",""
"Manuscript No. 2: page 80","Armenian Manuscripts","ark:/21198/zz0025drkz","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drkz_1685674_master.tif","80","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drkz",""
"Manuscript No. 2: page 81","Armenian Manuscripts","ark:/21198/zz0025drmg","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drmg_1685679_master.tif","81","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drmg",""
"Manuscript No. 2: page 82","Armenian Manuscripts","ark:/21198/zz0025drn0","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drn0_1685688_master.tif","82","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drn0",""
"Manuscript No. 2: page 83","Armenian Manuscripts","ark:/21198/zz0025drph","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drph_1685698_master.tif","83","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drph",""
"Manuscript No. 2: page 84","Armenian Manuscripts","ark:/21198/zz0025drq1","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drq1_1685704_master.tif","84","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drq1",""
"Manuscript No. 2: page 85","Armenian Manuscripts","ark:/21198/zz0025drrj","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drrj_1685712_master.tif","85","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drrj",""
"Manuscript No. 2: page 86","Armenian Manuscripts","ark:/21198/zz0025drs2","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drs2_1685718_master.tif","86","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drs2",""
"Manuscript No. 2: page 87","Armenian Manuscripts","ark:/21198/zz0025drtk","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drtk_1685733_master.tif","87","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drtk",""
"Manuscript No. 2: page 88","Armenian Manuscripts","ark:/21198/zz0025drv3","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drv3_1685742_master.tif","88","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drv3",""
"Manuscript No. 2: page 89","Armenian Manuscripts","ark:/21198/zz0025drwm","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drwm_1685750_master.tif","89","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drwm",""
"Manuscript No. 2: page 90","Armenian Manuscripts","ark:/21198/zz0025drx4","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drx4_1685756_master.tif","90","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drx4",""
"Manuscript No. 2: page 91","Armenian Manuscripts","ark:/21198/zz0025drzn","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025drzn_1685760_master.tif","91","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025drzn",""
"Manuscript No. 2: page 92","Armenian Manuscripts","ark:/21198/zz0025ds0n","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025ds0n_1685765_master.tif","92","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ds0n",""
"Manuscript No. 2: page 93","Armenian Manuscripts","ark:/21198/zz0025ds15","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025ds15_1685769_master.tif","93","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ds15",""
"Manuscript No. 2: page 94","Armenian Manuscripts","ark:/21198/zz0025ds2p","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025ds2p_1685777_master.tif","94","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ds2p",""
"Manuscript No. 2: page 95","Armenian Manuscripts","ark:/21198/zz0025ds36","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025ds36_1685782_master.tif","95","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ds36",""
"Manuscript No. 2: page 96","Armenian Manuscripts","ark:/21198/zz0025ds4q","ark:/21198/zz0025djx7","Page","","armenian/masters/21198-zz0025ds4q_1685788_master.tif","96","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ds4q",""
