"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.89: 0001","Armenian Manuscripts","ark:/21198/zz002h250m","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h250m",""
"Manuscript No.89: 0002","Armenian Manuscripts","ark:/21198/zz002h2514","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2514",""
"Manuscript No.89: 0003","Armenian Manuscripts","ark:/21198/zz002h252n","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h252n",""
"Manuscript No.89: 0004","Armenian Manuscripts","ark:/21198/zz002h2535","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2535",""
"Manuscript No.89: 0005","Armenian Manuscripts","ark:/21198/zz002h254p","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h254p",""
"Manuscript No.89: 0006","Armenian Manuscripts","ark:/21198/zz002h2556","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2556",""
"Manuscript No.89: 0007","Armenian Manuscripts","ark:/21198/zz002h256q","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h256q",""
"Manuscript No.89: 0008","Armenian Manuscripts","ark:/21198/zz002h2577","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2577",""
"Manuscript No.89: 0009","Armenian Manuscripts","ark:/21198/zz002h258r","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h258r",""
"Manuscript No.89: 0010","Armenian Manuscripts","ark:/21198/zz002h2598","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2598",""
"Manuscript No.89: 0011","Armenian Manuscripts","ark:/21198/zz002h25bs","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25bs",""
"Manuscript No.89: 0012","Armenian Manuscripts","ark:/21198/zz002h25c9","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25c9",""
"Manuscript No.89: 0013","Armenian Manuscripts","ark:/21198/zz002h25dt","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25dt",""
"Manuscript No.89: 0014","Armenian Manuscripts","ark:/21198/zz002h25fb","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0014.tif","14","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25fb",""
"Manuscript No.89: 0015","Armenian Manuscripts","ark:/21198/zz002h25gv","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0015.tif","15","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25gv",""
"Manuscript No.89: 0016","Armenian Manuscripts","ark:/21198/zz002h25hc","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0016.tif","16","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25hc",""
"Manuscript No.89: 0017","Armenian Manuscripts","ark:/21198/zz002h25jw","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0017.tif","17","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25jw",""
"Manuscript No.89: 0018","Armenian Manuscripts","ark:/21198/zz002h25kd","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0018.tif","18","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25kd",""
"Manuscript No.89: 0019","Armenian Manuscripts","ark:/21198/zz002h25mx","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0019.tif","19","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25mx",""
"Manuscript No.89: 0020","Armenian Manuscripts","ark:/21198/zz002h25nf","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0020.tif","20","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25nf",""
"Manuscript No.89: 0021","Armenian Manuscripts","ark:/21198/zz002h25pz","ark:/21198/zz002gxcf1","Page","","armenian/masters/ms_89/ms_89_0021.tif","21","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h25pz",""
