"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.23: front cover","Armenian Manuscripts","ark:/21198/zz0026z5sf","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z5sf",""
"Manuscript No.23: folio 1r","Armenian Manuscripts","ark:/21198/zz0026z5tz","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z5tz",""
"Manuscript No.23: folio 1v","Armenian Manuscripts","ark:/21198/zz0026z5vg","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z5vg",""
"Manuscript No.23: folio 2r","Armenian Manuscripts","ark:/21198/zz0026z5w0","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z5w0",""
"Manuscript No.23: folio 2v","Armenian Manuscripts","ark:/21198/zz0026z5xh","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z5xh",""
"Manuscript No.23: folio 3r","Armenian Manuscripts","ark:/21198/zz0026z5z1","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z5z1",""
"Manuscript No.23: folio 3v","Armenian Manuscripts","ark:/21198/zz0026z601","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z601",""
"Manuscript No.23: folio 4r","Armenian Manuscripts","ark:/21198/zz0026z61j","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z61j",""
"Manuscript No.23: folio 4v","Armenian Manuscripts","ark:/21198/zz0026z622","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z622",""
"Manuscript No.23: folio 5r","Armenian Manuscripts","ark:/21198/zz0026z63k","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z63k",""
"Manuscript No.23: folio 5v","Armenian Manuscripts","ark:/21198/zz0026z643","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z643",""
"Manuscript No.23: folio 6r","Armenian Manuscripts","ark:/21198/zz0026z65m","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_012.tif","12","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z65m",""
"Manuscript No.23: folio 6v","Armenian Manuscripts","ark:/21198/zz0026z664","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_013.tif","13","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z664",""
"Manuscript No.23: folio 7r","Armenian Manuscripts","ark:/21198/zz0026z67n","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_014.tif","14","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z67n",""
"Manuscript No.23: folio 7v","Armenian Manuscripts","ark:/21198/zz0026z685","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_015.tif","15","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z685",""
"Manuscript No.23: folio 8r","Armenian Manuscripts","ark:/21198/zz0026z69p","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_016.tif","16","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z69p",""
"Manuscript No.23: folio 8v","Armenian Manuscripts","ark:/21198/zz0026z6b6","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_017.tif","17","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6b6",""
"Manuscript No.23: folio 9r","Armenian Manuscripts","ark:/21198/zz0026z6cq","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_018.tif","18","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6cq",""
"Manuscript No.23: folio 9v","Armenian Manuscripts","ark:/21198/zz0026z6d7","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_019.tif","19","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6d7",""
"Manuscript No.23: folio 10r","Armenian Manuscripts","ark:/21198/zz0026z6fr","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_020.tif","20","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6fr",""
"Manuscript No.23: folio 10v","Armenian Manuscripts","ark:/21198/zz0026z6g8","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_021.tif","21","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6g8",""
"Manuscript No.23: folio 11r","Armenian Manuscripts","ark:/21198/zz0026z6hs","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_022.tif","22","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6hs",""
"Manuscript No.23: folio 11v","Armenian Manuscripts","ark:/21198/zz0026z6j9","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_023.tif","23","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6j9",""
"Manuscript No.23: folio 112r","Armenian Manuscripts","ark:/21198/zz0026z6kt","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_024.tif","24","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6kt",""
"Manuscript No.23: folio 12v","Armenian Manuscripts","ark:/21198/zz0026z6mb","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_025.tif","25","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6mb",""
"Manuscript No.23: folio 13r","Armenian Manuscripts","ark:/21198/zz0026z6nv","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_026.tif","26","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6nv",""
"Manuscript No.23: folio 13v","Armenian Manuscripts","ark:/21198/zz0026z6pc","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_027.tif","27","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6pc",""
"Manuscript No.23: folio 14r","Armenian Manuscripts","ark:/21198/zz0026z6qw","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_028.tif","28","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6qw",""
"Manuscript No.23: folio 14v","Armenian Manuscripts","ark:/21198/zz0026z6rd","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_029.tif","29","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6rd",""
"Manuscript No.23: folio 15r","Armenian Manuscripts","ark:/21198/zz0026z6sx","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_030.tif","30","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6sx",""
"Manuscript No.23: folio 15v","Armenian Manuscripts","ark:/21198/zz0026z6tf","ark:/21198/zz0026hvdk","Page","","armenian/masters/ms_23/ms_23_031.tif","31","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026z6tf",""
