"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.32: 001","Armenian Manuscripts","ark:/21198/zz0026x8bq","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8bq",""
"Manuscript No.32: 002","Armenian Manuscripts","ark:/21198/zz0026x8c7","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8c7",""
"Manuscript No.32: 003","Armenian Manuscripts","ark:/21198/zz0026x8dr","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8dr",""
"Manuscript No.32: 004","Armenian Manuscripts","ark:/21198/zz0026x8f8","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8f8",""
"Manuscript No.32: 005","Armenian Manuscripts","ark:/21198/zz0026x8gs","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8gs",""
"Manuscript No.32: 006","Armenian Manuscripts","ark:/21198/zz0026x8h9","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8h9",""
"Manuscript No.32: 007","Armenian Manuscripts","ark:/21198/zz0026x8jt","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8jt",""
"Manuscript No.32: 008","Armenian Manuscripts","ark:/21198/zz0026x8kb","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8kb",""
"Manuscript No.32: 009","Armenian Manuscripts","ark:/21198/zz0026x8mv","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8mv",""
"Manuscript No.32: 010","Armenian Manuscripts","ark:/21198/zz0026x8nc","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8nc",""
"Manuscript No.32: 011","Armenian Manuscripts","ark:/21198/zz0026x8pw","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8pw",""
"Manuscript No.32: 012","Armenian Manuscripts","ark:/21198/zz0026x8qd","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8qd",""
"Manuscript No.32: 013","Armenian Manuscripts","ark:/21198/zz0026x8rx","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8rx",""
"Manuscript No.32: 014","Armenian Manuscripts","ark:/21198/zz0026x8sf","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_014.tif","14","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8sf",""
"Manuscript No.32: 015","Armenian Manuscripts","ark:/21198/zz0026x8tz","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_015.tif","15","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8tz",""
"Manuscript No.32: 016","Armenian Manuscripts","ark:/21198/zz0026x8vg","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_016.tif","16","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8vg",""
"Manuscript No.32: 017","Armenian Manuscripts","ark:/21198/zz0026x8w0","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_017.tif","17","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8w0",""
"Manuscript No.32: 018","Armenian Manuscripts","ark:/21198/zz0026x8xh","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_018.tif","18","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8xh",""
"Manuscript No.32: 019","Armenian Manuscripts","ark:/21198/zz0026x8z1","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_019.tif","19","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x8z1",""
"Manuscript No.32: 020","Armenian Manuscripts","ark:/21198/zz0026x901","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_020.tif","20","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x901",""
"Manuscript No.32: 021","Armenian Manuscripts","ark:/21198/zz0026x91j","ark:/21198/zz0026hvpq","Page","","armenian/masters/ms_32/ms_32_021.tif","21","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x91j",""
