"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 7: page 24","Armenian Manuscripts","ark:/21198/zz0026zgj5","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_024.tif","24","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgj5",""
"Manuscript No. 7: page 25","Armenian Manuscripts","ark:/21198/zz0026zgkp","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_025.tif","25","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgkp",""
"Manuscript No. 7: page 26","Armenian Manuscripts","ark:/21198/zz0026zgm6","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_026.tif","26","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgm6",""
"Manuscript No. 7: page 27","Armenian Manuscripts","ark:/21198/zz0026zgnq","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_027.tif","27","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgnq",""
"Manuscript No. 7: page 28","Armenian Manuscripts","ark:/21198/zz0026zgp7","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_028.tif","28","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgp7",""
"Manuscript No. 7: page 29","Armenian Manuscripts","ark:/21198/zz0026zgqr","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_029.tif","29","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgqr",""
"Manuscript No. 7: page 30","Armenian Manuscripts","ark:/21198/zz0026zgr8","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_030.tif","30","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgr8",""
"Manuscript No. 7: page 31","Armenian Manuscripts","ark:/21198/zz0026zgss","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_031.tif","31","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgss",""
"Manuscript No. 7: page 32","Armenian Manuscripts","ark:/21198/zz0026zgt9","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_032.tif","32","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgt9",""
"Manuscript No. 7: page 33","Armenian Manuscripts","ark:/21198/zz0026zgvt","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_033.tif","33","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgvt",""
"Manuscript No. 7: page 34","Armenian Manuscripts","ark:/21198/zz0026zgwb","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_034.tif","34","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgwb",""
"Manuscript No. 7: page 35","Armenian Manuscripts","ark:/21198/zz0026zgxv","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_035.tif","35","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgxv",""
"Manuscript No. 7: page 36","Armenian Manuscripts","ark:/21198/zz0026zgzc","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_036.tif","36","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zgzc",""
"Manuscript No. 7: page 37","Armenian Manuscripts","ark:/21198/zz0026zh0c","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_037.tif","37","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh0c",""
"Manuscript No. 7: page 38","Armenian Manuscripts","ark:/21198/zz0026zh1w","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_038.tif","38","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh1w",""
"Manuscript No. 7: page 39","Armenian Manuscripts","ark:/21198/zz0026zh2d","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_039.tif","39","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh2d",""
"Manuscript No. 7: page 40","Armenian Manuscripts","ark:/21198/zz0026zh3x","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_040.tif","40","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh3x",""
"Manuscript No. 7: page 41","Armenian Manuscripts","ark:/21198/zz0026zh4f","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_041.tif","41","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh4f",""
"Manuscript No. 7: page 42","Armenian Manuscripts","ark:/21198/zz0026zh5z","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_042.tif","42","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh5z",""
"Manuscript No. 7: page 43","Armenian Manuscripts","ark:/21198/zz0026zh6g","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_043.tif","43","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh6g",""
"Manuscript No. 7: page 44","Armenian Manuscripts","ark:/21198/zz0026zh70","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_044.tif","44","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh70",""
"Manuscript No. 7: page 45","Armenian Manuscripts","ark:/21198/zz0026zh8h","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_045.tif","45","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh8h",""
"Manuscript No. 7: page 46","Armenian Manuscripts","ark:/21198/zz0026zh91","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_046.tif","46","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zh91",""
"Manuscript No. 7: page 47","Armenian Manuscripts","ark:/21198/zz0026zhbj","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_047.tif","47","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhbj",""
"Manuscript No. 7: page 48","Armenian Manuscripts","ark:/21198/zz0026zhc2","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_048.tif","48","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhc2",""
"Manuscript No. 7: page 49","Armenian Manuscripts","ark:/21198/zz0026zhdk","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_049.tif","49","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhdk",""
"Manuscript No. 7: page 50","Armenian Manuscripts","ark:/21198/zz0026zhf3","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_050.tif","50","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhf3",""
"Manuscript No. 7: page 51","Armenian Manuscripts","ark:/21198/zz0026zhgm","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_051.tif","51","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhgm",""
"Manuscript No. 7: page 52","Armenian Manuscripts","ark:/21198/zz0026zhh4","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_052.tif","52","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhh4",""
"Manuscript No. 7: page 53","Armenian Manuscripts","ark:/21198/zz0026zhjn","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_053.tif","53","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhjn",""
"Manuscript No. 7: page 54","Armenian Manuscripts","ark:/21198/zz0026zhk5","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_054.tif","54","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhk5",""
"Manuscript No. 7: page 55","Armenian Manuscripts","ark:/21198/zz0026zhmp","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_055.tif","55","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhmp",""
"Manuscript No. 7: page 56","Armenian Manuscripts","ark:/21198/zz0026zhn6","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_056.tif","56","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhn6",""
"Manuscript No. 7: page 57","Armenian Manuscripts","ark:/21198/zz0026zhpq","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_057.tif","57","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhpq",""
"Manuscript No. 7: page 58","Armenian Manuscripts","ark:/21198/zz0026zhq7","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_058.tif","58","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhq7",""
"Manuscript No. 7: page 59","Armenian Manuscripts","ark:/21198/zz0026zhrr","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_059.tif","59","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhrr",""
"Manuscript No. 7: page 60","Armenian Manuscripts","ark:/21198/zz0026zhs8","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_060.tif","60","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhs8",""
"Manuscript No. 7: page 61","Armenian Manuscripts","ark:/21198/zz0026zhts","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_061.tif","61","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhts",""
"Manuscript No. 7: page 62","Armenian Manuscripts","ark:/21198/zz0026zhv9","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_062.tif","62","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhv9",""
"Manuscript No. 7: page 63","Armenian Manuscripts","ark:/21198/zz0026zhwt","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_063.tif","63","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhwt",""
"Manuscript No. 7: page 64","Armenian Manuscripts","ark:/21198/zz0026zhxb","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_064.tif","64","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhxb",""
"Manuscript No. 7: page 65","Armenian Manuscripts","ark:/21198/zz0026zhzv","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_065.tif","65","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zhzv",""
"Manuscript No. 7: page 66","Armenian Manuscripts","ark:/21198/zz0026zj0v","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_066.tif","66","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj0v",""
"Manuscript No. 7: page 67","Armenian Manuscripts","ark:/21198/zz0026zj1c","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_067.tif","67","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj1c",""
"Manuscript No. 7: page 68","Armenian Manuscripts","ark:/21198/zz0026zj2w","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_068.tif","68","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj2w",""
"Manuscript No. 7: page 69","Armenian Manuscripts","ark:/21198/zz0026zj3d","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_069.tif","69","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj3d",""
"Manuscript No. 7: page 70","Armenian Manuscripts","ark:/21198/zz0026zj4x","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_070.tif","70","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj4x",""
"Manuscript No. 7: page 71","Armenian Manuscripts","ark:/21198/zz0026zj5f","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_071.tif","71","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj5f",""
"Manuscript No. 7: page 72","Armenian Manuscripts","ark:/21198/zz0026zj6z","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_072.tif","72","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj6z",""
"Manuscript No. 7: page 73","Armenian Manuscripts","ark:/21198/zz0026zj7g","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_073.tif","73","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj7g",""
"Manuscript No. 7: page 74","Armenian Manuscripts","ark:/21198/zz0026zj80","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_074.tif","74","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj80",""
"Manuscript No. 7: page 75","Armenian Manuscripts","ark:/21198/zz0026zj9h","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_075.tif","75","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zj9h",""
"Manuscript No. 7: page 76","Armenian Manuscripts","ark:/21198/zz0026zjb1","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_076.tif","76","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjb1",""
"Manuscript No. 7: page 77","Armenian Manuscripts","ark:/21198/zz0026zjcj","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_077.tif","77","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjcj",""
"Manuscript No. 7: page 78","Armenian Manuscripts","ark:/21198/zz0026zjd2","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_078.tif","78","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjd2",""
"Manuscript No. 7: page 79","Armenian Manuscripts","ark:/21198/zz0026zjfk","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_079.tif","79","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjfk",""
"Manuscript No. 7: page 80","Armenian Manuscripts","ark:/21198/zz0026zjg3","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_080.tif","80","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjg3",""
"Manuscript No. 7: page 81","Armenian Manuscripts","ark:/21198/zz0026zjhm","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_081.tif","81","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjhm",""
"Manuscript No. 7: page 82","Armenian Manuscripts","ark:/21198/zz0026zjj4","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_082.tif","82","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjj4",""
"Manuscript No. 7: page 83","Armenian Manuscripts","ark:/21198/zz0026zjkn","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_083.tif","83","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjkn",""
"Manuscript No. 7: page 84","Armenian Manuscripts","ark:/21198/zz0026zjm5","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_084.tif","84","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjm5",""
"Manuscript No. 7: page 85","Armenian Manuscripts","ark:/21198/zz0026zjnp","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_085.tif","85","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjnp",""
"Manuscript No. 7: page 86","Armenian Manuscripts","ark:/21198/zz0026zjp6","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_086.tif","86","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjp6",""
"Manuscript No. 7: page 87","Armenian Manuscripts","ark:/21198/zz0026zjqq","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_087.tif","87","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjqq",""
"Manuscript No. 7: page 88","Armenian Manuscripts","ark:/21198/zz0026zjr7","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_088.tif","88","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjr7",""
"Manuscript No. 7: page 89","Armenian Manuscripts","ark:/21198/zz0026zjsr","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_089.tif","89","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjsr",""
"Manuscript No. 7: page 90","Armenian Manuscripts","ark:/21198/zz0026zjt8","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_090.tif","90","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjt8",""
"Manuscript No. 7: page 91","Armenian Manuscripts","ark:/21198/zz0026zjvs","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_091.tif","91","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjvs",""
"Manuscript No. 7: page 92","Armenian Manuscripts","ark:/21198/zz0026zjw9","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_092.tif","92","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjw9",""
"Manuscript No. 7: page 93","Armenian Manuscripts","ark:/21198/zz0026zjxt","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_093.tif","93","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjxt",""
"Manuscript No. 7: page 94","Armenian Manuscripts","ark:/21198/zz0026zjzb","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_094.tif","94","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zjzb",""
"Manuscript No. 7: page 95","Armenian Manuscripts","ark:/21198/zz0026zk0b","ark:/21198/zz0025q165","Page","","armenian/masters/ms_7/ms_7_095.tif","95","text","","pd","arm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zk0b",""
