"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.16: 0001","Armenian Manuscripts","ark:/21198/zz002gxcgj","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcgj",""
"Manuscript No.16: 0002","Armenian Manuscripts","ark:/21198/zz002gxch2","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxch2",""
"Manuscript No.16: 0003","Armenian Manuscripts","ark:/21198/zz002gxcjk","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcjk",""
"Manuscript No.16: 0004","Armenian Manuscripts","ark:/21198/zz002gxck3","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxck3",""
"Manuscript No.16: 0005","Armenian Manuscripts","ark:/21198/zz002gxcmm","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcmm",""
"Manuscript No.16: 0006","Armenian Manuscripts","ark:/21198/zz002gxcn4","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcn4",""
"Manuscript No.16: 0007","Armenian Manuscripts","ark:/21198/zz002gxcpn","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcpn",""
"Manuscript No.16: 0008","Armenian Manuscripts","ark:/21198/zz002gxcq5","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcq5",""
"Manuscript No.16: 0009","Armenian Manuscripts","ark:/21198/zz002gxcrp","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcrp",""
"Manuscript No.16: 0010","Armenian Manuscripts","ark:/21198/zz002gxcs6","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcs6",""
"Manuscript No.16: 0011","Armenian Manuscripts","ark:/21198/zz002gxctq","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxctq",""
"Manuscript No.16: 0012","Armenian Manuscripts","ark:/21198/zz002gxcv7","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcv7",""
"Manuscript No.16: 0013","Armenian Manuscripts","ark:/21198/zz002gxcwr","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcwr",""
"Manuscript No.16: 0014","Armenian Manuscripts","ark:/21198/zz002gxcx8","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0014.tif","14","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxcx8",""
"Manuscript No.16: 0015","Armenian Manuscripts","ark:/21198/zz002gxczs","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0015.tif","15","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxczs",""
"Manuscript No.16: 0016","Armenian Manuscripts","ark:/21198/zz002gxd0s","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0016.tif","16","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd0s",""
"Manuscript No.16: 0017","Armenian Manuscripts","ark:/21198/zz002gxd19","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0017.tif","17","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd19",""
"Manuscript No.16: 0018","Armenian Manuscripts","ark:/21198/zz002gxd2t","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0018.tif","18","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd2t",""
"Manuscript No.16: 0019","Armenian Manuscripts","ark:/21198/zz002gxd3b","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0019.tif","19","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd3b",""
"Manuscript No.16: 0020","Armenian Manuscripts","ark:/21198/zz002gxd4v","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0020.tif","20","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd4v",""
"Manuscript No.16: 0021","Armenian Manuscripts","ark:/21198/zz002gxd5c","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0021.tif","21","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd5c",""
"Manuscript No.16: 0022","Armenian Manuscripts","ark:/21198/zz002gxd6w","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0022.tif","22","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd6w",""
"Manuscript No.16: 0023","Armenian Manuscripts","ark:/21198/zz002gxd7d","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0023.tif","23","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd7d",""
"Manuscript No.16: 0024","Armenian Manuscripts","ark:/21198/zz002gxd8x","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0024.tif","24","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd8x",""
"Manuscript No.16: 0025","Armenian Manuscripts","ark:/21198/zz002gxd9f","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0025.tif","25","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxd9f",""
"Manuscript No.16: 0026","Armenian Manuscripts","ark:/21198/zz002gxdbz","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0026.tif","26","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxdbz",""
"Manuscript No.16: 0027","Armenian Manuscripts","ark:/21198/zz002gxdcg","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0027.tif","27","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxdcg",""
"Manuscript No.16: 0028","Armenian Manuscripts","ark:/21198/zz002gxdd0","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0028.tif","28","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxdd0",""
"Manuscript No.16: 0029","Armenian Manuscripts","ark:/21198/zz002gxdfh","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0029.tif","29","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxdfh",""
"Manuscript No.16: 0030","Armenian Manuscripts","ark:/21198/zz002gxdg1","ark:/21198/zz002gxc5w","Page","","armenian/masters/ms_16/ms_16_0030.tif","30","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gxdg1",""
