"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.83: 0001","Armenian Manuscripts","ark:/21198/zz002h1nvv","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1nvv",""
"Manuscript No.83: 0002","Armenian Manuscripts","ark:/21198/zz002h1nwc","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1nwc",""
"Manuscript No.83: 0003","Armenian Manuscripts","ark:/21198/zz002h1nxw","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1nxw",""
"Manuscript No.83: 0004","Armenian Manuscripts","ark:/21198/zz002h1nzd","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1nzd",""
"Manuscript No.83: 0005","Armenian Manuscripts","ark:/21198/zz002h1p0d","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p0d",""
"Manuscript No.83: 0006","Armenian Manuscripts","ark:/21198/zz002h1p1x","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p1x",""
"Manuscript No.83: 0007","Armenian Manuscripts","ark:/21198/zz002h1p2f","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p2f",""
"Manuscript No.83: 0008","Armenian Manuscripts","ark:/21198/zz002h1p3z","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p3z",""
"Manuscript No.83: 0009","Armenian Manuscripts","ark:/21198/zz002h1p4g","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p4g",""
"Manuscript No.83: 0010","Armenian Manuscripts","ark:/21198/zz002h1p50","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p50",""
"Manuscript No.83: 0011","Armenian Manuscripts","ark:/21198/zz002h1p6h","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p6h",""
"Manuscript No.83: 0012","Armenian Manuscripts","ark:/21198/zz002h1p71","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p71",""
"Manuscript No.83: 0013","Armenian Manuscripts","ark:/21198/zz002h1p8j","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p8j",""
"Manuscript No.83: 0014","Armenian Manuscripts","ark:/21198/zz002h1p92","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0014.tif","14","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p92",""
"Manuscript No.83: 0015","Armenian Manuscripts","ark:/21198/zz002h1pbk","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0015.tif","15","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1pbk",""
"Manuscript No.83: 0016","Armenian Manuscripts","ark:/21198/zz002h1pc3","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0016.tif","16","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1pc3",""
"Manuscript No.83: 0017","Armenian Manuscripts","ark:/21198/zz002h1pdm","ark:/21198/zz002gxcc0","Page","","armenian/masters/ms_83/ms_83_0017.tif","17","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1pdm",""
