"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.35: 001","Armenian Manuscripts","ark:/21198/zz0026xwpk","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwpk",""
"Manuscript No.35: 002","Armenian Manuscripts","ark:/21198/zz0026xwq3","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwq3",""
"Manuscript No.35: 003","Armenian Manuscripts","ark:/21198/zz0026xwrm","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwrm",""
"Manuscript No.35: 004","Armenian Manuscripts","ark:/21198/zz0026xws4","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xws4",""
"Manuscript No.35: 005","Armenian Manuscripts","ark:/21198/zz0026xwtn","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwtn",""
"Manuscript No.35: 006","Armenian Manuscripts","ark:/21198/zz0026xwv5","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwv5",""
"Manuscript No.35: 007","Armenian Manuscripts","ark:/21198/zz0026xwwp","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwwp",""
"Manuscript No.35: 008","Armenian Manuscripts","ark:/21198/zz0026xwx6","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwx6",""
"Manuscript No.35: 009","Armenian Manuscripts","ark:/21198/zz0026xwzq","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xwzq",""
"Manuscript No.35: 010","Armenian Manuscripts","ark:/21198/zz0026xx0q","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xx0q",""
"Manuscript No.35: 011","Armenian Manuscripts","ark:/21198/zz0026xx17","ark:/21198/zz0026hvs8","Page","","armenian/masters/ms_35/ms_35_011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xx17",""
