"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Type.genre","Subject","Author","Name.repository","Title","Alt ID.local","Alt ID.oclc","Date.normalized","Format.dimensions","Description.note","Publisher.placeOfOrigin","Date.creation","Format.extent","Publisher.publisherName","Alt ID.callNo","AltTitle.uniform","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Science and Engineering Library Books","ark:/21198/zz002jhtj9","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_011.tif","11","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_011","ucla_oc229427233_vol3_011","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtj9",""
"Science and Engineering Library Books","ark:/21198/zz002jhtkt","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_012.tif","12","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_012","ucla_oc229427233_vol3_012","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtkt",""
"Science and Engineering Library Books","ark:/21198/zz002jhtmb","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_013.tif","13","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_013","ucla_oc229427233_vol3_013","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtmb",""
"Science and Engineering Library Books","ark:/21198/zz002jhtnv","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_014.tif","14","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_014","ucla_oc229427233_vol3_014","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtnv",""
"Science and Engineering Library Books","ark:/21198/zz002jhtpc","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_015.tif","15","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_015","ucla_oc229427233_vol3_015","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtpc",""
"Science and Engineering Library Books","ark:/21198/zz002jhtqw","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_016.tif","16","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_016","ucla_oc229427233_vol3_016","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtqw",""
"Science and Engineering Library Books","ark:/21198/zz002jhtrd","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_017.tif","17","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_017","ucla_oc229427233_vol3_017","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtrd",""
"Science and Engineering Library Books","ark:/21198/zz002jhtsx","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_018.tif","18","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_018","ucla_oc229427233_vol3_018","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtsx",""
"Science and Engineering Library Books","ark:/21198/zz002jhttf","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_019.tif","19","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_019","ucla_oc229427233_vol3_019","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhttf",""
"Science and Engineering Library Books","ark:/21198/zz002jhtvz","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_020.tif","20","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_020","ucla_oc229427233_vol3_020","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtvz",""
"Science and Engineering Library Books","ark:/21198/zz002jhtwg","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_021.tif","21","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_021","ucla_oc229427233_vol3_021","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtwg",""
"Science and Engineering Library Books","ark:/21198/zz002jhtx0","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_022.tif","22","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_022","ucla_oc229427233_vol3_022","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtx0",""
"Science and Engineering Library Books","ark:/21198/zz002jhtzh","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_023.tif","23","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_023","ucla_oc229427233_vol3_023","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhtzh",""
"Science and Engineering Library Books","ark:/21198/zz002jhv0h","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_024.tif","24","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_024","ucla_oc229427233_vol3_024","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv0h",""
"Science and Engineering Library Books","ark:/21198/zz002jhv11","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_025.tif","25","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_025","ucla_oc229427233_vol3_025","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv11",""
"Science and Engineering Library Books","ark:/21198/zz002jhv2j","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_026.tif","26","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_026","ucla_oc229427233_vol3_026","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv2j",""
"Science and Engineering Library Books","ark:/21198/zz002jhv32","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_027.tif","27","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_027","ucla_oc229427233_vol3_027","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv32",""
"Science and Engineering Library Books","ark:/21198/zz002jhv4k","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_028.tif","28","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_028","ucla_oc229427233_vol3_028","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv4k",""
"Science and Engineering Library Books","ark:/21198/zz002jhv53","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_029.tif","29","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_029","ucla_oc229427233_vol3_029","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv53",""
"Science and Engineering Library Books","ark:/21198/zz002jhv6m","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_030.tif","30","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_030","ucla_oc229427233_vol3_030","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv6m",""
"Science and Engineering Library Books","ark:/21198/zz002jhv74","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_031.tif","31","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_031","ucla_oc229427233_vol3_031","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv74",""
"Science and Engineering Library Books","ark:/21198/zz002jhv8n","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_032.tif","32","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_032","ucla_oc229427233_vol3_032","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv8n",""
"Science and Engineering Library Books","ark:/21198/zz002jhv95","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_033.tif","33","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_033","ucla_oc229427233_vol3_033","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhv95",""
"Science and Engineering Library Books","ark:/21198/zz002jhvbp","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_034.tif","34","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_034","ucla_oc229427233_vol3_034","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvbp",""
"Science and Engineering Library Books","ark:/21198/zz002jhvc6","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_035.tif","35","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_035","ucla_oc229427233_vol3_035","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvc6",""
"Science and Engineering Library Books","ark:/21198/zz002jhvdq","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_036.tif","36","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_036","ucla_oc229427233_vol3_036","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvdq",""
"Science and Engineering Library Books","ark:/21198/zz002jhvf7","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_037.tif","37","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_037","ucla_oc229427233_vol3_037","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvf7",""
"Science and Engineering Library Books","ark:/21198/zz002jhvgr","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_038.tif","38","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_038","ucla_oc229427233_vol3_038","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvgr",""
"Science and Engineering Library Books","ark:/21198/zz002jhvh8","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_039.tif","39","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_039","ucla_oc229427233_vol3_039","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvh8",""
"Science and Engineering Library Books","ark:/21198/zz002jhvjs","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_040.tif","40","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_040","ucla_oc229427233_vol3_040","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvjs",""
"Science and Engineering Library Books","ark:/21198/zz002jhvk9","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_041.tif","41","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_041","ucla_oc229427233_vol3_041","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvk9",""
"Science and Engineering Library Books","ark:/21198/zz002jhvmt","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_042.tif","42","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_042","ucla_oc229427233_vol3_042","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvmt",""
"Science and Engineering Library Books","ark:/21198/zz002jhvnb","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_043.tif","43","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_043","ucla_oc229427233_vol3_043","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvnb",""
"Science and Engineering Library Books","ark:/21198/zz002jhvpv","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_044.tif","44","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_044","ucla_oc229427233_vol3_044","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvpv",""
"Science and Engineering Library Books","ark:/21198/zz002jhvqc","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_045.tif","45","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_045","ucla_oc229427233_vol3_045","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvqc",""
"Science and Engineering Library Books","ark:/21198/zz002jhvrw","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_046.tif","46","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_046","ucla_oc229427233_vol3_046","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvrw",""
"Science and Engineering Library Books","ark:/21198/zz002jhvsd","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_047.tif","47","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_047","ucla_oc229427233_vol3_047","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvsd",""
"Science and Engineering Library Books","ark:/21198/zz002jhvtx","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_048.tif","48","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_048","ucla_oc229427233_vol3_048","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvtx",""
"Science and Engineering Library Books","ark:/21198/zz002jhvvf","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_049.tif","49","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_049","ucla_oc229427233_vol3_049","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvvf",""
"Science and Engineering Library Books","ark:/21198/zz002jhvwz","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_050.tif","50","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_050","ucla_oc229427233_vol3_050","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvwz",""
"Science and Engineering Library Books","ark:/21198/zz002jhvxg","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_051.tif","51","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_051","ucla_oc229427233_vol3_051","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvxg",""
"Science and Engineering Library Books","ark:/21198/zz002jhvz0","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_052.tif","52","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_052","ucla_oc229427233_vol3_052","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhvz0",""
"Science and Engineering Library Books","ark:/21198/zz002jhw00","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_053.tif","53","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_053","ucla_oc229427233_vol3_053","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw00",""
"Science and Engineering Library Books","ark:/21198/zz002jhw1h","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_054.tif","54","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_054","ucla_oc229427233_vol3_054","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw1h",""
"Science and Engineering Library Books","ark:/21198/zz002jhw21","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_055.tif","55","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_055","ucla_oc229427233_vol3_055","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw21",""
"Science and Engineering Library Books","ark:/21198/zz002jhw3j","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_056.tif","56","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_056","ucla_oc229427233_vol3_056","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw3j",""
"Science and Engineering Library Books","ark:/21198/zz002jhw42","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_057.tif","57","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_057","ucla_oc229427233_vol3_057","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw42",""
"Science and Engineering Library Books","ark:/21198/zz002jhw5k","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_058.tif","58","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_058","ucla_oc229427233_vol3_058","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw5k",""
"Science and Engineering Library Books","ark:/21198/zz002jhw63","ark:/21198/zz002jj91r","10","Completed with minimal metadata","Page","sel/image/AllImages/ucla_oc229427233_vol3_059.tif","59","","","","","","private","","text","copyrighted","published","","","","","University of California, Los Angeles Library. Science and Engineering Library","ucla_oc229427233_vol3_059","ucla_oc229427233_vol3_059","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jhw63",""
