Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.genre,Subject,Author,Name.repository,Title,Alt ID.local,Alt ID.oclc,Date.normalized,Format.dimensions,Description.note,Publisher.placeOfOrigin,Date.creation,Format.extent,Publisher.publisherName,Alt ID.callNo,AltTitle.uniform,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Science and Engineering Library Books,ark:/21198/zz002jjg8s,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_137.tif,137,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_137,ucla_oc16856119_137,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjg8s,
Science and Engineering Library Books,ark:/21198/zz002jjg99,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_138.tif,138,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_138,ucla_oc16856119_138,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjg99,
Science and Engineering Library Books,ark:/21198/zz002jjgbt,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_139.tif,139,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_139,ucla_oc16856119_139,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgbt,
Science and Engineering Library Books,ark:/21198/zz002jjgcb,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_140.tif,140,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_140,ucla_oc16856119_140,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgcb,
Science and Engineering Library Books,ark:/21198/zz002jjgdv,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_141.tif,141,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_141,ucla_oc16856119_141,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgdv,
Science and Engineering Library Books,ark:/21198/zz002jjgfc,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_142.tif,142,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_142,ucla_oc16856119_142,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgfc,
Science and Engineering Library Books,ark:/21198/zz002jjggw,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_143.tif,143,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_143,ucla_oc16856119_143,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjggw,
Science and Engineering Library Books,ark:/21198/zz002jjghd,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_144.tif,144,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_144,ucla_oc16856119_144,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjghd,
Science and Engineering Library Books,ark:/21198/zz002jjgjx,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_145.tif,145,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_145,ucla_oc16856119_145,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgjx,
Science and Engineering Library Books,ark:/21198/zz002jjgkf,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_146.tif,146,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_146,ucla_oc16856119_146,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgkf,
Science and Engineering Library Books,ark:/21198/zz002jjgmz,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_147.tif,147,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_147,ucla_oc16856119_147,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgmz,
Science and Engineering Library Books,ark:/21198/zz002jjgng,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_148.tif,148,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_148,ucla_oc16856119_148,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgng,
Science and Engineering Library Books,ark:/21198/zz002jjgp0,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_149.tif,149,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_149,ucla_oc16856119_149,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgp0,
Science and Engineering Library Books,ark:/21198/zz002jjgqh,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_150.tif,150,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_150,ucla_oc16856119_150,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgqh,
Science and Engineering Library Books,ark:/21198/zz002jjgr1,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_151.tif,151,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_151,ucla_oc16856119_151,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgr1,
Science and Engineering Library Books,ark:/21198/zz002jjgsj,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_152.tif,152,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_152,ucla_oc16856119_152,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgsj,
Science and Engineering Library Books,ark:/21198/zz002jjgt2,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_153.tif,153,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_153,ucla_oc16856119_153,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgt2,
Science and Engineering Library Books,ark:/21198/zz002jjgvk,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_154.tif,154,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_154,ucla_oc16856119_154,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgvk,
Science and Engineering Library Books,ark:/21198/zz002jjgw3,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_155.tif,155,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_155,ucla_oc16856119_155,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgw3,
Science and Engineering Library Books,ark:/21198/zz002jjgxm,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_156.tif,156,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_156,ucla_oc16856119_156,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgxm,
Science and Engineering Library Books,ark:/21198/zz002jjgz4,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_157.tif,157,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_157,ucla_oc16856119_157,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjgz4,
Science and Engineering Library Books,ark:/21198/zz002jjh04,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_158.tif,158,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_158,ucla_oc16856119_158,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh04,
Science and Engineering Library Books,ark:/21198/zz002jjh1n,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_159.tif,159,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_159,ucla_oc16856119_159,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh1n,
Science and Engineering Library Books,ark:/21198/zz002jjh25,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_160.tif,160,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_160,ucla_oc16856119_160,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh25,
Science and Engineering Library Books,ark:/21198/zz002jjh3p,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_161.tif,161,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_161,ucla_oc16856119_161,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh3p,
Science and Engineering Library Books,ark:/21198/zz002jjh46,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_162.tif,162,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_162,ucla_oc16856119_162,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh46,
Science and Engineering Library Books,ark:/21198/zz002jjh5q,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_163.tif,163,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_163,ucla_oc16856119_163,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh5q,
Science and Engineering Library Books,ark:/21198/zz002jjh67,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_164.tif,164,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_164,ucla_oc16856119_164,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh67,
Science and Engineering Library Books,ark:/21198/zz002jjh7r,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_165.tif,165,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_165,ucla_oc16856119_165,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh7r,
Science and Engineering Library Books,ark:/21198/zz002jjh88,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_166.tif,166,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_166,ucla_oc16856119_166,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh88,
Science and Engineering Library Books,ark:/21198/zz002jjh9s,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_167.tif,167,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_167,ucla_oc16856119_167,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjh9s,
Science and Engineering Library Books,ark:/21198/zz002jjhb9,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_168.tif,168,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_168,ucla_oc16856119_168,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhb9,
Science and Engineering Library Books,ark:/21198/zz002jjhct,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_169.tif,169,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_169,ucla_oc16856119_169,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhct,
Science and Engineering Library Books,ark:/21198/zz002jjhdb,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_170.tif,170,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_170,ucla_oc16856119_170,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhdb,
Science and Engineering Library Books,ark:/21198/zz002jjhfv,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_171.tif,171,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_171,ucla_oc16856119_171,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhfv,
Science and Engineering Library Books,ark:/21198/zz002jjhgc,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_172.tif,172,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_172,ucla_oc16856119_172,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhgc,
Science and Engineering Library Books,ark:/21198/zz002jjhhw,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_173.tif,173,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_173,ucla_oc16856119_173,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhhw,
Science and Engineering Library Books,ark:/21198/zz002jjhjd,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_174.tif,174,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_174,ucla_oc16856119_174,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhjd,
Science and Engineering Library Books,ark:/21198/zz002jjhkx,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_175.tif,175,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_175,ucla_oc16856119_175,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhkx,
Science and Engineering Library Books,ark:/21198/zz002jjhmf,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_176.tif,176,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_176,ucla_oc16856119_176,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhmf,
Science and Engineering Library Books,ark:/21198/zz002jjhnz,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_177.tif,177,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_177,ucla_oc16856119_177,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhnz,
Science and Engineering Library Books,ark:/21198/zz002jjhpg,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_178.tif,178,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_178,ucla_oc16856119_178,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhpg,
Science and Engineering Library Books,ark:/21198/zz002jjhq0,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_179.tif,179,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_179,ucla_oc16856119_179,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhq0,
Science and Engineering Library Books,ark:/21198/zz002jjhrh,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_180.tif,180,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_180,ucla_oc16856119_180,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhrh,
Science and Engineering Library Books,ark:/21198/zz002jjhs1,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_181.tif,181,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_181,ucla_oc16856119_181,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhs1,
Science and Engineering Library Books,ark:/21198/zz002jjhtj,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_182.tif,182,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_182,ucla_oc16856119_182,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhtj,
Science and Engineering Library Books,ark:/21198/zz002jjhv2,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_183.tif,183,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_183,ucla_oc16856119_183,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhv2,
Science and Engineering Library Books,ark:/21198/zz002jjhwk,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_184.tif,184,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_184,ucla_oc16856119_184,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhwk,
Science and Engineering Library Books,ark:/21198/zz002jjhx3,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_185.tif,185,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_185,ucla_oc16856119_185,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhx3,
Science and Engineering Library Books,ark:/21198/zz002jjhzm,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_186.tif,186,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_186,ucla_oc16856119_186,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjhzm,
Science and Engineering Library Books,ark:/21198/zz002jjj0m,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_187.tif,187,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_187,ucla_oc16856119_187,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj0m,
Science and Engineering Library Books,ark:/21198/zz002jjj14,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_188.tif,188,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_188,ucla_oc16856119_188,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj14,
Science and Engineering Library Books,ark:/21198/zz002jjj2n,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_189.tif,189,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_189,ucla_oc16856119_189,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj2n,
Science and Engineering Library Books,ark:/21198/zz002jjj35,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_190.tif,190,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_190,ucla_oc16856119_190,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj35,
Science and Engineering Library Books,ark:/21198/zz002jjj4p,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_191.tif,191,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_191,ucla_oc16856119_191,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj4p,
Science and Engineering Library Books,ark:/21198/zz002jjj56,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_192.tif,192,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_192,ucla_oc16856119_192,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj56,
Science and Engineering Library Books,ark:/21198/zz002jjj6q,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_193.tif,193,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_193,ucla_oc16856119_193,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj6q,
Science and Engineering Library Books,ark:/21198/zz002jjj77,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_194.tif,194,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_194,ucla_oc16856119_194,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj77,
Science and Engineering Library Books,ark:/21198/zz002jjj8r,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_195.tif,195,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_195,ucla_oc16856119_195,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj8r,
Science and Engineering Library Books,ark:/21198/zz002jjj98,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_196.tif,196,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_196,ucla_oc16856119_196,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjj98,
Science and Engineering Library Books,ark:/21198/zz002jjjbs,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_197.tif,197,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_197,ucla_oc16856119_197,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjjbs,
Science and Engineering Library Books,ark:/21198/zz002jjjc9,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_198.tif,198,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_198,ucla_oc16856119_198,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjjc9,
Science and Engineering Library Books,ark:/21198/zz002jjjdt,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_199.tif,199,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_199,ucla_oc16856119_199,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjjdt,
Science and Engineering Library Books,ark:/21198/zz002jjjfb,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_200.tif,200,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_200,ucla_oc16856119_200,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjjfb,
Science and Engineering Library Books,ark:/21198/zz002jjjgv,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_201.tif,201,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_201,ucla_oc16856119_201,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjjgv,
Science and Engineering Library Books,ark:/21198/zz002jjjhc,ark:/21198/zz002jj928,5,Imported,Page,sel/image/Tiff/ucla_oc16856119_202.tif,202,,,,,,private,,text,copyrighted,published,,,,,"University of California, Los Angeles Library. Science and Engineering Library",ucla_oc16856119_202,ucla_oc16856119_202,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jjjhc,
