"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Rights.rightsHolderContact","Language","Name.subject","Name.repository","Name.creator","Subject","Title","Date.creation","AltTitle.other","Description.note","Date.normalized","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Network Measurement Center Collection","ark:/21198/z15t564w","ark:/21198/zz002djgg7","","","Page","network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t564w",""
"Network Measurement Center Collection","ark:/21198/z1224fbk","ark:/21198/zz002djgg7","","","Page","network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224fbk",""
"Network Measurement Center Collection","ark:/21198/z1x93xvw","ark:/21198/zz002djgg7","","","Page","network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x93xvw",""
"Network Measurement Center Collection","ark:/21198/z1sj365d","ark:/21198/zz002djgg7","","","Page","network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj365d",""
