"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Rights.rightsHolderContact","Language","Name.subject","Name.repository","Name.creator","Subject","Title","Date.creation","AltTitle.other","Description.note","Date.normalized","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Network Measurement Center Collection","ark:/21198/z1ns2fhk","ark:/21198/zz002djghr","","","Page","network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2fhk",""
"Network Measurement Center Collection","ark:/21198/z1j11ptm","ark:/21198/zz002djghr","","","Page","network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11ptm",""
"Network Measurement Center Collection","ark:/21198/z1db9ngm","ark:/21198/zz002djghr","","","Page","network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9ngm",""
"Network Measurement Center Collection","ark:/21198/z18k8wqf","ark:/21198/zz002djghr","","","Page","network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k8wqf",""
"Network Measurement Center Collection","ark:/21198/z14t84zn","ark:/21198/zz002djghr","","","Page","network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_005.tif","5","","","","","","","","","","","","","","Page 5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t84zn",""
