"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Rights.rightsHolderContact","Language","Name.subject","Name.repository","Name.creator","Subject","Title","Date.creation","AltTitle.other","Description.note","Date.normalized","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Network Measurement Center Collection","ark:/21198/z1zc9phs","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9phs",""
"Network Measurement Center Collection","ark:/21198/z1tm8xrm","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm8xrm",""
"Network Measurement Center Collection","ark:/21198/z1pz6wd5","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6wd5",""
"Network Measurement Center Collection","ark:/21198/z1k664p4","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k664p4",""
"Network Measurement Center Collection","ark:/21198/z1ff5cwh","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_005.tif","5","","","","","","","","","","","","","","Page 5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5cwh",""
"Network Measurement Center Collection","ark:/21198/z19p4n56","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_006.tif","6","","","","","","","","","","","","","","Page 6","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4n56",""
"Network Measurement Center Collection","ark:/21198/z15x3wgx","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_007.tif","7","","","","","","","","","","","","","","Page 7","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x3wgx",""
"Network Measurement Center Collection","ark:/21198/z12534ts","ark:/21198/zz002djg63","","","Page","network_measurement_center/image/pdf_images/21198-zz002djg63-1-master_008.tif","8","","","","","","","","","","","","","","Page 8","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12534ts",""
