"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Rights.rightsHolderContact","Language","Name.subject","Name.repository","Name.creator","Subject","Title","Date.creation","AltTitle.other","Description.note","Date.normalized","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Network Measurement Center Collection","ark:/21198/z1c556f7","ark:/21198/zz002dwrf2","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c556f7",""
"Network Measurement Center Collection","ark:/21198/z17d4ftv","ark:/21198/zz002dwrf2","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4ftv",""
"Network Measurement Center Collection","ark:/21198/z13r2dfz","ark:/21198/zz002dwrf2","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2dfz",""
