Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm8df,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm8df_2270744_master.tif,145,,,,,,,,,pd,,,,,Gradual. Italy. s. XV,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/4_vol_5_001,,,,,,,,,,,,21198-zz002hm8df_2270744_thumbnail.jpg,21198-zz002hm8df_2270744_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm8fz,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm8fz_2270747_master.tif,146,,,,,,,,,pd,ita,,,,Gradual. Italy. s. XV,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/4_vol_5_002,,,,,,,,,,,,21198-zz002hm8fz_2270747_thumbnail.jpg,21198-zz002hm8fz_2270747_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm8gg,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm8gg_2401172_master.tif,147,,,,,,,,,pd,,,,,"Philosophical Treatise, in Italian. Italy (Tuscany?). s. XV 1",r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/5_vol_5_001,,,,,,,,,,,,21198-zz002hm8gg_2401172_thumbnail.jpg,21198-zz002hm8gg_2401172_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm8h0,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm8h0_2270763_master.tif,148,,,,,,,,,pd,,,,,"Philosophical Treatise, in Italian. Italy (Tuscany?). s. XV 1",v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/5_vol5,,,,,,,,,,,,21198-zz002hm8h0_2270763_thumbnail.jpg,21198-zz002hm8h0_2270763_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm8jh,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm8jh_2401175_master.tif,149,,,,,,,,,,,,,,Philosophical Treatise. Italy s. XV med or XV 2,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 2/XV/ITA/6_vol_5_001,,,,,,,,,,,,21198-zz002hm8jh_2401175_thumbnail.jpg,21198-zz002hm8jh_2401175_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm90q,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm90q_2401178_master.tif,150,,,,,,,,,,,,,,Philosophical Treatise. Italy. s. XV med or XV 2,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 2/XV/ITA/6_vol_5_002,,,,,,,,,,,,21198-zz002hm90q_2401178_thumbnail.jpg,21198-zz002hm90q_2401178_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm917,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm917_2401181_master.tif,151,,,,,,,,,,,,,,"Aristotle, Metaphysics. Italy (northern?), sXV 1",r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/8_vol_5_001,,,,,,,,,,,,21198-zz002hm917_2401181_thumbnail.jpg,21198-zz002hm917_2401181_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm92r,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm92r_2401184_master.tif,152,,,,,,,,,,,,,,"Aristotle, Metaphysics. Italy (northern?), sXV 1",v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/8_vol_5_002,,,,,,,,,,,,21198-zz002hm92r_2401184_thumbnail.jpg,21198-zz002hm92r_2401184_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm938,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm938_2401187_master.tif,153,,,,,,,,,,,,,,Missal. Italy. s. XV med or s. XV 2,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/9_vol_5_001,,,,,,,,,,,,21198-zz002hm938_2401187_thumbnail.jpg,21198-zz002hm938_2401187_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm94s,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm94s_2401190_master.tif,154,,,,,,,,,,,,,,Missal. Italy. s. XV med or s. XV 2,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/9_vol_5_002,,,,,,,,,,,,21198-zz002hm94s_2401190_thumbnail.jpg,21198-zz002hm94s_2401190_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm97b,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm97b_2401199_master.tif,155,,,,,,,,,,,,,,Breviary. Italy. s. XV 1,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/10_vol_5_001,,,,,,,,,,,,21198-zz002hm97b_2401199_thumbnail.jpg,21198-zz002hm97b_2401199_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm98v,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm98v_2401202_master.tif,156,,,,,,,,,,,,,,Breviary. Italy. s. XV 1,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/10_vol_5_002,,,,,,,,,,,,21198-zz002hm98v_2401202_thumbnail.jpg,21198-zz002hm98v_2401202_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hm99c,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002hm99c_2401205_master.tif,157,,,,,,,,,,,,,,Missal. Italy. s. XV med XV 2,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/11A_vol_5_001,,,,,,,,,,,,21198-zz002hm99c_2401205_thumbnail.jpg,21198-zz002hm99c_2401205_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hvqqh,ark:/21198/zz002hvqng,2,Completed,Page,medren/masters/21198-zz002hvqqh_2289638_master.tif,2,,,,,,,,,,,,,,100/179 verso,,,,,,,,,,,,,,,,21198-zz002hvqqh_2289638_thumbnail.jpg,21198-zz002hvqqh_2289638_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kc1xh,ark:/21198/zz002kc1w0,10,Completed with minimal metadata,Page,medren/masters/21198-zz002kc1xh_2396191_master.tif,20,,,,,,,still image,,,,,,,illumination - 1v,,,,,,,,,,,,,,,,21198-zz002kc1xh_2396191_thumbnail.jpg,21198-zz002kc1xh_2396191_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kc1z1,ark:/21198/zz002kc1w0,2,Completed,Page,medren/masters/21198-zz002kc1z1_2396194_master.tif,99,,,,,,,still image,,,,,,,35v,,,,,,,,,,,,,,,,21198-zz002kc1z1_2396194_thumbnail.jpg,21198-zz002kc1z1_2396194_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmbc,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmbc_2401208_master.tif,158,,,,,,,,,pd,,,,,Missal. Italy. s. XV med XV 2,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/11A_vol_5_002,,,,,,,,,,,,21198-zz002kdmbc_2401208_thumbnail.jpg,21198-zz002kdmbc_2401208_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmcw,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmcw_2401217_master.tif,159,,,,,,,,,pd,,,,,Missal. Italy. s. XV med XV 2,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/11B_vol_5_001,,,,,,,,,,,,21198-zz002kdmcw_2401217_thumbnail.jpg,21198-zz002kdmcw_2401217_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmdd,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmdd_2401220_master.tif,160,,,,,,,,,,,,,,Missal. Italy. s. XV med XV 2,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/11B_vol_5_002,,,,,,,,,,,,21198-zz002kdmdd_2401220_thumbnail.jpg,21198-zz002kdmdd_2401220_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmfx,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmfx_2401223_master.tif,161,,,,,,,,,,,,,,Mystical Treatise. Italy. s. XV 1,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/12_vol_5_001,,,,,,,,,,,,21198-zz002kdmfx_2401223_thumbnail.jpg,21198-zz002kdmfx_2401223_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmgf,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmgf_2401226_master.tif,162,,,,,,,,,,,,,,Mystical Treatise. Italy. s. XV 1,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 1/XV/ITA/12_vol_5_002,,,,,,,,,,,,21198-zz002kdmgf_2401226_thumbnail.jpg,21198-zz002kdmgf_2401226_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmhz,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmhz_2401229_master.tif,163,,,,,,,,,,,,,,Canon Law Treatise. Italy or Southern France. s. XV 1,r,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 2/XV/ITA/13_vol_5_001,,,,,,,,,,,,21198-zz002kdmhz_2401229_thumbnail.jpg,21198-zz002kdmhz_2401229_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdmjg,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz002kdmjg_2401232_master.tif,164,,,,,,,,,,,,,,Canon Law Treatise. Italy or Southern France. s. XV 1,v,,"Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",***170/403 2/XV/ITA/13_vol_5_002,,,,,,,,,,,,21198-zz002kdmjg_2401232_thumbnail.jpg,21198-zz002kdmjg_2401232_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kf5ts,ark:/21198/zz002kf4d3,2,Completed,Page,,40,,,,,,,,,,,,,,Belt MS 34 page 39,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kf6d2,ark:/21198/zz002kf4d3,2,Completed,Page,,57,,,,,,,,,,,,,,Belt MS 34 page 56,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj0bg,ark:/21198/zz000j3rkq,1,In progress,Page,,304,,,,,,,,,,,,,,BELT MS 37 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj0dh,ark:/21198/zz0009gxbj,1,In progress,Page,,1,,,,,,,,,,,,,,ROUSE MS front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj0f1,ark:/21198/zz0009gxbj,1,In progress,Page,,68,,,,,,,,,,,,,,MS 1 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj6rk,ark:/21198/zz002kj6q2,2,Completed,Page,medren/masters/21198-zz002kj6rk_2411250_master.tif,1,,,,,,,,,,,,,,Simon-Vostre  ROUSE ILLUM 14,R,,"Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",ILLUM_14_A_001,,"See H. Winger, LibraryQuarterly  for a picture and description of Vostre’s device. Regarding Vostre see Renouard, Repertoire, 431-432 and  R.H. & M.A. Rouse, Manuscripts and their Makers.  2. 135; for Pigouchet 2. 109.|~|Recto: Vostre’s  2/3 page printer’s images of a tree bearing a shield with the initials SV entwined, supported by two leopards gardant and the name SIMON VOSTRE in capitals on a scroll forming the lower border. ¾ frame in gold. Blue sky, green tree with brown trunk all brushed with gold.  Wood cut boarder stamps. Colophon, “impresse fuerint Parisius opera ac arte Nicolai hygmam. Impensis honesti viri Symonis Vostre: commorantis ibidem in vico novo. In inter sinio sancti Johannis evangelista.”  Verso: Table for finding moveable feasts.",,,,,,,,,,21198-zz002kj6rk_2411250_thumbnail.jpg,21198-zz002kj6rk_2411250_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj6s3,ark:/21198/zz002kj6q2,2,Completed,Page,medren/masters/21198-zz002kj6s3_2411253_master.tif,2,,,,,,,,,,,,,,Simon-Vostre ROUSE ILLUM 14,V,,"Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.",ILLUM_14_B_001,,Table for finding moveable feasts.,,,,,,,,,,21198-zz002kj6s3_2411253_thumbnail.jpg,21198-zz002kj6s3_2411253_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjhpw,ark:/21198/zz001nwqjn,2,Completed,Page,,29,,,,,,,,,,,,,,MS 11 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm1h,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm1h_2412284_master.tif,11,,,,,,,,,,,,,,Rouse MS 91: 6r,recto,,,,,,,,,,,,,,,21198-zz002kjm1h_2412284_thumbnail.jpg,21198-zz002kjm1h_2412284_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm3j,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm3j_2412290_master.tif,13,,,,,,,,,,,,,,Rouse MS 91: 7r,recto,,,,,,,,,,,,,,,21198-zz002kjm3j_2412290_thumbnail.jpg,21198-zz002kjm3j_2412290_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm42,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm42_2412293_master.tif,14,,,,,,,,,,,,,,Rouse MS 91: 7v,verso,,,,,,,,,,,,,,,21198-zz002kjm42_2412293_thumbnail.jpg,21198-zz002kjm42_2412293_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm5k,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm5k_2412296_master.tif,15,,,,,,,,,,,,,,Rouse MS 91: 8r,recto,,,,,,,,,,,,,,,21198-zz002kjm5k_2412296_thumbnail.jpg,21198-zz002kjm5k_2412296_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm63,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm63_2412299_master.tif,16,,,,,,,,,,,,,,Rouse MS 91: 8v,verso,,,,,,,,,,,,,,,21198-zz002kjm63_2412299_thumbnail.jpg,21198-zz002kjm63_2412299_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm7m,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm7m_2412302_master.tif,17,,,,,,,,,,,,,,Rouse MS 91: 9r,recto,,,,,,,,,,,,,,,21198-zz002kjm7m_2412302_thumbnail.jpg,21198-zz002kjm7m_2412302_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm84,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm84_2412305_master.tif,18,,,,,,,,,,,,,,Rouse MS 91: 9v,verso,,,,,,,,,,,,,,,21198-zz002kjm84_2412305_thumbnail.jpg,21198-zz002kjm84_2412305_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm9n,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm9n_2412308_master.tif,19,,,,,,,,,,,,,,Rouse MS 91: 10r,recto,,,,,,,,,,,,,,,21198-zz002kjm9n_2412308_thumbnail.jpg,21198-zz002kjm9n_2412308_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjmb5,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjmb5_2412311_master.tif,20,,,,,,,,,,,,,,Rouse MS 91: 10v,verso,,,,,,,,,,,,,,,21198-zz002kjmb5_2412311_thumbnail.jpg,21198-zz002kjmb5_2412311_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjmcp,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjmcp_2412314_master.tif,21,,,,,,,,,,,,,,Rouse MS 91: 11r,recto,,,,,,,,,,,,,,,21198-zz002kjmcp_2412314_thumbnail.jpg,21198-zz002kjmcp_2412314_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjmd6,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjmd6_2412317_master.tif,22,,,,,,,,,,,,,,Rouse MS 91: 11v,verso,,,,,,,,,,,,,,,21198-zz002kjmd6_2412317_thumbnail.jpg,21198-zz002kjmd6_2412317_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjmfq,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjmfq_2412320_master.tif,23,,,,,,,,,,,,,,Rouse MS 91: 12r,recto,,,,,,,,,,,,,,,21198-zz002kjmfq_2412320_thumbnail.jpg,21198-zz002kjmfq_2412320_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjmg7,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjmg7_2412323_master.tif,24,,,,,,,,,,,,,,Rouse MS 91: 12v,verso,,,,,,,,,,,,,,,21198-zz002kjmg7_2412323_thumbnail.jpg,21198-zz002kjmg7_2412323_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjmhr,ark:/21198/zz001nw30p,2,Completed,Page,,1,,,,,,,,,,,,,,MS 25 Cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjswv,ark:/21198/zz001nw30p,2,Completed,Page,,120,,,,,,,,,,,,,,MS 25 folio 59v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjsxc,ark:/21198/zz001nw30p,2,Completed,Page,,121,,,,,,,,,,,,,,MS 25 inside back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjszw,ark:/21198/zz001nw30p,2,Completed,Page,,122,,,,,,,,,,,,,,MS 25 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjt0w,ark:/21198/zz001nwmvv,2,Completed,Page,,1,,,,,,,,,,,,,,MS 26 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtqr,ark:/21198/zz001nwmvv,2,Completed,Page,,56,,,,,,,,,,,,,,MS 26 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtr8,ark:/21198/zz00286m3b,2,Completed,Page,,1,,,,,,,,,,,,,,MS 27 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtss,ark:/21198/zz00286m3b,2,Completed,Page,,48,,,,,,,,,,,,,,MS 27 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtt9,ark:/21198/zz00286nq4,2,Completed,Page,,1,,,,,,,,,,,,,,MS 28 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtvt,ark:/21198/zz00286nq4,2,Completed,Page,,20,,,,,,,,,,,,,,MS 28 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtwb,ark:/21198/zz00286nrn,1,In progress,Page,,1,,,,,,,,,,,,,,MS 29 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtxv,ark:/21198/zz00286nrn,2,Completed,Page,,28,,,,,,,,,,,,,,MS 29 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjtzc,ark:/21198/zz001drdgk,2,Completed,Page,,10,,,,,,,,,,,,,,MS 30 folio 5v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjw80,ark:/21198/zz001hcws9,2,Completed,Page,,1,,,,,,,,,,,,,,MS 37 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjx5x,ark:/21198/zz001hcws9,2,Completed,Page,,36,,,,,,,,,,,,,,MS 37 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kk1s4,ark:/21198/zz002hgbtt,2,Completed,Page,medren/masters/21198-zz002kk1s4_2413351_master.tif,1,,,,,,,,,,,,,,MS 49 scroll,,,,,,,,,,,,,,,,21198-zz002kk1s4_2413351_thumbnail.jpg,21198-zz002kk1s4_2413351_master.tif,failed,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkkns,ark:/21198/zz001hd10s,1,In progress,Page,,1,,,,,,,,,,,,,,MS 46 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkmvc,ark:/21198/zz00153cmr,2,Completed,Page,,80,,,,,,,,,,,,,,MS 51 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkmww,ark:/21198/zz001nwqjn,2,Completed,Page,,1,,,,,,,,,,,,,,MS 11 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkmxd,ark:/21198/zz000sh5j8,2,Completed,Page,,1,,,,,,,,,,,,,,MS 52 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkmzx,ark:/21198/zz000sh5j8,2,Completed,Page,,118,,,,,,,,,,,,,,MS 52 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkn0x,ark:/21198/zz00153kdj,2,Completed,Page,,2,,,,,,,,,,,,,,MS 53 sheet 1v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkntb,ark:/21198/zz001hd4mj,1,In progress,Page,,1,,,,,,,,,,,,,,MS 57 front cover board,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kknvv,ark:/21198/zz001hd4mj,1,In progress,Page,,188,,,,,,,,,,,,,,MS 57 folio 86,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kknwc,ark:/21198/zz001hd4mj,1,In progress,Page,,132,,,,,,,,,,,,,,MS 57 folio 58v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kknxw,ark:/21198/zz001hd4mj,1,In progress,Page,,135,,,,,,,,,,,,,,MS 57 folio 59v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkpq8,ark:/21198/zz001hd4mj,1,In progress,Page,,267,,,,,,,,,,,,,,MS 57 back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkprs,ark:/21198/zz001hd4mj,1,In progress,Page,,221,,,,,,,,,,,,,,MS 57 folio 103,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkptt,ark:/21198/zz001hmtt0,1,In progress,Page,,1,,,,,,,,,,,,,,MS 60 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkv9g,ark:/21198/zz001hmtt0,1,In progress,Page,,102,,,,,,,,,,,,,,MS 60 folio 47,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkvb0,ark:/21198/zz001hmtt0,1,In progress,Page,,122,,,,,,,,,,,,,,MS 60 folio 56,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkvch,ark:/21198/zz001hmtt0,1,In progress,Page,,123,,,,,,,,,,,,,,MS 60 folio 56v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkw5w,ark:/21198/zz001hmtt0,1,In progress,Page,,131,,,,,,,,,,,,,,MS 60 folio 59v,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkw6d,ark:/21198/zz001hmtt0,1,In progress,Page,,177,,,,,,,,,,,,,,MS 60 Back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkz1s,ark:/21198/zz001hpcbc,1,In progress,Page,,1,,,,,,,,,,,,,,MS 61 front cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkz7w,ark:/21198/zz001hpcbc,1,In progress,Page,,21,,,,,,,,,,,,,,MS 61 pastedown back cover,,,,,,,,,,,,,,,,,,missing,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kkz8d,ark:/21198/zz001hpcbc,1,In progress,Page,,22,,,,,,,,,,,,,,MS 61 back cover,,,,,,,,,,,,,,,,,,missing,
