File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340331_001.tif,Page,Page 1,1,ark:/21198/z1w97vsc,ark:/21198/z16h736h,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h736h
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340331_002.tif,Page,Page 2,2,ark:/21198/z1w97vsc,ark:/21198/z12r6bh7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r6bh7
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340331_003.tif,Page,Page 3,3,ark:/21198/z1w97vsc,ark:/21198/z1z05tzz,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z05tzz
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340331_004.tif,Page,Page 4,4,ark:/21198/z1w97vsc,ark:/21198/z1t75371,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t75371
