File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19331018_001.tif,Page,Page 1,1,ark:/21198/z1zp6rq8,ark:/21198/z1bk3z11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3z11
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19331018_002.tif,Page,Page 2,2,ark:/21198/z1zp6rq8,ark:/21198/z16t36d1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t36d1
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19331018_003.tif,Page,Page 3,3,ark:/21198/z1zp6rq8,ark:/21198/z1322fpm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322fpm
Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19331018_004.tif,Page,Page 4,4,ark:/21198/z1zp6rq8,ark:/21198/z1zd0nmn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0nmn
