Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj1b,ark:/21198/zz000s2z5v,2,Completed,Work,,40,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sj8z,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1988","January-February, 1988",,,,1988-01/1988-02,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj1b/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj2v,ark:/21198/zz000s2z5v,2,Completed,Work,,41,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjb0,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"February-March, 1988",February-March. 1988,,,,1988-02/1988-03,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj2v/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj3c,ark:/21198/zz000s2z5v,2,Completed,Work,,42,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjd1,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"April-May, 1988","April-May, 1988",,,,1988-04/1988-05,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj3c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj4w,ark:/21198/zz000s2z5v,2,Completed,Work,,43,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjg2,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1988","May-June, 1988",,,,1988-05/1988-06,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj4w/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj5d,ark:/21198/zz000s2z5v,2,Completed,Work,,44,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjj3,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1988","July-August, 1988",,,,1988-07/1988-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj5d/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj6x,ark:/21198/zz000s2z5v,2,Completed,Work,,45,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjm4,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1988","September-October, 1988",,,,1988-09/1988-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj6x/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sj7f,ark:/21198/zz000s2z5v,2,Completed,Work,,46,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjp5,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1988","November-December, 1988",,,,1988-11/1988-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sj7f/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sjr6,ark:/21198/zz000s2z5v,2,Completed,Work,,47,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjvr,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1989","March-April, 1989",,,,1989-03/1989-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sjr6/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sjsq,ark:/21198/zz000s2z5v,2,Completed,Work,,48,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sjxs,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1989","May-June, 1989",,,,1989-05/1989-06,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sjsq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sjt7,ark:/21198/zz000s2z5v,2,Completed,Work,,49,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sk09,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1989","November-December, 1989",,,,1989-11/1989-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sjt7/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sk2b,ark:/21198/zz000s2z5v,2,Completed,Work,,50,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sk3v,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1990","March-April, 1990",,,,1990-03/1990-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sk2b/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sk5w,ark:/21198/zz000s2z5v,2,Completed,Work,,51,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sk6d,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1990","May-June, 1990",,,,1990-05/1990-06,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sk5w/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sk8f,ark:/21198/zz000s2z5v,2,Completed,Work,,52,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sk9z,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1990","July-August, 1990",,,,1990-07/1990-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sk8f/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015skc0,ark:/21198/zz000s2z5v,2,Completed,Work,,53,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015skdh,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1990","November-December, 1990",,,,1990-11/1990-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015skc0/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015skgj,ark:/21198/zz000s2z5v,2,Completed,Work,,54,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015skh2,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1991","March-April, 1991",,,,1991-03/1991-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015skgj/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015skk3,ark:/21198/zz000s2z5v,2,Completed,Work,,55,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015skmm,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1991","May-June, 1991",,,,1991-05/1991-06,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015skk3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015skpn,ark:/21198/zz000s2z5v,2,Completed,Work,,56,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015skq5,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1991","September-October, 1991",,,,1991-09/1991-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015skpn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sks6,ark:/21198/zz000s2z5v,2,Completed,Work,,57,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sktq,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1991","November-December, 1991",,,,1991-11/1991-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sks6/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015skwr,ark:/21198/zz000s2z5v,2,Completed,Work,,58,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015skx8,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1992","January-February, 1992",,,,1992-01/1992-02,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015skwr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sm0s,ark:/21198/zz000s2z5v,2,Completed,Work,,59,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sm19,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1992","March-April, 1992",,,,1992-03/1992-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sm0s/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sm3b,ark:/21198/zz000s2z5v,2,Completed,Work,,60,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sm4v,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1992","July-August, 1992",,,,1992-07/1992-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sm3b/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sm6w,ark:/21198/zz000s2z5v,2,Completed,Work,,61,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sm7d,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1992","September-October, 1992",,,,1992-09/1992-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sm6w/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sm9f,ark:/21198/zz000s2z5v,2,Completed,Work,,62,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015smbz,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1992","November-December, 1992",,,,1992-11/1992-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sm9f/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015smd0,ark:/21198/zz000s2z5v,2,Completed,Work,,63,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015smfh,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1993","January-February, 1993",,,,1993-01/1993-02,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015smd0/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015smhj,ark:/21198/zz000s2z5v,2,Completed,Work,,64,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015smj2,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1993","March-April, 1993",,,,1993-03/1993-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015smhj/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015smr5,ark:/21198/zz000s2z5v,2,Completed,Work,,65,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015smsp,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1993","July-August, 1993",,,,1993-07/1993-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015smr5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015smvq,ark:/21198/zz000s2z5v,2,Completed,Work,,66,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015smw7,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1995","September-October, 1995",,,,1995-09/1995-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015smvq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sn1s,ark:/21198/zz000s2z5v,2,Completed,Work,,67,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sn29,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1996","March-April, 1996",,,,1996-03/1996-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sn1s/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sn6c,ark:/21198/zz000s2z5v,2,Completed,Work,,68,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sn7w,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1996","September-October, 1996",,,,1996-09/1996-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sn6c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sncz,ark:/21198/zz000s2z5v,2,Completed,Work,,69,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sndg,text,,copyrighted,Y,published,Orange County (Calif.)|~|Los Angeles (Calif.)|~|Anaheim (Calif.)|~|Long Beach (Calif.),,,Southern California Women for Understanding,Chapter One [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1997","March-April, 1997",,,,1997-03/1997-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sncz/manifest
