"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5h8","ark:/21198/zz0015s5gr","2","Completed","Page","scwu/images/masters/21198-zz0015s5h8-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5h8"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5js","ark:/21198/zz0015s5gr","2","Completed","Page","scwu/images/masters/21198-zz0015s5js-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5js"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5mt","ark:/21198/zz0015s5k9","2","Completed","Page","scwu/images/masters/21198-zz0015s5mt-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5mt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5nb","ark:/21198/zz0015s5k9","2","Completed","Page","scwu/images/masters/21198-zz0015s5nb-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5nb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5qc","ark:/21198/zz0015s5pv","2","Completed","Page","scwu/images/masters/21198-zz0015s5qc-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5qc"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5rw","ark:/21198/zz0015s5pv","2","Completed","Page","scwu/images/masters/21198-zz0015s5rw-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5rw"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5vf","ark:/21198/zz0015s5tx","2","Completed","Page","scwu/images/masters/21198-zz0015s5vf-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5vf"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5wz","ark:/21198/zz0015s5tx","2","Completed","Page","scwu/images/masters/21198-zz0015s5wz-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5wz"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s5z0","ark:/21198/zz0015s5xg","2","Completed","Page","scwu/images/masters/21198-zz0015s5z0-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s5z0"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015s600","ark:/21198/zz0015s5xg","2","Completed","Page","scwu/images/masters/21198-zz0015s600-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015s600"
