"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179pwr","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179pwr_503199_master.tif","1","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising","","","","","","","","","","Bloodline Protest - Greater LA Press Club Event","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179pwr"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179q0s","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179q0s_503209_master.tif","8","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179q0s"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179r6c","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179r6c_503230_master.tif","9","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179r6c"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179r7w","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179r7w_503234_master.tif","4","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest - 8730 Sunset Blvd","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179r7w"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179r8d","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179r8d_503241_master.tif","10","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179r8d"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179r9x","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179r9x_503244_master.tif","11","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179r9x"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179rbf","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179rbf_503247_master.tif","5","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest - 8730 Sunset Blvd","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179rbf"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179rcz","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179rcz_503250_master.tif","12","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179rcz"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179rdg","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179rdg_503253_master.tif","13","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179rdg"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179rf0","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00179rf0_503256_master.tif","2","","","","","","private","","still image","copyrighted","unpublished","unknown","Women Against Violence Against Women ","Los Angeles (Calif.)","Unknown","Slides (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Rape--United States--Psychological aspects","","","","","","","","","","Bloodline Protest - Greater LA Press Club Event","July, 1979","","Rights.generalNote: Unsure as to whether or not permission is granted to reproduce images. Unsure of creator.","1979-07","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179rf0"
