Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d356x/t383z026,ark:/21198/zz002d356x,Page,eric_gill/image/CEG1700_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d356x%2Ft383z026,
Eric Gill Artwork Collection,ark:/21198/zz002d356x/7m52065h,ark:/21198/zz002d356x,Page,eric_gill/image/CEG1700_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d356x%2F7m52065h,
Eric Gill Artwork Collection,ark:/21198/zz002d357f/7062b53k,ark:/21198/zz002d357f,Page,eric_gill/image/CEG1701_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d357f%2F7062b53k,
Eric Gill Artwork Collection,ark:/21198/zz002d357f/m930wp0w,ark:/21198/zz002d357f,Page,eric_gill/image/CEG1701_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d357f%2Fm930wp0w,
Eric Gill Artwork Collection,ark:/21198/zz002d358z/md55gr79,ark:/21198/zz002d358z,Page,eric_gill/image/CEG1702_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d358z%2Fmd55gr79,
Eric Gill Artwork Collection,ark:/21198/zz002d358z/2z31wd15,ark:/21198/zz002d358z,Page,eric_gill/image/CEG1702_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d358z%2F2z31wd15,
Eric Gill Artwork Collection,ark:/21198/zz002d35b0/0r47p465,ark:/21198/zz002d35b0,Page,eric_gill/image/CEG1704_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35b0%2F0r47p465,
Eric Gill Artwork Collection,ark:/21198/zz002d35b0/0c11kr6j,ark:/21198/zz002d35b0,Page,eric_gill/image/CEG1704_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35b0%2F0c11kr6j,
Eric Gill Artwork Collection,ark:/21198/zz002d35d1/1643k39x,ark:/21198/zz002d35d1,Page,eric_gill/image/CEG1706_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35d1%2F1643k39x,
Eric Gill Artwork Collection,ark:/21198/zz002d35d1/x453s32c,ark:/21198/zz002d35d1,Page,eric_gill/image/CEG1706_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35d1%2Fx453s32c,
Eric Gill Artwork Collection,ark:/21198/zz002d35hk/bm48kp79,ark:/21198/zz002d35hk,Page,eric_gill/image/CEG1709_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35hk%2Fbm48kp79,
Eric Gill Artwork Collection,ark:/21198/zz002d35hk/dh30rk6v,ark:/21198/zz002d35hk,Page,eric_gill/image/CEG1709_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35hk%2Fdh30rk6v,
Eric Gill Artwork Collection,ark:/21198/zz002d35j3/g206kr0s,ark:/21198/zz002d35j3,Page,eric_gill/image/CEG1710_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35j3%2Fg206kr0s,
Eric Gill Artwork Collection,ark:/21198/zz002d35j3/kf20s16g,ark:/21198/zz002d35j3,Page,eric_gill/image/CEG1710_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35j3%2Fkf20s16g,
Eric Gill Artwork Collection,ark:/21198/zz002d35nn/1z23p148,ark:/21198/zz002d35nn,Page,eric_gill/image/CEG1713_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35nn%2F1z23p148,
Eric Gill Artwork Collection,ark:/21198/zz002d35nn/nk25b83c,ark:/21198/zz002d35nn,Page,eric_gill/image/CEG1713_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35nn%2Fnk25b83c,
Eric Gill Artwork Collection,ark:/21198/zz002d35p5/1s10xw66,ark:/21198/zz002d35p5,Page,eric_gill/image/CEG1714_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35p5%2F1s10xw66,
Eric Gill Artwork Collection,ark:/21198/zz002d35p5/xs518f98,ark:/21198/zz002d35p5,Page,eric_gill/image/CEG1714_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35p5%2Fxs518f98,
Eric Gill Artwork Collection,ark:/21198/zz002d35qp/2k52zt7w,ark:/21198/zz002d35qp,Page,eric_gill/image/CEG1715_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35qp%2F2k52zt7w,
Eric Gill Artwork Collection,ark:/21198/zz002d35qp/gp58r31z,ark:/21198/zz002d35qp,Page,eric_gill/image/CEG1715_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35qp%2Fgp58r31z,
Eric Gill Artwork Collection,ark:/21198/zz002d35r6/xm31dn5n,ark:/21198/zz002d35r6,Page,eric_gill/image/CEG1716_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35r6%2Fxm31dn5n,
Eric Gill Artwork Collection,ark:/21198/zz002d35r6/3r10v328,ark:/21198/zz002d35r6,Page,eric_gill/image/CEG1716_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35r6%2F3r10v328,
Eric Gill Artwork Collection,ark:/21198/zz002d35t7/82076s0w,ark:/21198/zz002d35t7,Page,eric_gill/image/CEG1718_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35t7%2F82076s0w,
Eric Gill Artwork Collection,ark:/21198/zz002d35t7/qq89dr0r,ark:/21198/zz002d35t7,Page,eric_gill/image/CEG1718_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35t7%2Fqq89dr0r,
Eric Gill Artwork Collection,ark:/21198/zz002d35vr/dj84761q,ark:/21198/zz002d35vr,Page,eric_gill/image/CEG1719_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35vr%2Fdj84761q,
Eric Gill Artwork Collection,ark:/21198/zz002d35vr/6r783b2p,ark:/21198/zz002d35vr,Page,eric_gill/image/CEG1719_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35vr%2F6r783b2p,
Eric Gill Artwork Collection,ark:/21198/zz002d35w8/tb956x03,ark:/21198/zz002d35w8,Page,eric_gill/image/CEG1721_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35w8%2Ftb956x03,
Eric Gill Artwork Collection,ark:/21198/zz002d35w8/p9949t83,ark:/21198/zz002d35w8,Page,eric_gill/image/CEG1721_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35w8%2Fp9949t83,
Eric Gill Artwork Collection,ark:/21198/zz002d35z9/3f36bp56,ark:/21198/zz002d35z9,Page,eric_gill/image/CEG1723_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35z9%2F3f36bp56,
Eric Gill Artwork Collection,ark:/21198/zz002d35z9/bt66pn05,ark:/21198/zz002d35z9,Page,eric_gill/image/CEG1723_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35z9%2Fbt66pn05,
Eric Gill Artwork Collection,ark:/21198/zz002d3609/80891112,ark:/21198/zz002d3609,Page,eric_gill/image/CEG1724_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3609%2F80891112,
Eric Gill Artwork Collection,ark:/21198/zz002d3609/s157d469,ark:/21198/zz002d3609,Page,eric_gill/image/CEG1724_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3609%2Fs157d469,
Eric Gill Artwork Collection,ark:/21198/zz002d361t/fv988q2h,ark:/21198/zz002d361t,Page,eric_gill/image/CEG1725_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d361t%2Ffv988q2h,
Eric Gill Artwork Collection,ark:/21198/zz002d361t/z0903p9x,ark:/21198/zz002d361t,Page,eric_gill/image/CEG1725_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d361t%2Fz0903p9x,
Eric Gill Artwork Collection,ark:/21198/zz002d362b/7w17vv75,ark:/21198/zz002d362b,Page,eric_gill/image/CEG1726_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d362b%2F7w17vv75,
Eric Gill Artwork Collection,ark:/21198/zz002d362b/h936js7j,ark:/21198/zz002d362b,Page,eric_gill/image/CEG1726_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d362b%2Fh936js7j,
Eric Gill Artwork Collection,ark:/21198/zz002d363v/p0116q6k,ark:/21198/zz002d363v,Page,eric_gill/image/CEG1727_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d363v%2Fp0116q6k,
Eric Gill Artwork Collection,ark:/21198/zz002d363v/cc962f66,ark:/21198/zz002d363v,Page,eric_gill/image/CEG1727_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d363v%2Fcc962f66,
Eric Gill Artwork Collection,ark:/21198/zz002d364c/fj433g85,ark:/21198/zz002d364c,Page,eric_gill/image/CEG1728_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d364c%2Ffj433g85,
Eric Gill Artwork Collection,ark:/21198/zz002d364c/p820vc5v,ark:/21198/zz002d364c,Page,eric_gill/image/CEG1728_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d364c%2Fp820vc5v,
Eric Gill Artwork Collection,ark:/21198/zz002d365w/5k89bg8t,ark:/21198/zz002d365w,Page,eric_gill/image/CEG1729_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d365w%2F5k89bg8t,
Eric Gill Artwork Collection,ark:/21198/zz002d365w/cm41v77h,ark:/21198/zz002d365w,Page,eric_gill/image/CEG1729_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d365w%2Fcm41v77h,
Eric Gill Artwork Collection,ark:/21198/zz002d366d/rr91x92q,ark:/21198/zz002d366d,Page,eric_gill/image/CEG1730_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d366d%2Frr91x92q,
Eric Gill Artwork Collection,ark:/21198/zz002d366d/v0314f2n,ark:/21198/zz002d366d,Page,eric_gill/image/CEG1730_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d366d%2Fv0314f2n,
Eric Gill Artwork Collection,ark:/21198/zz002d368f/rx47tv6q,ark:/21198/zz002d368f,Page,eric_gill/image/CEG1732_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d368f%2Frx47tv6q,
Eric Gill Artwork Collection,ark:/21198/zz002d368f/qf23084c,ark:/21198/zz002d368f,Page,eric_gill/image/CEG1732_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d368f%2Fqf23084c,
Eric Gill Artwork Collection,ark:/21198/zz002d36c0/j713m15d,ark:/21198/zz002d36c0,Page,eric_gill/image/CEG1736_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d36c0%2Fj713m15d,
Eric Gill Artwork Collection,ark:/21198/zz002d36c0/cj325n2q,ark:/21198/zz002d36c0,Page,eric_gill/image/CEG1736_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d36c0%2Fcj325n2q,
Eric Gill Artwork Collection,ark:/21198/zz002d377d/qk236j0x,ark:/21198/zz002d377d,Page,eric_gill/image/CEG1762.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d377d%2Fqk236j0x,
Eric Gill Artwork Collection,ark:/21198/zz002d377d/23778z0n,ark:/21198/zz002d377d,Page,eric_gill/image/CEG1762_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d377d%2F23778z0n,
Eric Gill Artwork Collection,ark:/21198/zz002d392s/gv23wg84,ark:/21198/zz002d392s,Page,eric_gill/image/CEG1816_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d392s%2Fgv23wg84,
Eric Gill Artwork Collection,ark:/21198/zz002d392s/s301910h,ark:/21198/zz002d392s,Page,eric_gill/image/CEG1816_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d392s%2Fs301910h,
Eric Gill Artwork Collection,ark:/21198/zz002d3939/6f359x5k,ark:/21198/zz002d3939,Page,eric_gill/image/CEG1817_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3939%2F6f359x5k,
Eric Gill Artwork Collection,ark:/21198/zz002d3939/9213pf2n,ark:/21198/zz002d3939,Page,eric_gill/image/CEG1817_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3939%2F9213pf2n,
Eric Gill Artwork Collection,ark:/21198/zz002d395b/xw40hh35,ark:/21198/zz002d395b,Page,eric_gill/image/CEG1819_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d395b%2Fxw40hh35,
Eric Gill Artwork Collection,ark:/21198/zz002d395b/pg13zf5v,ark:/21198/zz002d395b,Page,eric_gill/image/CEG1819_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d395b%2Fpg13zf5v,
Eric Gill Artwork Collection,ark:/21198/zz002d397c/nc61p50h,ark:/21198/zz002d397c,Page,eric_gill/image/CEG1821_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d397c%2Fnc61p50h,
Eric Gill Artwork Collection,ark:/21198/zz002d397c/dq317b0t,ark:/21198/zz002d397c,Page,eric_gill/image/CEG1821_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d397c%2Fdq317b0t,
Eric Gill Artwork Collection,ark:/21198/zz002d39bx/3299q898,ark:/21198/zz002d39bx,Page,eric_gill/image/CEG1824_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39bx%2F3299q898,
Eric Gill Artwork Collection,ark:/21198/zz002d39bx/5222kv10,ark:/21198/zz002d39bx,Page,eric_gill/image/CEG1824_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39bx%2F5222kv10,
Eric Gill Artwork Collection,ark:/21198/zz002d39hh/1q03574n,ark:/21198/zz002d39hh,Page,eric_gill/image/CEG1847_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39hh%2F1q03574n,
Eric Gill Artwork Collection,ark:/21198/zz002d39hh/7185t788,ark:/21198/zz002d39hh,Page,eric_gill/image/CEG1847_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39hh%2F7185t788,
Eric Gill Artwork Collection,ark:/21198/zz002d39j1/w484vh8q,ark:/21198/zz002d39j1,Page,eric_gill/image/CEG1848_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39j1%2Fw484vh8q,
Eric Gill Artwork Collection,ark:/21198/zz002d39j1/jh203s1w,ark:/21198/zz002d39j1,Page,eric_gill/image/CEG1848_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39j1%2Fjh203s1w,
Eric Gill Artwork Collection,ark:/21198/zz002d39kj/rm187655,ark:/21198/zz002d39kj,Page,eric_gill/image/CEG1849_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39kj%2Frm187655,
Eric Gill Artwork Collection,ark:/21198/zz002d39kj/m7747v05,ark:/21198/zz002d39kj,Page,eric_gill/image/CEG1849_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39kj%2Fm7747v05,
Eric Gill Artwork Collection,ark:/21198/zz002d39m2/2r75pb7p,ark:/21198/zz002d39m2,Page,eric_gill/image/CEG1850_b.tif,1,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39m2%2F2r75pb7p,
Eric Gill Artwork Collection,ark:/21198/zz002d39m2/k940pj1m,ark:/21198/zz002d39m2,Page,eric_gill/image/CEG1850_c.tif,2,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39m2%2Fk940pj1m,
Eric Gill Artwork Collection,ark:/21198/zz002d39p3/cd40840g,ark:/21198/zz002d39p3,Page,eric_gill/image/CEG1852_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39p3%2Fcd40840g,
Eric Gill Artwork Collection,ark:/21198/zz002d39p3/n288q04d,ark:/21198/zz002d39p3,Page,eric_gill/image/CEG1852_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39p3%2Fn288q04d,
Eric Gill Artwork Collection,ark:/21198/zz002d39z7/5s923j6z,ark:/21198/zz002d39z7,Page,eric_gill/image/CEG1860_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39z7%2F5s923j6z,
Eric Gill Artwork Collection,ark:/21198/zz002d39z7/6c98qx0b,ark:/21198/zz002d39z7,Page,eric_gill/image/CEG1860_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d39z7%2F6c98qx0b,
Eric Gill Artwork Collection,ark:/21198/zz002d3b49/wc652g6c,ark:/21198/zz002d3b49,Page,eric_gill/image/CEG1865_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3b49%2Fwc652g6c,
Eric Gill Artwork Collection,ark:/21198/zz002d3b49/1425934z,ark:/21198/zz002d3b49,Page,eric_gill/image/CEG1865_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3b49%2F1425934z,
Eric Gill Artwork Collection,ark:/21198/zz002d3bq3/5x24q77q,ark:/21198/zz002d3bq3,Page,eric_gill/image/CEG1882_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bq3%2F5x24q77q,
Eric Gill Artwork Collection,ark:/21198/zz002d3bq3/p215wp55,ark:/21198/zz002d3bq3,Page,eric_gill/image/CEG1882_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bq3%2Fp215wp55,
Eric Gill Artwork Collection,ark:/21198/zz002d3bq3/1m07nm10,ark:/21198/zz002d3bq3,Page,eric_gill/image/CEG1882_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bq3%2F1m07nm10,
Eric Gill Artwork Collection,ark:/21198/zz002d3bq3/n263bc7d,ark:/21198/zz002d3bq3,Page,eric_gill/image/CEG1882_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bq3%2Fn263bc7d,
Eric Gill Artwork Collection,ark:/21198/zz002d3brm/g0389z6p,ark:/21198/zz002d3brm,Page,eric_gill/image/CEG1883_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3brm%2Fg0389z6p,
Eric Gill Artwork Collection,ark:/21198/zz002d3brm/rj92q57h,ark:/21198/zz002d3brm,Page,eric_gill/image/CEG1883_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3brm%2Frj92q57h,
Eric Gill Artwork Collection,ark:/21198/zz002d3brm/1h74pq7k,ark:/21198/zz002d3brm,Page,eric_gill/image/CEG1883_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3brm%2F1h74pq7k,
Eric Gill Artwork Collection,ark:/21198/zz002d3bs4/wq228m15,ark:/21198/zz002d3bs4,Page,eric_gill/image/CEG1884_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bs4%2Fwq228m15,
Eric Gill Artwork Collection,ark:/21198/zz002d3bs4/f247q65r,ark:/21198/zz002d3bs4,Page,eric_gill/image/CEG1884_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bs4%2Ff247q65r,
Eric Gill Artwork Collection,ark:/21198/zz002d3bs4/jf18s11r,ark:/21198/zz002d3bs4,Page,eric_gill/image/CEG1884_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bs4%2Fjf18s11r,
Eric Gill Artwork Collection,ark:/21198/zz002d3btn/m676g12q,ark:/21198/zz002d3btn,Page,eric_gill/image/CEG1885_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3btn%2Fm676g12q,
Eric Gill Artwork Collection,ark:/21198/zz002d3btn/9796797n,ark:/21198/zz002d3btn,Page,eric_gill/image/CEG1885_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3btn%2F9796797n,
Eric Gill Artwork Collection,ark:/21198/zz002d3btn/hg00nr23,ark:/21198/zz002d3btn,Page,eric_gill/image/CEG1885_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3btn%2Fhg00nr23,
Eric Gill Artwork Collection,ark:/21198/zz002d3btn/qg168j3p,ark:/21198/zz002d3btn,Page,eric_gill/image/CEG1885_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3btn%2Fqg168j3p,
Eric Gill Artwork Collection,ark:/21198/zz002d3bv5/w3106f5r,ark:/21198/zz002d3bv5,Page,eric_gill/image/CEG1886_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bv5%2Fw3106f5r,
Eric Gill Artwork Collection,ark:/21198/zz002d3bv5/s1726046,ark:/21198/zz002d3bv5,Page,eric_gill/image/CEG1886_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bv5%2Fs1726046,
Eric Gill Artwork Collection,ark:/21198/zz002d3bwp/j818766q,ark:/21198/zz002d3bwp,Page,eric_gill/image/CEG1887_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bwp%2Fj818766q,
Eric Gill Artwork Collection,ark:/21198/zz002d3bwp/6s964q08,ark:/21198/zz002d3bwp,Page,eric_gill/image/CEG1887_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bwp%2F6s964q08,
Eric Gill Artwork Collection,ark:/21198/zz002d3bwp/4b36xm5t,ark:/21198/zz002d3bwp,Page,eric_gill/image/CEG1887_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bwp%2F4b36xm5t,
Eric Gill Artwork Collection,ark:/21198/zz002d3bx6/jp82xd0d,ark:/21198/zz002d3bx6,Page,eric_gill/image/CEG1888_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bx6%2Fjp82xd0d,
Eric Gill Artwork Collection,ark:/21198/zz002d3bx6/s724mk62,ark:/21198/zz002d3bx6,Page,eric_gill/image/CEG1888_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bx6%2Fs724mk62,
Eric Gill Artwork Collection,ark:/21198/zz002d3bx6/2422j97q,ark:/21198/zz002d3bx6,Page,eric_gill/image/CEG1888_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bx6%2F2422j97q,
Eric Gill Artwork Collection,ark:/21198/zz002d3bzq/g5931b71,ark:/21198/zz002d3bzq,Page,eric_gill/image/CEG1889_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bzq%2Fg5931b71,
Eric Gill Artwork Collection,ark:/21198/zz002d3bzq/qn19fr99,ark:/21198/zz002d3bzq,Page,eric_gill/image/CEG1889_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bzq%2Fqn19fr99,
Eric Gill Artwork Collection,ark:/21198/zz002d3bzq/7p912597,ark:/21198/zz002d3bzq,Page,eric_gill/image/CEG1889_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3bzq%2F7p912597,
Eric Gill Artwork Collection,ark:/21198/zz002d3c0q/g482zv6k,ark:/21198/zz002d3c0q,Page,eric_gill/image/CEG1892_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c0q%2Fg482zv6k,
Eric Gill Artwork Collection,ark:/21198/zz002d3c0q/gz91kk1n,ark:/21198/zz002d3c0q,Page,eric_gill/image/CEG1892_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c0q%2Fgz91kk1n,
