"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 5: page 85r","Armenian Manuscripts","ark:/21198/zz0025hgw3","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hgw3_1694957_master.tif","173","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hgw3",""
"Manuscript No. 5: page 85v","Armenian Manuscripts","ark:/21198/zz0025hgxm","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hgxm_1694960_master.tif","174","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hgxm",""
"Manuscript No. 5: page 86r","Armenian Manuscripts","ark:/21198/zz0025hgz4","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hgz4_1694963_master.tif","175","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hgz4",""
"Manuscript No. 5: page 86v","Armenian Manuscripts","ark:/21198/zz0025hh04","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh04_1694966_master.tif","176","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh04",""
"Manuscript No. 5: page 87r","Armenian Manuscripts","ark:/21198/zz0025hh1n","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh1n_1694969_master.tif","177","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh1n",""
"Manuscript No. 5: page 87v","Armenian Manuscripts","ark:/21198/zz0025hh25","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh25_1694972_master.tif","178","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh25",""
"Manuscript No. 5: page 88r","Armenian Manuscripts","ark:/21198/zz0025hh3p","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh3p_1694975_master.tif","179","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh3p",""
"Manuscript No. 5: page 88v","Armenian Manuscripts","ark:/21198/zz0025hh46","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh46_1694978_master.tif","180","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh46",""
"Manuscript No. 5: page 89r","Armenian Manuscripts","ark:/21198/zz0025hh5q","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh5q_1694981_master.tif","181","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh5q",""
"Manuscript No. 5: page 89v","Armenian Manuscripts","ark:/21198/zz0025hh67","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh67_1694984_master.tif","182","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh67",""
"Manuscript No. 5: page 90r","Armenian Manuscripts","ark:/21198/zz0025hh7r","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh7r_1694987_master.tif","183","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh7r",""
"Manuscript No. 5: page 90v","Armenian Manuscripts","ark:/21198/zz0025hh88","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh88_1694991_master.tif","184","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh88",""
"Manuscript No. 5: page 91r","Armenian Manuscripts","ark:/21198/zz0025hh9s","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hh9s_1694996_master.tif","185","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hh9s",""
"Manuscript No. 5: page 91v","Armenian Manuscripts","ark:/21198/zz0025hhb9","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhb9_1695000_master.tif","186","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhb9",""
"Manuscript No. 5: page 92r","Armenian Manuscripts","ark:/21198/zz0025hhct","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhct_1695005_master.tif","187","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhct",""
"Manuscript No. 5: page 92v","Armenian Manuscripts","ark:/21198/zz0025hhdb","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhdb_1695009_master.tif","188","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhdb",""
"Manuscript No. 5: page 93r","Armenian Manuscripts","ark:/21198/zz0025hhfv","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhfv_1695014_master.tif","189","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhfv",""
"Manuscript No. 5: page 93v","Armenian Manuscripts","ark:/21198/zz0025hhgc","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhgc_1695018_master.tif","190","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhgc",""
"Manuscript No. 5: page 94r","Armenian Manuscripts","ark:/21198/zz0025hhhw","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhhw_1695023_master.tif","191","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhhw",""
"Manuscript No. 5: page 94v","Armenian Manuscripts","ark:/21198/zz0025hhjd","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhjd_1695032_master.tif","192","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhjd",""
"Manuscript No. 5: page 95r","Armenian Manuscripts","ark:/21198/zz0025hhkx","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhkx_1695035_master.tif","193","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhkx",""
"Manuscript No. 5: page 95v","Armenian Manuscripts","ark:/21198/zz0025hhmf","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhmf_1695042_master.tif","194","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhmf",""
"Manuscript No. 5: page 96r","Armenian Manuscripts","ark:/21198/zz0025hhnz","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhnz_1695048_master.tif","195","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhnz",""
"Manuscript No. 5: page 96v","Armenian Manuscripts","ark:/21198/zz0025hhpg","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhpg_1695058_master.tif","196","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhpg",""
"Manuscript No. 5: page 97r","Armenian Manuscripts","ark:/21198/zz0025hhq0","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhq0_1695066_master.tif","197","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhq0",""
"Manuscript No. 5: page 97v","Armenian Manuscripts","ark:/21198/zz0025hhrh","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhrh_1695074_master.tif","198","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhrh",""
"Manuscript No. 5: page 98r","Armenian Manuscripts","ark:/21198/zz0025hhs1","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhs1_1695077_master.tif","199","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhs1",""
"Manuscript No. 5: page 98v","Armenian Manuscripts","ark:/21198/zz0025hhtj","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhtj_1695081_master.tif","200","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhtj",""
"Manuscript No. 5: page 99r","Armenian Manuscripts","ark:/21198/zz0025hhv2","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhv2_1695087_master.tif","201","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhv2",""
"Manuscript No. 5: page 99v","Armenian Manuscripts","ark:/21198/zz0025hhwk","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhwk_1695092_master.tif","202","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhwk",""
"Manuscript No. 5: page 100r","Armenian Manuscripts","ark:/21198/zz0025hhx3","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhx3_1695099_master.tif","203","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhx3",""
"Manuscript No. 5: page 100v","Armenian Manuscripts","ark:/21198/zz0025hhzm","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hhzm_1695106_master.tif","204","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hhzm",""
"Manuscript No. 5: page 101r","Armenian Manuscripts","ark:/21198/zz0025hjc9","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjc9_1695142_master.tif","205","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjc9",""
"Manuscript No. 5: page 101v","Armenian Manuscripts","ark:/21198/zz0025hjdt","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjdt_1695145_master.tif","206","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjdt",""
"Manuscript No. 5: page 102r","Armenian Manuscripts","ark:/21198/zz0025hjfb","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjfb_1695150_master.tif","207","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjfb",""
"Manuscript No. 5: page 102v","Armenian Manuscripts","ark:/21198/zz0025hjgv","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjgv_1695156_master.tif","208","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjgv",""
"Manuscript No. 5: page 103r","Armenian Manuscripts","ark:/21198/zz0025hjhc","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjhc_1695163_master.tif","209","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjhc",""
"Manuscript No. 5: page 103v","Armenian Manuscripts","ark:/21198/zz0025hjjw","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjjw_1695166_master.tif","210","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjjw",""
"Manuscript No. 5: page 104r","Armenian Manuscripts","ark:/21198/zz0025hjkd","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjkd_1695172_master.tif","211","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjkd",""
"Manuscript No. 5: page 104v","Armenian Manuscripts","ark:/21198/zz0025hjmx","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjmx_1695175_master.tif","212","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjmx",""
"Manuscript No. 5: page 105r","Armenian Manuscripts","ark:/21198/zz0025hjnf","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjnf_1697853_master.tif","213","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjnf",""
"Manuscript No. 5: page 105v","Armenian Manuscripts","ark:/21198/zz0025hjpz","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjpz_1697856_master.tif","214","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjpz",""
"Manuscript No. 5: page 106r","Armenian Manuscripts","ark:/21198/zz0025hjqg","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjqg_1697859_master.tif","215","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjqg",""
"Manuscript No. 5: page 106v","Armenian Manuscripts","ark:/21198/zz0025hjr0","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjr0_1697862_master.tif","216","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjr0",""
"Manuscript No. 5: page 107r","Armenian Manuscripts","ark:/21198/zz0025hjsh","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjsh_1697865_master.tif","217","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjsh",""
"Manuscript No. 5: page 107v","Armenian Manuscripts","ark:/21198/zz0025hjt1","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjt1_1697868_master.tif","218","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjt1",""
"Manuscript No. 5: page 108r","Armenian Manuscripts","ark:/21198/zz0025hjvj","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjvj_1697871_master.tif","219","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjvj",""
"Manuscript No. 5: page 108v","Armenian Manuscripts","ark:/21198/zz0025hjw2","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjw2_1697874_master.tif","220","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjw2",""
"Manuscript No. 5: page 109r","Armenian Manuscripts","ark:/21198/zz0025hjxk","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjxk_1697877_master.tif","221","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjxk",""
"Manuscript No. 5: page 109v","Armenian Manuscripts","ark:/21198/zz0025hjz3","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hjz3_1697880_master.tif","222","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hjz3",""
"Manuscript No. 5: page 110r","Armenian Manuscripts","ark:/21198/zz0025hk03","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk03_1697883_master.tif","223","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk03",""
"Manuscript No. 5: page 110v","Armenian Manuscripts","ark:/21198/zz0025hk1m","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk1m_1697886_master.tif","224","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk1m",""
"Manuscript No. 5: page 111r","Armenian Manuscripts","ark:/21198/zz0025hk24","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk24_1697889_master.tif","225","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk24",""
"Manuscript No. 5: page 111v","Armenian Manuscripts","ark:/21198/zz0025hk3n","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk3n_1697892_master.tif","226","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk3n",""
"Manuscript No. 5: page 112r","Armenian Manuscripts","ark:/21198/zz0025hk45","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk45_1697895_master.tif","227","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk45",""
"Manuscript No. 5: page 112v","Armenian Manuscripts","ark:/21198/zz0025hk5p","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk5p_1697898_master.tif","228","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk5p",""
"Manuscript No. 5: page 113r","Armenian Manuscripts","ark:/21198/zz0025hk66","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk66_1697901_master.tif","229","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk66",""
"Manuscript No. 5: page 113v","Armenian Manuscripts","ark:/21198/zz0025hk7q","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk7q_1697904_master.tif","230","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk7q",""
"Manuscript No. 5: page 114r","Armenian Manuscripts","ark:/21198/zz0025hk87","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk87_1697907_master.tif","231","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk87",""
"Manuscript No. 5: page 114v","Armenian Manuscripts","ark:/21198/zz0025hk9r","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hk9r_1697910_master.tif","232","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hk9r",""
"Manuscript No. 5: page 115r","Armenian Manuscripts","ark:/21198/zz0025hkb8","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkb8_1697913_master.tif","233","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkb8",""
"Manuscript No. 5: page 115v","Armenian Manuscripts","ark:/21198/zz0025hkcs","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkcs_1697916_master.tif","234","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkcs",""
"Manuscript No. 5: page 116r","Armenian Manuscripts","ark:/21198/zz0025hkd9","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkd9_1697919_master.tif","235","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkd9",""
"Manuscript No. 5: page 116v","Armenian Manuscripts","ark:/21198/zz0025hkft","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkft_1697922_master.tif","236","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkft",""
"Manuscript No. 5: page 117r","Armenian Manuscripts","ark:/21198/zz0025hkgb","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkgb_1697925_master.tif","237","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkgb",""
"Manuscript No. 5: page 117v","Armenian Manuscripts","ark:/21198/zz0025hkhv","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkhv_1697928_master.tif","238","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkhv",""
"Manuscript No. 5: page 118r","Armenian Manuscripts","ark:/21198/zz0025hkjc","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkjc_1697931_master.tif","239","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkjc",""
"Manuscript No. 5: page 118v","Armenian Manuscripts","ark:/21198/zz0025hkkw","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkkw_1697934_master.tif","240","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkkw",""
"Manuscript No. 5: page 119r","Armenian Manuscripts","ark:/21198/zz0025hkmd","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkmd_1697937_master.tif","241","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkmd",""
"Manuscript No. 5: page 119v","Armenian Manuscripts","ark:/21198/zz0025hknx","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hknx_1697940_master.tif","242","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hknx",""
"Manuscript No. 5: page 120r","Armenian Manuscripts","ark:/21198/zz0025hkpf","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkpf_1697943_master.tif","243","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkpf",""
"Manuscript No. 5: page 120v","Armenian Manuscripts","ark:/21198/zz0025hkqz","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkqz_1697946_master.tif","244","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkqz",""
"Manuscript No. 5: page 121r","Armenian Manuscripts","ark:/21198/zz0025hkrg","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkrg_1697949_master.tif","245","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkrg",""
"Manuscript No. 5: page 121v","Armenian Manuscripts","ark:/21198/zz0025hks0","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hks0_1697952_master.tif","246","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hks0",""
"Manuscript No. 5: page 122r","Armenian Manuscripts","ark:/21198/zz0025hkth","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkth_1697955_master.tif","247","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkth",""
"Manuscript No. 5: page 122v","Armenian Manuscripts","ark:/21198/zz0025hkv1","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkv1_1697958_master.tif","248","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkv1",""
"Manuscript No. 5: page 123r","Armenian Manuscripts","ark:/21198/zz0025hkwj","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkwj_1697961_master.tif","249","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkwj",""
"Manuscript No. 5: page 123v","Armenian Manuscripts","ark:/21198/zz0025hkx2","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkx2_1697964_master.tif","250","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkx2",""
"Manuscript No. 5: page 124r","Armenian Manuscripts","ark:/21198/zz0025hkzk","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hkzk_1697967_master.tif","251","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hkzk",""
"Manuscript No. 5: page 124v","Armenian Manuscripts","ark:/21198/zz0025hm0k","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hm0k_1697970_master.tif","252","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hm0k",""
"Manuscript No. 5: page 125r","Armenian Manuscripts","ark:/21198/zz0025hm13","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hm13_1697973_master.tif","253","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hm13",""
"Manuscript No. 5: page 125v","Armenian Manuscripts","ark:/21198/zz0025hm2m","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025hm2m_1697976_master.tif","254","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hm2m",""
"Manuscript No. 5: page 126r","Armenian Manuscripts","ark:/21198/zz0025j8dd","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8dd_1697979_master.tif","255","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8dd",""
"Manuscript No. 5: page 126v","Armenian Manuscripts","ark:/21198/zz0025j8fx","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8fx_1697982_master.tif","256","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8fx",""
"Manuscript No. 5: page 127r","Armenian Manuscripts","ark:/21198/zz0025j8gf","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8gf_1697985_master.tif","257","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8gf",""
"Manuscript No. 5: page 127v","Armenian Manuscripts","ark:/21198/zz0025j8hz","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8hz_1697988_master.tif","258","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8hz",""
"Manuscript No. 5: page 128r","Armenian Manuscripts","ark:/21198/zz0025j8jg","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8jg_1697991_master.tif","259","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8jg",""
"Manuscript No. 5: page 128v","Armenian Manuscripts","ark:/21198/zz0025j8k0","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8k0_1697994_master.tif","260","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8k0",""
"Manuscript No. 5: page 129r","Armenian Manuscripts","ark:/21198/zz0025j8mh","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8mh_1697997_master.tif","261","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8mh",""
"Manuscript No. 5: page 129v","Armenian Manuscripts","ark:/21198/zz0025j8n1","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8n1_1698000_master.tif","262","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8n1",""
"Manuscript No. 5: page 130r","Armenian Manuscripts","ark:/21198/zz0025j8pj","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8pj_1698003_master.tif","263","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8pj",""
"Manuscript No. 5: page 130v","Armenian Manuscripts","ark:/21198/zz0025j8q2","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8q2_1698006_master.tif","264","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8q2",""
"Manuscript No. 5: page 131r","Armenian Manuscripts","ark:/21198/zz0025j8rk","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8rk_1698009_master.tif","265","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8rk",""
"Manuscript No. 5: page 131v","Armenian Manuscripts","ark:/21198/zz0025j8s3","ark:/21198/zz0025dkqm","Page","","armenian/masters/21198-zz0025j8s3_1698012_master.tif","266","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j8s3",""
