"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.77: 0001","Armenian Manuscripts","ark:/21198/zz00291cjv","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cjv",""
"Manuscript No.77: 0002","Armenian Manuscripts","ark:/21198/zz00291ckc","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291ckc",""
"Manuscript No.77: 0003","Armenian Manuscripts","ark:/21198/zz00291cmw","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cmw",""
"Manuscript No.77: 0004","Armenian Manuscripts","ark:/21198/zz00291cnd","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cnd",""
"Manuscript No.77: 0005","Armenian Manuscripts","ark:/21198/zz00291cpx","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cpx",""
"Manuscript No.77: 0006","Armenian Manuscripts","ark:/21198/zz00291cqf","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cqf",""
"Manuscript No.77: 0007","Armenian Manuscripts","ark:/21198/zz00291crz","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291crz",""
"Manuscript No.77: 0008","Armenian Manuscripts","ark:/21198/zz00291csg","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291csg",""
"Manuscript No.77: 0009","Armenian Manuscripts","ark:/21198/zz00291ct0","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291ct0",""
"Manuscript No.77: 0010","Armenian Manuscripts","ark:/21198/zz00291cvh","ark:/21198/zz0026w39b","Page","","armenian/masters/ms_77/ms_77_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cvh",""
