"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.22: front cover","Armenian Manuscripts","ark:/21198/zz002779qb","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779qb",""
"Manuscript No.22: folio 1r","Armenian Manuscripts","ark:/21198/zz002779rv","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779rv",""
"Manuscript No.22: folio 1v","Armenian Manuscripts","ark:/21198/zz002779sc","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779sc",""
"Manuscript No.22: folio 2r","Armenian Manuscripts","ark:/21198/zz002779tw","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779tw",""
"Manuscript No.22: folio 2v","Armenian Manuscripts","ark:/21198/zz002779vd","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779vd",""
"Manuscript No.22: folio 3r","Armenian Manuscripts","ark:/21198/zz002779wx","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779wx",""
"Manuscript No.22: folio 3v","Armenian Manuscripts","ark:/21198/zz002779xf","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779xf",""
"Manuscript No.22: folio 4r","Armenian Manuscripts","ark:/21198/zz002779zz","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002779zz",""
"Manuscript No.22: folio 4v","Armenian Manuscripts","ark:/21198/zz00277b0z","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b0z",""
"Manuscript No.22: folio 5r","Armenian Manuscripts","ark:/21198/zz00277b1g","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b1g",""
"Manuscript No.22: folio 5v","Armenian Manuscripts","ark:/21198/zz00277b20","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b20",""
"Manuscript No.22: folio 6r","Armenian Manuscripts","ark:/21198/zz00277b3h","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_012.tif","12","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b3h",""
"Manuscript No.22: folio 6v","Armenian Manuscripts","ark:/21198/zz00277b41","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_013.tif","13","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b41",""
"Manuscript No.22: folio 7r","Armenian Manuscripts","ark:/21198/zz00277b5j","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_014.tif","14","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b5j",""
"Manuscript No.22: folio 7v","Armenian Manuscripts","ark:/21198/zz00277b62","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_015.tif","15","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b62",""
"Manuscript No.22: folio 8r","Armenian Manuscripts","ark:/21198/zz00277b7k","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_016.tif","16","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b7k",""
"Manuscript No.22: folio 8v","Armenian Manuscripts","ark:/21198/zz00277b83","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_017.tif","17","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b83",""
"Manuscript No.22: folio 9r","Armenian Manuscripts","ark:/21198/zz00277b9m","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_018.tif","18","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277b9m",""
"Manuscript No.22: folio 9v","Armenian Manuscripts","ark:/21198/zz00277bb4","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_019.tif","20","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bb4",""
"Manuscript No.22: folio 10r","Armenian Manuscripts","ark:/21198/zz00277bcn","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_020.tif","21","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bcn",""
"Manuscript No.22: folio 10v","Armenian Manuscripts","ark:/21198/zz00277bd5","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_021.tif","22","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bd5",""
"Manuscript No.22: folio 11r","Armenian Manuscripts","ark:/21198/zz00277bfp","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_022.tif","23","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bfp",""
"Manuscript No.22: folio 11v","Armenian Manuscripts","ark:/21198/zz00277bg6","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_023.tif","24","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bg6",""
"Manuscript No.22: folio 12r","Armenian Manuscripts","ark:/21198/zz00277bhq","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_024.tif","25","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bhq",""
"Manuscript No.22: folio 12v","Armenian Manuscripts","ark:/21198/zz00277bj7","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_025.tif","26","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bj7",""
"Manuscript No.22: folio 13r","Armenian Manuscripts","ark:/21198/zz00277bkr","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_026.tif","27","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bkr",""
"Manuscript No.22: folio 13v","Armenian Manuscripts","ark:/21198/zz00277bm8","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_027.tif","28","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bm8",""
"Manuscript No.22: folio 14r","Armenian Manuscripts","ark:/21198/zz00277bns","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_028.tif","29","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bns",""
"Manuscript No.22: folio 14v","Armenian Manuscripts","ark:/21198/zz00277bp9","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_029.tif","30","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bp9",""
"Manuscript No.22: folio 15r","Armenian Manuscripts","ark:/21198/zz00277bqt","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_030.tif","31","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bqt",""
"Manuscript No.22: folio 15v","Armenian Manuscripts","ark:/21198/zz00277brb","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_031.tif","32","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277brb",""
"Manuscript No.22: folio 16r","Armenian Manuscripts","ark:/21198/zz00277bsv","ark:/21198/zz0026hvc2","Page","","armenian/masters/ms_22/ms_22_032.tif","33","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00277bsv",""
