"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.24: 001","Armenian Manuscripts","ark:/21198/zz00273qk8","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qk8",""
"Manuscript No.24: 002","Armenian Manuscripts","ark:/21198/zz00273qms","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qms",""
"Manuscript No.24: 003","Armenian Manuscripts","ark:/21198/zz00273qn9","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qn9",""
"Manuscript No.24: 004","Armenian Manuscripts","ark:/21198/zz00273qpt","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qpt",""
"Manuscript No.24: 005","Armenian Manuscripts","ark:/21198/zz00273qqb","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qqb",""
"Manuscript No.24: 006","Armenian Manuscripts","ark:/21198/zz00273qrv","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qrv",""
"Manuscript No.24: 007","Armenian Manuscripts","ark:/21198/zz00273qsc","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qsc",""
"Manuscript No.24: 008","Armenian Manuscripts","ark:/21198/zz00273qtw","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qtw",""
"Manuscript No.24: 009","Armenian Manuscripts","ark:/21198/zz00273qvd","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qvd",""
"Manuscript No.24: 010","Armenian Manuscripts","ark:/21198/zz00273qwx","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qwx",""
"Manuscript No.24: 011","Armenian Manuscripts","ark:/21198/zz00273qxf","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qxf",""
"Manuscript No.24: 012","Armenian Manuscripts","ark:/21198/zz00273qzz","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_012.tif","12","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273qzz",""
"Manuscript No.24: 013","Armenian Manuscripts","ark:/21198/zz00273r0z","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_013.tif","13","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r0z",""
"Manuscript No.24: 014","Armenian Manuscripts","ark:/21198/zz00273r1g","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_014.tif","14","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r1g",""
"Manuscript No.24: 015","Armenian Manuscripts","ark:/21198/zz00273r20","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_015.tif","15","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r20",""
"Manuscript No.24: 016","Armenian Manuscripts","ark:/21198/zz00273r3h","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_016.tif","16","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r3h",""
"Manuscript No.24: 017","Armenian Manuscripts","ark:/21198/zz00273r41","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_017.tif","17","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r41",""
"Manuscript No.24: 018","Armenian Manuscripts","ark:/21198/zz00273r5j","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_018.tif","18","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r5j",""
"Manuscript No.24: 019","Armenian Manuscripts","ark:/21198/zz00273r62","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_019.tif","19","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r62",""
"Manuscript No.24: 020","Armenian Manuscripts","ark:/21198/zz00273r7k","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_020.tif","20","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r7k",""
"Manuscript No.24: 021","Armenian Manuscripts","ark:/21198/zz00273r83","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_021.tif","21","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r83",""
"Manuscript No.24: 022","Armenian Manuscripts","ark:/21198/zz00273r9m","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_022.tif","22","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273r9m",""
"Manuscript No.24: 023","Armenian Manuscripts","ark:/21198/zz00273rb4","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_023.tif","23","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rb4",""
"Manuscript No.24: 024","Armenian Manuscripts","ark:/21198/zz00273rcn","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_024.tif","24","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rcn",""
"Manuscript No.24: 025","Armenian Manuscripts","ark:/21198/zz00273rd5","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_025.tif","25","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rd5",""
"Manuscript No.24: 026","Armenian Manuscripts","ark:/21198/zz00273rfp","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_026.tif","26","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rfp",""
"Manuscript No.24: 027","Armenian Manuscripts","ark:/21198/zz00273rg6","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_027.tif","27","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rg6",""
"Manuscript No.24: 028","Armenian Manuscripts","ark:/21198/zz00273rhq","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_028.tif","28","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rhq",""
"Manuscript No.24: 029","Armenian Manuscripts","ark:/21198/zz00273rj7","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_029.tif","29","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rj7",""
"Manuscript No.24: 030","Armenian Manuscripts","ark:/21198/zz00273rkr","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_030.tif","30","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rkr",""
"Manuscript No.24: 031","Armenian Manuscripts","ark:/21198/zz00273rm8","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_031.tif","31","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rm8",""
"Manuscript No.24: 032","Armenian Manuscripts","ark:/21198/zz00273rns","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_032.tif","32","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rns",""
"Manuscript No.24: 033","Armenian Manuscripts","ark:/21198/zz00273rp9","ark:/21198/zz0026hvf3","Page","","armenian/masters/ms_24/ms_24_033.tif","33","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00273rp9",""
