"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.14: blank page","Armenian Manuscripts","ark:/21198/zz0026x3nz","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3nz",""
"Manuscript No.14: title page","Armenian Manuscripts","ark:/21198/zz0026x3pg","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3pg",""
"Manuscript No.14: blank page","Armenian Manuscripts","ark:/21198/zz0026x3q0","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3q0",""
"Manuscript No.14: folio 1r","Armenian Manuscripts","ark:/21198/zz0026x3rh","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3rh",""
"Manuscript No.14: folio 1v","Armenian Manuscripts","ark:/21198/zz0026x3s1","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3s1",""
"Manuscript No.14: folio 2r","Armenian Manuscripts","ark:/21198/zz0026x3tj","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3tj",""
"Manuscript No.14: folio 2v","Armenian Manuscripts","ark:/21198/zz0026x3v2","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3v2",""
"Manuscript No.14: folio 3r","Armenian Manuscripts","ark:/21198/zz0026x3wk","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3wk",""
"Manuscript No.14: folio 3v","Armenian Manuscripts","ark:/21198/zz0026x3x3","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3x3",""
"Manuscript No.14: folio 4r","Armenian Manuscripts","ark:/21198/zz0026x3zm","ark:/21198/zz0026hv6g","Page","","armenian/masters/ms_14/ms_14_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026x3zm",""
