"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.26: 001","Armenian Manuscripts","ark:/21198/zz002783pc","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783pc",""
"Manuscript No.26: 002","Armenian Manuscripts","ark:/21198/zz002783qw","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783qw",""
"Manuscript No.26: 003","Armenian Manuscripts","ark:/21198/zz002783rd","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783rd",""
"Manuscript No.26: 004","Armenian Manuscripts","ark:/21198/zz002783sx","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783sx",""
"Manuscript No.26: 005","Armenian Manuscripts","ark:/21198/zz002783tf","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783tf",""
"Manuscript No.26: 006","Armenian Manuscripts","ark:/21198/zz002783vz","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783vz",""
"Manuscript No.26: 007","Armenian Manuscripts","ark:/21198/zz002783wg","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783wg",""
"Manuscript No.26: 008","Armenian Manuscripts","ark:/21198/zz002783x0","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783x0",""
"Manuscript No.26: 009","Armenian Manuscripts","ark:/21198/zz002783zh","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002783zh",""
"Manuscript No.26: 010","Armenian Manuscripts","ark:/21198/zz0027840h","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027840h",""
"Manuscript No.26: 011","Armenian Manuscripts","ark:/21198/zz00278411","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00278411",""
"Manuscript No.26: 012","Armenian Manuscripts","ark:/21198/zz0027842j","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_012.tif","12","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027842j",""
"Manuscript No.26: 013","Armenian Manuscripts","ark:/21198/zz00278432","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_013.tif","13","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00278432",""
"Manuscript No.26: 014","Armenian Manuscripts","ark:/21198/zz0027844k","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_014.tif","14","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027844k",""
"Manuscript No.26: 015","Armenian Manuscripts","ark:/21198/zz00278453","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_015.tif","15","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00278453",""
"Manuscript No.26: 016","Armenian Manuscripts","ark:/21198/zz0027846m","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_016.tif","16","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027846m",""
"Manuscript No.26: 017","Armenian Manuscripts","ark:/21198/zz00278474","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_017.tif","17","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00278474",""
"Manuscript No.26: 018","Armenian Manuscripts","ark:/21198/zz0027848n","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_018.tif","18","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027848n",""
"Manuscript No.26: 019","Armenian Manuscripts","ark:/21198/zz00278495","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_019.tif","19","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00278495",""
"Manuscript No.26: 020","Armenian Manuscripts","ark:/21198/zz002784bp","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_020.tif","20","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002784bp",""
"Manuscript No.26: 021","Armenian Manuscripts","ark:/21198/zz002784c6","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_021.tif","21","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002784c6",""
"Manuscript No.26: 022","Armenian Manuscripts","ark:/21198/zz002784dq","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_022.tif","22","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002784dq",""
"Manuscript No.26: 023","Armenian Manuscripts","ark:/21198/zz002784f7","ark:/21198/zz0026hvh4","Page","","armenian/masters/ms_26/ms_26_023.tif","23","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002784f7",""
