"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.30: 001","Armenian Manuscripts","ark:/21198/zz0026xpzt","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xpzt",""
"Manuscript No.30: 002","Armenian Manuscripts","ark:/21198/zz0026xq0t","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq0t",""
"Manuscript No.30: 003","Armenian Manuscripts","ark:/21198/zz0026xq1b","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq1b",""
"Manuscript No.30: 004","Armenian Manuscripts","ark:/21198/zz0026xq3c","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq3c",""
"Manuscript No.30: 005","Armenian Manuscripts","ark:/21198/zz0026xq4w","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq4w",""
"Manuscript No.30: 006","Armenian Manuscripts","ark:/21198/zz0026xq5d","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq5d",""
"Manuscript No.30: 007","Armenian Manuscripts","ark:/21198/zz0026xq6x","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq6x",""
"Manuscript No.30: 008","Armenian Manuscripts","ark:/21198/zz0026xq7f","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq7f",""
"Manuscript No.30: 009","Armenian Manuscripts","ark:/21198/zz0026xq8z","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq8z",""
"Manuscript No.30: 010","Armenian Manuscripts","ark:/21198/zz0026xq9g","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xq9g",""
"Manuscript No.30: 011","Armenian Manuscripts","ark:/21198/zz0026xqb0","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xqb0",""
"Manuscript No.30: 012","Armenian Manuscripts","ark:/21198/zz0026xqch","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xqch",""
"Manuscript No.30: 013","Armenian Manuscripts","ark:/21198/zz0026xqd1","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xqd1",""
"Manuscript No.30: 014","Armenian Manuscripts","ark:/21198/zz0026xqfj","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_014.tif","14","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xqfj",""
"Manuscript No.30: 015","Armenian Manuscripts","ark:/21198/zz0026xqg2","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_015.tif","15","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xqg2",""
"Manuscript No.30: 016","Armenian Manuscripts","ark:/21198/zz0026xqhk","ark:/21198/zz0026hvmp","Page","","armenian/masters/ms_30/ms_30_016.tif","16","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026xqhk",""
