"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.63: 0001","Armenian Manuscripts","ark:/21198/zz0028zfwp","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0001.tif","1","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zfwp",""
"Manuscript No.63: 0002","Armenian Manuscripts","ark:/21198/zz0028zfx6","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0002.tif","2","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zfx6",""
"Manuscript No.63: 0003","Armenian Manuscripts","ark:/21198/zz0028zfzq","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0003.tif","3","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zfzq",""
"Manuscript No.63: 0004","Armenian Manuscripts","ark:/21198/zz0028zg0q","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0004.tif","4","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg0q",""
"Manuscript No.63: 0005","Armenian Manuscripts","ark:/21198/zz0028zg17","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0005.tif","5","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg17",""
"Manuscript No.63: 0006","Armenian Manuscripts","ark:/21198/zz0028zg2r","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0006.tif","6","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg2r",""
"Manuscript No.63: 0007","Armenian Manuscripts","ark:/21198/zz0028zg38","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0007.tif","7","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg38",""
"Manuscript No.63: 0008","Armenian Manuscripts","ark:/21198/zz0028zg4s","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0008.tif","8","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg4s",""
"Manuscript No.63: 0009","Armenian Manuscripts","ark:/21198/zz0028zg59","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0009.tif","9","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg59",""
"Manuscript No.63: 0010","Armenian Manuscripts","ark:/21198/zz0028zg6t","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0010.tif","10","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg6t",""
"Manuscript No.63: 0011","Armenian Manuscripts","ark:/21198/zz0028zg7b","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0011.tif","11","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg7b",""
"Manuscript No.63: 0012","Armenian Manuscripts","ark:/21198/zz0028zg8v","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0012.tif","12","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg8v",""
"Manuscript No.63: 0013","Armenian Manuscripts","ark:/21198/zz0028zg9c","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0013.tif","13","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zg9c",""
"Manuscript No.63: 0014","Armenian Manuscripts","ark:/21198/zz0028zgbw","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0014.tif","14","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zgbw",""
"Manuscript No.63: 0015","Armenian Manuscripts","ark:/21198/zz0028zgcd","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0015.tif","15","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zgcd",""
"Manuscript No.63: 0016","Armenian Manuscripts","ark:/21198/zz0028zgdx","ark:/21198/zz0026w34r","Page","","armenian/masters/ms_63/ms_63_0016.tif","16","text","Manuscripts","pd","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zgdx",""
