"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 8: page 12","Armenian Manuscripts","ark:/21198/zz001d8p0x","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p0x_774682_master.tif","12","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p0x",""
"Manuscript No. 8: page 13","Armenian Manuscripts","ark:/21198/zz001d8p1f","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p1f_774700_master.tif","13","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p1f",""
"Manuscript No. 8: page 14","Armenian Manuscripts","ark:/21198/zz001d8p2z","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p2z_774721_master.tif","14","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p2z",""
"Manuscript No. 8: page 15","Armenian Manuscripts","ark:/21198/zz001d8p3g","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p3g_774733_master.tif","15","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p3g",""
"Manuscript No. 8: page 16","Armenian Manuscripts","ark:/21198/zz001d8p40","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p40_774738_master.tif","16","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p40",""
"Manuscript No. 8: page 17","Armenian Manuscripts","ark:/21198/zz001d8p5h","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p5h_775540_master.tif","17","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p5h",""
"Manuscript No. 8: page 18","Armenian Manuscripts","ark:/21198/zz001d8p61","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p61_775547_master.tif","18","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p61",""
"Manuscript No. 8: page 19","Armenian Manuscripts","ark:/21198/zz001d8p7j","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p7j_775555_master.tif","19","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p7j",""
"Manuscript No. 8: page 20","Armenian Manuscripts","ark:/21198/zz001d8p82","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p82_775558_master.tif","20","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p82",""
"Manuscript No. 8: page 21","Armenian Manuscripts","ark:/21198/zz001d8p9k","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8p9k_775561_master.tif","21","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8p9k",""
"Manuscript No. 8: page 22","Armenian Manuscripts","ark:/21198/zz001d8pb3","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pb3_775564_master.tif","22","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pb3",""
"Manuscript No. 8: page 23","Armenian Manuscripts","ark:/21198/zz001d8pcm","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pcm_775570_master.tif","23","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pcm",""
"Manuscript No. 8: page 24","Armenian Manuscripts","ark:/21198/zz001d8pd4","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pd4_775591_master.tif","24","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pd4",""
"Manuscript No. 8: page 25","Armenian Manuscripts","ark:/21198/zz001d8pfn","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pfn_775603_master.tif","25","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pfn",""
"Manuscript No. 8: page 26","Armenian Manuscripts","ark:/21198/zz001d8pg5","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pg5_775606_master.tif","26","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pg5",""
"Manuscript No. 8: page 27","Armenian Manuscripts","ark:/21198/zz001d8php","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8php_775609_master.tif","27","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8php",""
"Manuscript No. 8: page 28","Armenian Manuscripts","ark:/21198/zz001d8pj6","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pj6_775612_master.tif","28","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pj6",""
"Manuscript No. 8: page 29","Armenian Manuscripts","ark:/21198/zz001d8pkq","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pkq_775622_master.tif","29","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pkq",""
"Manuscript No. 8: page 30","Armenian Manuscripts","ark:/21198/zz001d8pm7","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pm7_775630_master.tif","30","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pm7",""
"Manuscript No. 8: page 31","Armenian Manuscripts","ark:/21198/zz001d8pnr","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pnr_775640_master.tif","31","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pnr",""
"Manuscript No. 8: page 32","Armenian Manuscripts","ark:/21198/zz001d8pp8","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pp8_775658_master.tif","32","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pp8",""
"Manuscript No. 8: page 33","Armenian Manuscripts","ark:/21198/zz001d8pqs","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pqs_775670_master.tif","33","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pqs",""
"Manuscript No. 8: page 34","Armenian Manuscripts","ark:/21198/zz001d8pst","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pst_775682_master.tif","34","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pst",""
"Manuscript No. 8: page 35","Armenian Manuscripts","ark:/21198/zz001d8pvv","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pvv_775687_master.tif","35","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pvv",""
"Manuscript No. 8: page 36","Armenian Manuscripts","ark:/21198/zz001d8pxw","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pxw_775692_master.tif","36","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pxw",""
"Manuscript No. 8: page 37","Armenian Manuscripts","ark:/21198/zz001d8pzd","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8pzd_775705_master.tif","37","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8pzd",""
"Manuscript No. 8: page 38","Armenian Manuscripts","ark:/21198/zz001d8q1x","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8q1x_775714_master.tif","38","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8q1x",""
"Manuscript No. 8: page 39","Armenian Manuscripts","ark:/21198/zz001d8q3z","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8q3z_775720_master.tif","39","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8q3z",""
"Manuscript No. 8: page 40","Armenian Manuscripts","ark:/21198/zz001d8q50","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8q50_775732_master.tif","40","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8q50",""
"Manuscript No. 8: page 41","Armenian Manuscripts","ark:/21198/zz001d8q71","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8q71_775742_master.tif","41","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8q71",""
"Manuscript No. 8: page 42","Armenian Manuscripts","ark:/21198/zz001d8q92","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8q92_775747_master.tif","42","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8q92",""
"Manuscript No. 8: page 43","Armenian Manuscripts","ark:/21198/zz001d8qc3","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qc3_775753_master.tif","43","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qc3",""
"Manuscript No. 8: page 44","Armenian Manuscripts","ark:/21198/zz001d8qf4","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qf4_775759_master.tif","44","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qf4",""
"Manuscript No. 8: page 45","Armenian Manuscripts","ark:/21198/zz001d8qh5","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qh5_775765_master.tif","45","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qh5",""
"Manuscript No. 8: page 46","Armenian Manuscripts","ark:/21198/zz001d8qk6","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qk6_775773_master.tif","46","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qk6",""
"Manuscript No. 8: page 47","Armenian Manuscripts","ark:/21198/zz001d8qn7","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qn7_775781_master.tif","47","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qn7",""
"Manuscript No. 8: page 48","Armenian Manuscripts","ark:/21198/zz001d8qq8","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qq8_775788_master.tif","48","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qq8",""
"Manuscript No. 8: page  49","Armenian Manuscripts","ark:/21198/zz001d8qs9","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qs9_775809_master.tif","49","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qs9",""
"Manuscript No. 8: page  50","Armenian Manuscripts","ark:/21198/zz001d8qvb","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qvb_775818_master.tif","50","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qvb",""
"Manuscript No. 8: page  51","Armenian Manuscripts","ark:/21198/zz001d8qxc","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qxc_775829_master.tif","51","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qxc",""
"Manuscript No. 8: page  52","Armenian Manuscripts","ark:/21198/zz001d8qzw","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8qzw_775838_master.tif","52","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8qzw",""
"Manuscript No. 8: page  53","Armenian Manuscripts","ark:/21198/zz001d8r1d","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8r1d_775849_master.tif","53","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8r1d",""
"Manuscript No. 8: page  54","Armenian Manuscripts","ark:/21198/zz001d8r3f","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8r3f_775855_master.tif","54","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8r3f",""
"Manuscript No. 8: page  55","Armenian Manuscripts","ark:/21198/zz001d8r5g","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8r5g_775886_master.tif","55","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8r5g",""
"Manuscript No. 8: page  56","Armenian Manuscripts","ark:/21198/zz001d8r60","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8r60_775896_master.tif","56","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8r60",""
"Manuscript No. 8: page  57","Armenian Manuscripts","ark:/21198/zz001d8r81","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8r81_775909_master.tif","57","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8r81",""
"Manuscript No. 8: page  58","Armenian Manuscripts","ark:/21198/zz001d8rb2","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8rb2_775915_master.tif","58","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8rb2",""
"Manuscript No. 8: page  59","Armenian Manuscripts","ark:/21198/zz001d8rd3","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8rd3_775920_master.tif","59","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8rd3",""
"Manuscript No. 8: page  60","Armenian Manuscripts","ark:/21198/zz001d8rg4","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001d8rg4_775931_master.tif","60","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8rg4",""
"Manuscript No. 8: page 61","Armenian Manuscripts","ark:/21198/zz001dfw9q","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfw9q_775972_master.tif","61","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfw9q",""
"Manuscript No. 8: page 62","Armenian Manuscripts","ark:/21198/zz001dfwb7","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwb7_775978_master.tif","62","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwb7",""
"Manuscript No. 8: page 63","Armenian Manuscripts","ark:/21198/zz001dfwg9","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwg9_775990_master.tif","63","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwg9",""
"Manuscript No. 8: page 64","Armenian Manuscripts","ark:/21198/zz001dfwkv","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwkv_776001_master.tif","64","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwkv",""
"Manuscript No. 8: page 65","Armenian Manuscripts","ark:/21198/zz001dfwqx","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwqx_776014_master.tif","65","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwqx",""
"Manuscript No. 8: page 66","Armenian Manuscripts","ark:/21198/zz001dfwv0","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwv0_776026_master.tif","66","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwv0",""
"Manuscript No. 8: page 67","Armenian Manuscripts","ark:/21198/zz001dfwwh","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwwh_776041_master.tif","67","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwwh",""
"Manuscript No. 8: page 68","Armenian Manuscripts","ark:/21198/zz001dfwx1","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfwx1_776052_master.tif","68","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfwx1",""
"Manuscript No. 8: page 69","Armenian Manuscripts","ark:/21198/zz001dfx2k","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfx2k_776062_master.tif","69","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfx2k",""
"Manuscript No. 8: page 70","Armenian Manuscripts","ark:/21198/zz001dfx4m","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfx4m_776073_master.tif","70","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfx4m",""
"Manuscript No. 8: page 71","Armenian Manuscripts","ark:/21198/zz001dfx8p","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfx8p_776085_master.tif","71","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfx8p",""
"Manuscript No. 8: page 72","Armenian Manuscripts","ark:/21198/zz001dfxdr","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxdr_776092_master.tif","72","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxdr",""
"Manuscript No. 8: page 73","Armenian Manuscripts","ark:/21198/zz001dfxjt","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxjt_776103_master.tif","73","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxjt",""
"Manuscript No. 8: page 74","Armenian Manuscripts","ark:/21198/zz001dfxnc","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxnc_776114_master.tif","74","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxnc",""
"Manuscript No. 8: page 75","Armenian Manuscripts","ark:/21198/zz001dfxpw","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxpw_776124_master.tif","75","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxpw",""
"Manuscript No. 8: page 76","Armenian Manuscripts","ark:/21198/zz001dfxqd","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxqd_776133_master.tif","76","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxqd",""
"Manuscript No. 8: page 77","Armenian Manuscripts","ark:/21198/zz001dfxtz","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxtz_776152_master.tif","77","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxtz",""
"Manuscript No. 8: page 78","Armenian Manuscripts","ark:/21198/zz001dfxxh","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfxxh_776163_master.tif","78","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfxxh",""
"Manuscript No. 8: page 79","Armenian Manuscripts","ark:/21198/zz001dfz1j","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfz1j_776177_master.tif","79","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfz1j",""
"Manuscript No. 8: page 80","Armenian Manuscripts","ark:/21198/zz001dfz5m","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfz5m_776192_master.tif","80","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfz5m",""
"Manuscript No. 8: page 81","Armenian Manuscripts","ark:/21198/zz001dfz85","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfz85_782592_master.tif","81","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfz85",""
"Manuscript No. 8: page 82","Armenian Manuscripts","ark:/21198/zz001dfzg8","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfzg8_782595_master.tif","82","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfzg8",""
"Manuscript No. 8: page 83","Armenian Manuscripts","ark:/21198/zz001dfzkt","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfzkt_782598_master.tif","83","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfzkt",""
"Manuscript No. 8: page 84","Armenian Manuscripts","ark:/21198/zz001dfzqw","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfzqw_782601_master.tif","84","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfzqw",""
"Manuscript No. 8: page 85","Armenian Manuscripts","ark:/21198/zz001dfzvz","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dfzvz_782604_master.tif","85","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dfzvz",""
"Manuscript No. 8: page 86","Armenian Manuscripts","ark:/21198/zz001dg00z","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg00z_782610_master.tif","86","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg00z",""
"Manuscript No. 8: page 87","Armenian Manuscripts","ark:/21198/zz001dg041","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg041_782613_master.tif","87","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg041",""
"Manuscript No. 8: page 88","Armenian Manuscripts","ark:/21198/zz001dg083","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg083_782616_master.tif","88","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg083",""
"Manuscript No. 8: page 89","Armenian Manuscripts","ark:/21198/zz001dg0d5","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg0d5_782619_master.tif","89","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg0d5",""
"Manuscript No. 8: page 90","Armenian Manuscripts","ark:/21198/zz001dg0hq","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg0hq_782622_master.tif","90","text","Colophon dated AD 1690.","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg0hq",""
"Manuscript No. 8: page 91","Armenian Manuscripts","ark:/21198/zz001dg0ns","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg0ns_782625_master.tif","91","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg0ns",""
"Manuscript No. 8: page 92","Armenian Manuscripts","ark:/21198/zz001dg0tc","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg0tc_782628_master.tif","92","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg0tc",""
"Manuscript No. 8: page 93","Armenian Manuscripts","ark:/21198/zz001dg0zf","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg0zf_782633_master.tif","93","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg0zf",""
"Manuscript No. 8: page 94","Armenian Manuscripts","ark:/21198/zz001dg130","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg130_782639_master.tif","94","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg130",""
"Manuscript No. 8: page 95","Armenian Manuscripts","ark:/21198/zz001dg172","ark:/21198/zz001d8jd6","Page","","armenian/masters/21198-zz001dg172_782642_master.tif","95","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dg172",""
