"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 46: 0001","Armenian Manuscripts","ark:/21198/zz0028wdfk","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0001.tif","1","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdfk",""
"Manuscript No. 46: 0002","Armenian Manuscripts","ark:/21198/zz0028wdg3","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0002.tif","2","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdg3",""
"Manuscript No. 46: 0003","Armenian Manuscripts","ark:/21198/zz0028wdhm","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0003.tif","3","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdhm",""
"Manuscript No. 46: 0004","Armenian Manuscripts","ark:/21198/zz0028wdj4","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0004.tif","4","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdj4",""
"Manuscript No. 46: 0005","Armenian Manuscripts","ark:/21198/zz0028wdkn","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0005.tif","5","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdkn",""
"Manuscript No. 46: 0006","Armenian Manuscripts","ark:/21198/zz0028wdm5","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0006.tif","6","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdm5",""
"Manuscript No. 46: 0007","Armenian Manuscripts","ark:/21198/zz0028wdnp","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0007.tif","7","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdnp",""
"Manuscript No. 46: 0008","Armenian Manuscripts","ark:/21198/zz0028wdp6","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0008.tif","8","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdp6",""
"Manuscript No. 46: 0009","Armenian Manuscripts","ark:/21198/zz0028wdqq","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0009.tif","9","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdqq",""
"Manuscript No. 46: 0010","Armenian Manuscripts","ark:/21198/zz0028wdr7","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0010.tif","10","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdr7",""
"Manuscript No. 46: 0011","Armenian Manuscripts","ark:/21198/zz0028wdsr","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0011.tif","11","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdsr",""
"Manuscript No. 46: 0012","Armenian Manuscripts","ark:/21198/zz0028wdt8","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0012.tif","12","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdt8",""
"Manuscript No. 46: 0013","Armenian Manuscripts","ark:/21198/zz0028wdvs","ark:/21198/zz0026w2wn","Page","","armenian/masters/ms_46/ms_46_0013.tif","13","text","Manuscripts","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdvs",""
