"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No.21: front cover","Armenian Manuscripts","ark:/21198/zz00276ws4","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_001.tif","1","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276ws4",""
"Manuscript No.21: folio 1r","Armenian Manuscripts","ark:/21198/zz00276wtn","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_002.tif","2","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276wtn",""
"Manuscript No.21: folio 1v","Armenian Manuscripts","ark:/21198/zz00276wv5","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_003.tif","3","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276wv5",""
"Manuscript No.21: folio 2r","Armenian Manuscripts","ark:/21198/zz00276wwp","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_004.tif","4","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276wwp",""
"Manuscript No.21: folio 2v","Armenian Manuscripts","ark:/21198/zz00276wx6","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_005.tif","5","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276wx6",""
"Manuscript No.21: folio 3r","Armenian Manuscripts","ark:/21198/zz00276wzq","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_006.tif","6","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276wzq",""
"Manuscript No.21: folio 3v","Armenian Manuscripts","ark:/21198/zz00276x0q","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_007.tif","7","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x0q",""
"Manuscript No.21: folio 4r","Armenian Manuscripts","ark:/21198/zz00276x17","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_008.tif","8","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x17",""
"Manuscript No.21: folio 4v","Armenian Manuscripts","ark:/21198/zz00276x2r","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_009.tif","9","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x2r",""
"Manuscript No.21: folio 5r","Armenian Manuscripts","ark:/21198/zz00276x38","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_010.tif","10","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x38",""
"Manuscript No.21: folio 5v","Armenian Manuscripts","ark:/21198/zz00276x4s","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_011.tif","11","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x4s",""
"Manuscript No.21: folio 6r","Armenian Manuscripts","ark:/21198/zz00276x59","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_012.tif","12","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x59",""
"Manuscript No.21: folio 6v","Armenian Manuscripts","ark:/21198/zz00276x6t","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_013.tif","13","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x6t",""
"Manuscript No.21: folio 7r","Armenian Manuscripts","ark:/21198/zz00276x7b","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_014.tif","14","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x7b",""
"Manuscript No.21: folio 7v","Armenian Manuscripts","ark:/21198/zz00276x8v","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_015.tif","15","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x8v",""
"Manuscript No.21: folio 8r","Armenian Manuscripts","ark:/21198/zz00276x9c","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_016.tif","16","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276x9c",""
"Manuscript No.21: folio 8v","Armenian Manuscripts","ark:/21198/zz00276xbw","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_017.tif","17","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xbw",""
"Manuscript No.21: folio 9r","Armenian Manuscripts","ark:/21198/zz00276xcd","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_018.tif","18","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xcd",""
"Manuscript No.21: folio 9v","Armenian Manuscripts","ark:/21198/zz00276xdx","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_019.tif","19","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xdx",""
"Manuscript No.21: folio 10r","Armenian Manuscripts","ark:/21198/zz00276xff","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_020.tif","20","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xff",""
"Manuscript No.21: folio 10v","Armenian Manuscripts","ark:/21198/zz00276xgz","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_021.tif","21","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xgz",""
"Manuscript No.21: folio 11r","Armenian Manuscripts","ark:/21198/zz00276xhg","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_022.tif","22","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xhg",""
"Manuscript No.21: folio 11v","Armenian Manuscripts","ark:/21198/zz00276xj0","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_023.tif","23","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xj0",""
"Manuscript No.21: folio 12r","Armenian Manuscripts","ark:/21198/zz00276xkh","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_024.tif","24","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xkh",""
"Manuscript No.21: folio 12v","Armenian Manuscripts","ark:/21198/zz00276xm1","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_025.tif","25","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xm1",""
"Manuscript No.21: folio 13r","Armenian Manuscripts","ark:/21198/zz00276xnj","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_026.tif","26","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xnj",""
"Manuscript No.21: folio 13v","Armenian Manuscripts","ark:/21198/zz00276xp2","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_027.tif","27","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xp2",""
"Manuscript No.21: folio 14r","Armenian Manuscripts","ark:/21198/zz00276xqk","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_028.tif","28","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xqk",""
"Manuscript No.21: folio 14v","Armenian Manuscripts","ark:/21198/zz00276xr3","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_029.tif","29","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xr3",""
"Manuscript No.21: folio 15r","Armenian Manuscripts","ark:/21198/zz00276xsm","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_030.tif","30","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xsm",""
"Manuscript No.21: folio 15v","Armenian Manuscripts","ark:/21198/zz00276xt4","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_031.tif","31","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xt4",""
"Manuscript No.21: folio 16r","Armenian Manuscripts","ark:/21198/zz00276xvn","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_032.tif","32","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xvn",""
"Manuscript No.21: folio 16v","Armenian Manuscripts","ark:/21198/zz00276xw5","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_033.tif","33","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xw5",""
"Manuscript No.21: folio 17r","Armenian Manuscripts","ark:/21198/zz00276xxp","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_034.tif","34","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xxp",""
"Manuscript No.21: folio 17v","Armenian Manuscripts","ark:/21198/zz00276xz6","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_035.tif","35","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276xz6",""
"Manuscript No.21: folio 18r","Armenian Manuscripts","ark:/21198/zz00276z06","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_036.tif","36","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276z06",""
"Manuscript No.21: folio 18v","Armenian Manuscripts","ark:/21198/zz00276z1q","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_037.tif","37","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276z1q",""
"Manuscript No.21: folio 19r","Armenian Manuscripts","ark:/21198/zz00276z27","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_038.tif","38","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276z27",""
"Manuscript No.21: folio 19v","Armenian Manuscripts","ark:/21198/zz00276z3r","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_039.tif","39","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276z3r",""
"Manuscript No.21: folio 20r","Armenian Manuscripts","ark:/21198/zz00276z48","ark:/21198/zz0026hvbj","Page","","armenian/masters/ms_21/ms_21_040.tif","40","text","","pd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276z48",""
