"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 10: page 99","Armenian Manuscripts","ark:/21198/zz00276b74","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_099.tif","99","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b74",""
"Manuscript No. 10: page 100","Armenian Manuscripts","ark:/21198/zz00276b8n","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_100.tif","100","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b8n",""
"Manuscript No. 10: page 101","Armenian Manuscripts","ark:/21198/zz00276b95","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_101.tif","101","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b95",""
"Manuscript No. 10: page 102","Armenian Manuscripts","ark:/21198/zz00276bbp","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_102.tif","102","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bbp",""
"Manuscript No. 10: page 103","Armenian Manuscripts","ark:/21198/zz00276bc6","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_103.tif","103","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bc6",""
"Manuscript No. 10: page 104","Armenian Manuscripts","ark:/21198/zz00276bdq","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_104.tif","104","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bdq",""
"Manuscript No. 10: page 105","Armenian Manuscripts","ark:/21198/zz00276bf7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_105.tif","105","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bf7",""
"Manuscript No. 10: page 106","Armenian Manuscripts","ark:/21198/zz00276bgr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_106.tif","106","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bgr",""
"Manuscript No. 10: page 107","Armenian Manuscripts","ark:/21198/zz00276bh8","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_107.tif","107","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bh8",""
"Manuscript No. 10: page 108","Armenian Manuscripts","ark:/21198/zz00276bjs","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_108.tif","108","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bjs",""
"Manuscript No. 10: page 109","Armenian Manuscripts","ark:/21198/zz00276bk9","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_109.tif","109","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bk9",""
"Manuscript No. 10: page 110","Armenian Manuscripts","ark:/21198/zz00276bmt","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_110.tif","110","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bmt",""
"Manuscript No. 10: page 111","Armenian Manuscripts","ark:/21198/zz00276bnb","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_111.tif","111","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bnb",""
"Manuscript No. 10: page 112","Armenian Manuscripts","ark:/21198/zz00276bpv","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_112.tif","112","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bpv",""
"Manuscript No. 10: page 113","Armenian Manuscripts","ark:/21198/zz00276bqc","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_113.tif","113","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bqc",""
"Manuscript No. 10: page 114","Armenian Manuscripts","ark:/21198/zz00276brw","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_114.tif","114","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276brw",""
"Manuscript No. 10: page 115","Armenian Manuscripts","ark:/21198/zz00276bsd","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_115.tif","115","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bsd",""
"Manuscript No. 10: page 116","Armenian Manuscripts","ark:/21198/zz00276btx","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_116.tif","116","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276btx",""
"Manuscript No. 10: page 117","Armenian Manuscripts","ark:/21198/zz00276bvf","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_117.tif","117","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bvf",""
"Manuscript No. 10: page 118","Armenian Manuscripts","ark:/21198/zz00276bwz","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_118.tif","118","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bwz",""
"Manuscript No. 10: page 119","Armenian Manuscripts","ark:/21198/zz00276bxg","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_119.tif","119","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bxg",""
"Manuscript No. 10: page 120","Armenian Manuscripts","ark:/21198/zz00276bz0","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_120.tif","120","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276bz0",""
"Manuscript No. 10: page 121","Armenian Manuscripts","ark:/21198/zz00276c00","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_121.tif","121","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c00",""
"Manuscript No. 10: page 122","Armenian Manuscripts","ark:/21198/zz00276c1h","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_122.tif","122","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c1h",""
"Manuscript No. 10: page 123","Armenian Manuscripts","ark:/21198/zz00276c21","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_123.tif","123","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c21",""
"Manuscript No. 10: page 124","Armenian Manuscripts","ark:/21198/zz00276c3j","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_124.tif","124","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c3j",""
"Manuscript No. 10: page 125","Armenian Manuscripts","ark:/21198/zz00276c42","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_125.tif","125","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c42",""
"Manuscript No. 10: page 126","Armenian Manuscripts","ark:/21198/zz00276c5k","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_126.tif","126","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c5k",""
"Manuscript No. 10: page 127","Armenian Manuscripts","ark:/21198/zz00276c63","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_127.tif","127","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c63",""
"Manuscript No. 10: page 128","Armenian Manuscripts","ark:/21198/zz00276c7m","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_128.tif","128","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c7m",""
"Manuscript No. 10: page 129","Armenian Manuscripts","ark:/21198/zz00276c84","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_129.tif","129","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c84",""
"Manuscript No. 10: page 130","Armenian Manuscripts","ark:/21198/zz00276c9n","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_130.tif","130","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276c9n",""
"Manuscript No. 10: page 131","Armenian Manuscripts","ark:/21198/zz00276cb5","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_131.tif","131","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cb5",""
"Manuscript No. 10: page 132","Armenian Manuscripts","ark:/21198/zz00276ccp","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_132.tif","132","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276ccp",""
"Manuscript No. 10: page 133","Armenian Manuscripts","ark:/21198/zz00276cd6","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_133.tif","133","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cd6",""
"Manuscript No. 10: page 134","Armenian Manuscripts","ark:/21198/zz00276cfq","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_134.tif","134","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cfq",""
"Manuscript No. 10: page 135","Armenian Manuscripts","ark:/21198/zz00276cg7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_135.tif","135","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cg7",""
"Manuscript No. 10: page 136","Armenian Manuscripts","ark:/21198/zz00276chr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_136.tif","136","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276chr",""
"Manuscript No. 10: page 137","Armenian Manuscripts","ark:/21198/zz00276cj8","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_137.tif","137","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cj8",""
"Manuscript No. 10: page 138","Armenian Manuscripts","ark:/21198/zz00276cks","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_138.tif","138","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cks",""
"Manuscript No. 10: page 139","Armenian Manuscripts","ark:/21198/zz00276cm9","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_139.tif","139","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cm9",""
"Manuscript No. 10: page 140","Armenian Manuscripts","ark:/21198/zz00276cnt","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_140.tif","140","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cnt",""
"Manuscript No. 10: page 141","Armenian Manuscripts","ark:/21198/zz00276cpb","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_141.tif","141","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cpb",""
"Manuscript No. 10: page 142","Armenian Manuscripts","ark:/21198/zz00276cqv","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_142.tif","142","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cqv",""
"Manuscript No. 10: page 143","Armenian Manuscripts","ark:/21198/zz00276crc","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_143.tif","143","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276crc",""
"Manuscript No. 10: page 144","Armenian Manuscripts","ark:/21198/zz00276csw","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_144.tif","144","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276csw",""
"Manuscript No. 10: page 145","Armenian Manuscripts","ark:/21198/zz00276ctd","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_145.tif","145","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276ctd",""
"Manuscript No. 10: page 146","Armenian Manuscripts","ark:/21198/zz00276cvx","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_146.tif","146","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cvx",""
"Manuscript No. 10: page 147","Armenian Manuscripts","ark:/21198/zz00276cwf","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_147.tif","147","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cwf",""
"Manuscript No. 10: page 148","Armenian Manuscripts","ark:/21198/zz00276cxz","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_148.tif","148","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276cxz",""
"Manuscript No. 10: page 149","Armenian Manuscripts","ark:/21198/zz00276czg","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_149.tif","149","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276czg",""
"Manuscript No. 10: page 150","Armenian Manuscripts","ark:/21198/zz00276d0g","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_150.tif","150","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d0g",""
"Manuscript No. 10: page 151","Armenian Manuscripts","ark:/21198/zz00276d10","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_151.tif","151","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d10",""
"Manuscript No. 10: page 152","Armenian Manuscripts","ark:/21198/zz00276d2h","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_152.tif","152","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d2h",""
"Manuscript No. 10: page 153","Armenian Manuscripts","ark:/21198/zz00276d31","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_153.tif","153","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d31",""
"Manuscript No. 10: page 154","Armenian Manuscripts","ark:/21198/zz00276d4j","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_154.tif","154","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d4j",""
"Manuscript No. 10: page 155","Armenian Manuscripts","ark:/21198/zz00276d8m","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_158.tif","155","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d8m",""
"Manuscript No. 10: page 156","Armenian Manuscripts","ark:/21198/zz00276d6k","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_156.tif","156","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d6k",""
"Manuscript No. 10: page 157","Armenian Manuscripts","ark:/21198/zz00276d52","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_155.tif","157","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d52",""
"Manuscript No. 10: page 158","Armenian Manuscripts","ark:/21198/zz00276d73","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_157.tif","158","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d73",""
"Manuscript No. 10: page 159","Armenian Manuscripts","ark:/21198/zz00276d94","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_159.tif","160","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276d94",""
"Manuscript No. 10: page 160","Armenian Manuscripts","ark:/21198/zz00276dbn","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_160.tif","161","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dbn",""
"Manuscript No. 10: page 161","Armenian Manuscripts","ark:/21198/zz00276dc5","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_161.tif","162","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dc5",""
"Manuscript No. 10: page 162","Armenian Manuscripts","ark:/21198/zz00276ddp","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_162.tif","163","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276ddp",""
"Manuscript No. 10: page 163","Armenian Manuscripts","ark:/21198/zz00276df6","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_163.tif","164","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276df6",""
"Manuscript No. 10: page 164","Armenian Manuscripts","ark:/21198/zz00276dgq","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_164.tif","165","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dgq",""
"Manuscript No. 10: page 165","Armenian Manuscripts","ark:/21198/zz00276dh7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_165.tif","166","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dh7",""
"Manuscript No. 10: page 166","Armenian Manuscripts","ark:/21198/zz00276djr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_166.tif","167","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276djr",""
"Manuscript No. 10: page 167","Armenian Manuscripts","ark:/21198/zz00276dk8","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_167.tif","168","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dk8",""
"Manuscript No. 10: page 168","Armenian Manuscripts","ark:/21198/zz00276dms","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_168.tif","169","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dms",""
"Manuscript No. 10: page 169","Armenian Manuscripts","ark:/21198/zz00276dn9","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_169.tif","170","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dn9",""
"Manuscript No. 10: page 170","Armenian Manuscripts","ark:/21198/zz00276dpt","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_170.tif","171","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dpt",""
"Manuscript No. 10: page 171","Armenian Manuscripts","ark:/21198/zz00276dqb","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_171.tif","172","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dqb",""
"Manuscript No. 10: page 172","Armenian Manuscripts","ark:/21198/zz00276drv","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_172.tif","173","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276drv",""
"Manuscript No. 10: page 173","Armenian Manuscripts","ark:/21198/zz00276dsc","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_173.tif","174","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dsc",""
"Manuscript No. 10: page 174","Armenian Manuscripts","ark:/21198/zz00276dtw","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_174.tif","175","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dtw",""
"Manuscript No. 10: page 175","Armenian Manuscripts","ark:/21198/zz00276dvd","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_175.tif","176","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dvd",""
"Manuscript No. 10: page 176","Armenian Manuscripts","ark:/21198/zz00276dwx","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_176.tif","177","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dwx",""
"Manuscript No. 10: page 177","Armenian Manuscripts","ark:/21198/zz00276dxf","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_177.tif","178","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dxf",""
"Manuscript No. 10: page 178","Armenian Manuscripts","ark:/21198/zz00276dzz","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_178.tif","179","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276dzz",""
"Manuscript No. 10: page 179","Armenian Manuscripts","ark:/21198/zz00276f0z","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_179.tif","180","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f0z",""
"Manuscript No. 10: page 180","Armenian Manuscripts","ark:/21198/zz00276f1g","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_180.tif","181","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f1g",""
"Manuscript No. 10: page 181","Armenian Manuscripts","ark:/21198/zz00276f20","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_181.tif","182","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f20",""
"Manuscript No. 10: page 182","Armenian Manuscripts","ark:/21198/zz00276f3h","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_182.tif","183","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f3h",""
"Manuscript No. 10: page 183","Armenian Manuscripts","ark:/21198/zz00276f41","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_183.tif","184","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f41",""
"Manuscript No. 10: page 184","Armenian Manuscripts","ark:/21198/zz00276f5j","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_184.tif","185","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f5j",""
"Manuscript No. 10: page 185","Armenian Manuscripts","ark:/21198/zz00276f62","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_185.tif","186","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f62",""
"Manuscript No. 10: page 186","Armenian Manuscripts","ark:/21198/zz00276f7k","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_186.tif","187","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f7k",""
"Manuscript No. 10: page 187","Armenian Manuscripts","ark:/21198/zz00276f83","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_187.tif","188","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f83",""
"Manuscript No. 10: page 188","Armenian Manuscripts","ark:/21198/zz00276f9m","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_188.tif","189","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276f9m",""
"Manuscript No. 10: page 189","Armenian Manuscripts","ark:/21198/zz00276fb4","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_189.tif","190","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fb4",""
"Manuscript No. 10: page 190","Armenian Manuscripts","ark:/21198/zz00276fcn","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_190.tif","191","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fcn",""
"Manuscript No. 10: page 191","Armenian Manuscripts","ark:/21198/zz00276fd5","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_191.tif","192","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fd5",""
"Manuscript No. 10: page 192","Armenian Manuscripts","ark:/21198/zz00276ffp","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_192.tif","193","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276ffp",""
"Manuscript No. 10: page 193","Armenian Manuscripts","ark:/21198/zz00276fg6","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_193.tif","194","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fg6",""
"Manuscript No. 10: page 194","Armenian Manuscripts","ark:/21198/zz00276fhq","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_194.tif","195","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fhq",""
"Manuscript No. 10: page 195","Armenian Manuscripts","ark:/21198/zz00276fj7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_195.tif","196","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fj7",""
"Manuscript No. 10: page 196","Armenian Manuscripts","ark:/21198/zz00276fkr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_196.tif","197","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276fkr",""
