File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00059_dc01m_002.tif,Page,Negative,2,ark:/21198/z1zg8kf9,ark:/21198/z1tt6nn8
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00060_dc01m_001.tif,Page,Positive,1,ark:/21198/z1tq7tsg,ark:/21198/z1q25x05
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00060_dc01m_002.tif,Page,Negative,2,ark:/21198/z1tq7tsg,ark:/21198/z1kd3vmv
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00061_dc01m_001.tif,Page,Positive,1,ark:/21198/z1pz732j,ark:/21198/z1fn33zd
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00061_dc01m_002.tif,Page,Negative,2,ark:/21198/z1pz732j,ark:/21198/z19w2c90
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00062_dc01m_001.tif,Page,Positive,1,ark:/21198/z1k66bb4,ark:/21198/z1641mhp
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00062_dc01m_002.tif,Page,Negative,2,ark:/21198/z1k66bb4,ark:/21198/z12c0vrh
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00063_dc01m_001.tif,Page,Positive,1,ark:/21198/z1ff5kkz,ark:/21198/z1xm0c8m
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00063_dc01m_002.tif,Page,Negative,2,ark:/21198/z1ff5kkz,ark:/21198/z1sx89x6
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00064_dc01m_001.tif,Page,Positive,1,ark:/21198/z19s3j8z,ark:/21198/z1p57k7n
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00064_dc01m_002.tif,Page,Negative,2,ark:/21198/z19s3j8z,ark:/21198/z1jd6tkt
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00065_dc01m_001.tif,Page,Positive,1,ark:/21198/z1612sjj,ark:/21198/z1dn62vg
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00065_dc01m_002.tif,Page,Negative,2,ark:/21198/z1612sjj,ark:/21198/z18w5b45
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00066_dc01m_001.tif,Page,Positive,1,ark:/21198/z12821t6,ark:/21198/z1544kbv
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00066_dc01m_002.tif,Page,Negative,2,ark:/21198/z12821t6,ark:/21198/z11c3tm4
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00067_dc01m_001.tif,Page,Positive,1,ark:/21198/z1xh1jdt,ark:/21198/z1wq21h3
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00067_dc01m_002.tif,Page,Negative,2,ark:/21198/z1xh1jdt,ark:/21198/z1rz18sc
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00068_dc01m_001.tif,Page,Positive,1,ark:/21198/z1sr0sp3,ark:/21198/z1n60j5q
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00068_dc01m_002.tif,Page,Negative,2,ark:/21198/z1sr0sp3,ark:/21198/z1hd9sgw
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00069_dc01m_001.tif,Page,Positive,1,ark:/21198/z1p001xm,ark:/21198/z1cn91pn
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00069_dc01m_002.tif,Page,Negative,2,ark:/21198/z1p001xm,ark:/21198/z17w88w1
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00070_dc01m_001.tif,Page,Positive,1,ark:/21198/z1j980pz,ark:/21198/z1447j6g
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00070_dc01m_002.tif,Page,Negative,2,ark:/21198/z1j980pz,ark:/21198/z10g5gvm
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00071_dc01m_001.tif,Page,Positive,1,ark:/21198/z1dj77xs,ark:/21198/z1vq50d5
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00071_dc01m_002.tif,Page,Negative,2,ark:/21198/z1dj77xs,ark:/21198/z1qz47qw
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00072_dc01m_001.tif,Page,Positive,1,ark:/21198/z18s6h51,ark:/21198/z1m63h2s
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00072_dc01m_002.tif,Page,Negative,2,ark:/21198/z18s6h51,ark:/21198/z1gf2r85
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00073_dc01m_001.tif,Page,Positive,1,ark:/21198/z1515rg2,ark:/21198/z1bp20hc
Masters/othermasters/MEAPmigration/aifnegatives/images/0259sa00073_dc01m_002.tif,Page,Negative,2,ark:/21198/z1515rg2,ark:/21198/z16x17sn
