Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Name.author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.inscription,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177hwf,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,,individuals,,,,text,copyrighted,unknown,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"Enough ""Snuff""","March 17, 1976",,,1976-03-17,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177hzg,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Orange County (Calif.)|~|Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"Feminists Snuff ""Snuff""","March 20, 1976",,,1976-03-20,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177j10,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Boycott Mann!,"March 20, 1976",,,1976-03-20,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177j31,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,Los Angeles Feminist Women’s Health Center,,,,,Sadism is Not Healthy for Women and Other Living Things,"March 23, 1976",,Rights.generalNote: Unclear who copyright holder is. Item is on Feminist Women's Health Center letterhead.,1976-03-23,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177j4j,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Orange County (Calif.)|~|Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"Press Release Regarding Confiscation of ""Snuff"" by Police Officials","March 23, 1976",,Right-side text is cut off in original.,1976-03-23,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177j52,ark:/21198/zz000s2z4b,2,Completed,Work,,6,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"""Snuff"" Closed in Los Angeles","March 24, 1976",,,1976-03-24,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177j6k,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - Snuff Campaign (WAVAW)|~|Boycotts--California--Los Angeles|~|Pornography--California--Los Angeles|~|Violence in mass media|~|Snuff films--California--Los Angeles|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"""Snuff"" Closed in Los Angeles & Next WAVAW Meeting","March, 1976",,,1976-03,,
