"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178wg0","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178wg0_1269016_master.tif","","","","","","","","","text","copyrighted","unknown","Y","Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","","","","","","","","Action Flyer","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178wg0"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178wj1","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178wj1_1269019_master.tif","","","","","","","","","three dimensional object","copyrighted","unknown","Y","Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","buttons (information artifacts)","","","","","","","Boycott Warner/Elektra/Atlantic - Pin","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178wj1"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178wm2","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178wm2_1269022_master.tif","","","","","","","","","three dimensional object","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","buttons (information artifacts)","","","","","","","Stop Violence Against Women - Pin","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178wm2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178wp3","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178wp3_1269025_master.tif","","","","","","","","","three dimensional object","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","bumper stickers","","","","","","","Don't Agonize: Organize - Sticker","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178wp3"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178wr4","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178wr4_1269028_master.tif","","","","","","","","","three dimensional object","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","bumper stickers","","","","","","","Must the Record Industry Perpetuate Violence Against Women?  - Sticker","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178wr4"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178wt5","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178wt5_1269031_master.tif","","","","","","","","","three dimensional object","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","bumper stickers","","","","","","","Do You Buy Violence Against Women?  - Sticker","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178wt5"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178ww6","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178ww6_1269034_master.tif","","","","","","","","","text","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","","","","","","","","This Ad is Offensive  - Stamp","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178ww6"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178x07","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178x07_1269037_master.tif","","","","","","","","","text","copyrighted","unknown","Y","Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","","","","","","","","Boycott Warner/Elektra/Atlantic - Flyer","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178x07"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178x28","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178x28_1269040_master.tif","","","","","","","","","text","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","","","","","","","","This is Offensive  - Stamp","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178x28"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178x3s","ark:/21198/zz000s2z4b","2","Completed","Work","wavav/images/masters/21198-zz00178x3s_1269043_master.tif","","","","","","","","","three dimensional object","copyrighted","unknown","Y","Women Against Violence Against Women ","Los Angeles (Calif.)","Women Against Violence Against Women ","Advertising and Ephemera (WAVAW)|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Music--Marketing","","eng","bumper stickers","","","","","","","This is Offensive  - Sticker","Between 1977 and 1982","","","1977/1982","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178x3s"
