"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghq7","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghq7-1-master.tif","102","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 102","v","","","","","","","","","","","","","","","21198-zz000sghq7-1-thumbnail.jpg","21198-zz000sghq7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghq7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghrr","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghrr-1-master.tif","103","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 103","r","","","","","","","","","","","","","","","21198-zz000sghrr-1-thumbnail.jpg","21198-zz000sghrr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghrr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghs8","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghs8-1-master.tif","104","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 104","v","","","","","","","","","","","","","","","21198-zz000sghs8-1-thumbnail.jpg","21198-zz000sghs8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghs8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghts","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghts-1-master.tif","105","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 105","r","","","","","","","","","","","","","","","21198-zz000sghts-1-thumbnail.jpg","21198-zz000sghts-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghts",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghv9","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghv9-1-master.tif","106","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 106","v","","","","","","","","","","","","","","","21198-zz000sghv9-1-thumbnail.jpg","21198-zz000sghv9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghv9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghwt","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghwt-1-master.tif","107","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 107","r","","","","","","","","","","","","","","","21198-zz000sghwt-1-thumbnail.jpg","21198-zz000sghwt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghwt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghxb","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghxb-1-master.tif","108","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 108","v","","","","","","","","","","","","","","","21198-zz000sghxb-1-thumbnail.jpg","21198-zz000sghxb-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghxb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sghzv","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sghzv-1-master.tif","109","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 109","r","","","","","","","","","","","","","","","21198-zz000sghzv-1-thumbnail.jpg","21198-zz000sghzv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sghzv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sgj0v","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sgj0v-1-master.tif","110","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 110","v","","","","","","","","","","","","","","","21198-zz000sgj0v-1-thumbnail.jpg","21198-zz000sgj0v-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sgj0v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sgj1c","ark:/21198/zz000sdstr","2","Completed","Page","medren/masters/21198-zz000sgj1c-1-master.tif","111","","","","","","","","","pd","","","","","Coll. 170. Ms. 21. Page 111","r","","","","","","","","","","","","","","","21198-zz000sgj1c-1-thumbnail.jpg","21198-zz000sgj1c-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sgj1c",""
