"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtx28","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtx28-1-master.tif","315","","","","","","","","","pd","","","","","315","r","","","","","","","","","","","","","","","21198-zz000rtx28-1-thumbnail.jpg","21198-zz000rtx28-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtx28",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtx3s","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtx3s-1-master.tif","316","","","","","","","","","pd","","","","","316","v","","","","","","","","","","","","","","","21198-zz000rtx3s-1-thumbnail.jpg","21198-zz000rtx3s-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtx3s",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtx49","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtx49-1-master.tif","317","","","","","","","","","pd","","","","","317","r","","","","","","","","","","","","","","","21198-zz000rtx49-1-thumbnail.jpg","21198-zz000rtx49-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtx49",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtx5t","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtx5t-1-master.tif","318","","","","","","","","","pd","","","","","318","v","","","","","","","","","","","","","","","21198-zz000rtx5t-1-thumbnail.jpg","21198-zz000rtx5t-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtx5t",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtx6b","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtx6b-1-master.tif","319","","","","","","","","","pd","","","","","319","r","","","","","","","","","","","","","","","21198-zz000rtx6b-1-thumbnail.jpg","21198-zz000rtx6b-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtx6b",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtx7v","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtx7v-1-master.tif","320","","","","","","","","","pd","","","","","320","v","","","","","","","","","","","","","","","21198-zz000rtx7v-1-thumbnail.jpg","21198-zz000rtx7v-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtx7v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtxbd","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtxbd-1-master.tif","321","","","","","","","","","pd","","","","","321","r","","","","","","","","","","","","","","","21198-zz000rtxbd-1-thumbnail.jpg","21198-zz000rtxbd-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtxbd",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtxcx","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtxcx-1-master.tif","322","","","","","","","","","pd","","","","","322","v","","","","","","","","","","","","","","","21198-zz000rtxcx-1-thumbnail.jpg","21198-zz000rtxcx-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtxcx",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtxdf","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtxdf-1-master.tif","323","","","","","","","","","pd","","","","","323","r","","","","","","","","","","","","","","","21198-zz000rtxdf-1-thumbnail.jpg","21198-zz000rtxdf-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtxdf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtxfz","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtxfz-1-master.tif","324","","","","","","","","","pd","","","","","324","v","","","","","","","","","","","","","","","21198-zz000rtxfz-1-thumbnail.jpg","21198-zz000rtxfz-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtxfz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000rtxgg","ark:/21198/zz000rss1c","2","Completed","Page","medren/masters/21198-zz000rtxgg-1-master.tif","325","","","","","","","","","pd","","","","","325","r","","","","","","","","","","","","","","","21198-zz000rtxgg-1-thumbnail.jpg","21198-zz000rtxgg-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtxgg",""
