"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjdq","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjdq-1-master.tif","192","","","","","","","","","pd","","","","","192","v","","","","","","","","","","","","","","","21198-zz000scjdq-1-thumbnail.jpg","21198-zz000scjdq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjdq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjf7","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjf7-1-master.tif","193","","","","","","","","","pd","","","","","193","r","","","","","","","","","","","","","","","21198-zz000scjf7-1-thumbnail.jpg","21198-zz000scjf7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjf7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjgr","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjgr-1-master.tif","194","","","","","","","","","pd","","","","","194","v","","","","","","","","","","","","","","","21198-zz000scjgr-1-thumbnail.jpg","21198-zz000scjgr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjgr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjh8","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjh8-1-master.tif","195","","","","","","","","","pd","","","","","195","r","","","","","","","","","","","","","","","21198-zz000scjh8-1-thumbnail.jpg","21198-zz000scjh8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjh8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjjs","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjjs-1-master.tif","196","","","","","","","","","pd","","","","","196","v","","","","","","","","","","","","","","","21198-zz000scjjs-1-thumbnail.jpg","21198-zz000scjjs-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjjs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjk9","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjk9-1-master.tif","197","","","","","","","","","pd","","","","","197","r","","","","","","","","","","","","","","","21198-zz000scjk9-1-thumbnail.jpg","21198-zz000scjk9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjk9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjmt","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjmt-1-master.tif","198","","","","","","","","","pd","","","","","198","v","","","","","","","","","","","","","","","21198-zz000scjmt-1-thumbnail.jpg","21198-zz000scjmt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjmt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjnb","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjnb-1-master.tif","199","","","","","","","","","pd","","","","","199","r","","","","","","","","","","","","","","","21198-zz000scjnb-1-thumbnail.jpg","21198-zz000scjnb-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjnb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjpv","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjpv-1-master.tif","200","","","","","","","","","pd","","","","","200","v","","","","","","","","","","","","","","","21198-zz000scjpv-1-thumbnail.jpg","21198-zz000scjpv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjpv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjqc","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjqc-1-master.tif","201","","","","","","","","","pd","","","","","201","r","","","","","","","","","","","","","","","21198-zz000scjqc-1-thumbnail.jpg","21198-zz000scjqc-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjqc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjrw","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjrw-1-master.tif","202","","","","","","","","","pd","","","","","202","v","","","","","","","","","","","","","","","21198-zz000scjrw-1-thumbnail.jpg","21198-zz000scjrw-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjrw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjsd","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjsd-1-master.tif","203","","","","","","","","","pd","","","","","203","r","","","","","","","","","","","","","","","21198-zz000scjsd-1-thumbnail.jpg","21198-zz000scjsd-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjsd",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjtx","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjtx-1-master.tif","204","","","","","","","","","pd","","","","","204","v","","","","","","","","","","","","","","","21198-zz000scjtx-1-thumbnail.jpg","21198-zz000scjtx-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjtx",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjvf","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjvf-1-master.tif","205","","","","","","","","","pd","","","","","205","r","","","","","","","","","","","","","","","21198-zz000scjvf-1-thumbnail.jpg","21198-zz000scjvf-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjvf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjwz","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjwz-1-master.tif","206","","","","","","","","","pd","","","","","206","v","","","","","","","","","","","","","","","21198-zz000scjwz-1-thumbnail.jpg","21198-zz000scjwz-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjwz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjxg","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjxg-1-master.tif","207","","","","","","","","","pd","","","","","207","r","","","","","","","","","","","","","","","21198-zz000scjxg-1-thumbnail.jpg","21198-zz000scjxg-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjxg",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scjz0","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scjz0-1-master.tif","208","","","","","","","","","pd","","","","","208","v","","","","","","","","","","","","","","","21198-zz000scjz0-1-thumbnail.jpg","21198-zz000scjz0-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scjz0",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sck00","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000sck00-1-master.tif","209","","","","","","","","","pd","","","","","209","r","","","","","","","","","","","","","","","21198-zz000sck00-1-thumbnail.jpg","21198-zz000sck00-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sck00",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sck1h","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000sck1h-1-master.tif","210","","","","","","","","","pd","","","","","210","v","","","","","","","","","","","","","","","21198-zz000sck1h-1-thumbnail.jpg","21198-zz000sck1h-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sck1h",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq2z","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq2z-1-master.tif","211","","","","","","","","","pd","","","","","211","r","","","","","","","","","","","","","","","21198-zz000scq2z-1-thumbnail.jpg","21198-zz000scq2z-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq2z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq3g","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq3g-1-master.tif","212","","","","","","","","","pd","","","","","212","v","","","","","","","","","","","","","","","21198-zz000scq3g-1-thumbnail.jpg","21198-zz000scq3g-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq3g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq40","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq40-1-master.tif","213","","","","","","","","","pd","","","","","213","r","","","","","","","","","","","","","","","21198-zz000scq40-1-thumbnail.jpg","21198-zz000scq40-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq40",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq5h","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq5h-1-master.tif","214","","","","","","","","","pd","","","","","214","v","","","","","","","","","","","","","","","21198-zz000scq5h-1-thumbnail.jpg","21198-zz000scq5h-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq5h",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq61","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq61-1-master.tif","215","","","","","","","","","pd","","","","","215","r","","","","","","","","","","","","","","","21198-zz000scq61-1-thumbnail.jpg","21198-zz000scq61-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq61",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq7j","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq7j-1-master.tif","216","","","","","","","","","pd","","","","","216","v","","","","","","","","","","","","","","","21198-zz000scq7j-1-thumbnail.jpg","21198-zz000scq7j-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq7j",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq82","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq82-1-master.tif","217","","","","","","","","","pd","","","","","217","r","","","","","","","","","","","","","","","21198-zz000scq82-1-thumbnail.jpg","21198-zz000scq82-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq82",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000scq9k","ark:/21198/zz000sc3v5","2","Completed","Page","medren/masters/21198-zz000scq9k-1-master.tif","218","","","","","","","","","pd","","","","","218","v","","","","","","","","","","","","","","","21198-zz000scq9k-1-thumbnail.jpg","21198-zz000scq9k-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq9k",""
