Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Visibility,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Subject,Genre,Language,Subject.name,Creator,Name.repository,Title,Alt ID.local,Description.note,Date.creation,Date.normalized,Relation.isPartOf,AltTitle.descriptive,IIIF Manifest URL
Hood (Mantle) papers,ark:/21198/zz002bbz6b,ark:/21198/zz002b21fb,2,Completed,Work,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bbz6b%2Fr789s00s,still image,,letters (correspondence),eng,,,"University of California, Los Angeles. Ethnomusicology Archive",Letter to Mantle Hood,,,"September 23, 1957",1957-09-23,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bbz6b/manifest
