Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Visibility,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,AltTitle.other,Title,Alt ID.local,Description.note,Subject,Genre,Language,Name.subject,Creator,Name.repository,Date.normalized,Date.creation,Relation.isPartOf,AltTitle.descriptive,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Hood (Mantle) papers,ark:/21198/zz002bc6g9,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc6g9_2002013_master.tif,,,,,,still image,,Radio advertisement,cleth_201103_omd_folder009_item03_side4_pm.tif,"Third of three documents, side 4. Advertisement for an amplifier manufactured by the McIntosh Laboratory, Inc.",Audio amplifiers,advertisements,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-04-30,"April 30, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc6g9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc6g9/manifest
Hood (Mantle) papers,ark:/21198/zz002bc6ht,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc6ht_2002033_master.tif,,,,,,still image,,Radio advertisement,cleth_201103_omd_folder009_item03_side5_pm.tif,"Third of three documents, side 5. Advertisement for an amplifier manufactured by the McIntosh Laboratory, Inc.",Audio amplifiers,advertisements,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-04-30,"April 30, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc6ht,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc6ht/manifest
Hood (Mantle) papers,ark:/21198/zz002bc6jb,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc6jb_2002049_master.tif,,,,,,still image,,Radio advertisement,cleth_201103_omd_folder009_item03_side6_pm.tif,"Third of 3 documents, side 6. Advertisement for an amplifier manufactured by the McIntosh Laboratory, Inc.",Audio amplifiers,advertisements,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-04-30,"April 30, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc6jb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc6jb/manifest
Hood (Mantle) papers,ark:/21198/zz002bc7mv,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc7mv_2002084_master.tif,,,,,,still image,,Handwritten letter to Mantle Hood from Shirley,cleth_201103_omd_folder010_item01_side1_pm.tif,"Letter, page 1, side 1.|~|Shirley Jean Hawkins was the first wife of Mantle Hood.",,letters (correspondence),eng,,"Hawkins, Shirley Jean, 1925-2002","University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc7mv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc7mv/manifest
Hood (Mantle) papers,ark:/21198/zz002bc7nc,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc7nc_2002141_master.tif,,,,,,still image,,Handwritten letter to Mantle Hood from Shirley,cleth_201103_omd_folder010_item01_side 2_pm.tif,"Letter, page 1, side 2.|~|Shirley Jean Hawkins was the first wife of Mantle Hood.",,letters (correspondence),eng,,"Hawkins, Shirley Jean, 1925-2002","University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc7nc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc7nc/manifest
Hood (Mantle) papers,ark:/21198/zz002bc8nv,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc8nv_2002161_master.tif,,,,,,still image,,Handwritten letter to Mantle Hood from Shirley,cleth_201103_omd_folder010_item02_pm.tif,"Letter, page 2 (side3).|~|Shirley Jean Hawkins was the first wife of Mantle Hood.",,letters (correspondence),eng,,"Hawkins, Shirley Jean, 1925-2002","University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc8nv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc8nv/manifest
Hood (Mantle) papers,ark:/21198/zz002bc8pc,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc8pc_2002195_master.tif,,,,,,still image,,Various materials in Indonesian,cleth_201103_omd_folder011_item01_side1_pm.tif,"First of three documents, side 1.|~|Financial document made out to Mantle Hood. ",,financial records,ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc8pc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc8pc/manifest
Hood (Mantle) papers,ark:/21198/zz002bc8qw,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc8qw_2002211_master.tif,,,,,,still image,,Various materials in Indonesian,cleth_201103_omd_folder011_item01_side2_pm.tif,"First of three documents, side 2.|~|Typewritten list of musical instruments, titled ""Keterangan Adanja Gamelan.""",,lists (document genres),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc8qw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc8qw/manifest
Hood (Mantle) papers,ark:/21198/zz002bc932,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc932_2002229_master.tif,,,,,,still image,,Various materials in Indonesian,cleth_201103_omd_folder011_item02_side1_pm.tif,"Second of three documents, side 1.",,notes (document),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc932,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc932/manifest
Hood (Mantle) papers,ark:/21198/zz002bc94k,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc94k_2002241_master.tif,,,,,,still image,,Various materials in Indonesian,cleth_201103_omd_folder011_item02_side2_pm.tif,"Second of three documents, side 2.",,notes (document),,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc94k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc94k/manifest
Hood (Mantle) papers,ark:/21198/zz002bc953,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc953_2002255_master.tif,,,,,,still image,,Various materials in Indonesian,cleth_201103_omd_folder011_item03_pm.tif,Third of 3 documents.|~|Typewritten document signed by Mantle Hood.,,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc953,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc953/manifest
Hood (Mantle) papers,ark:/21198/zz002bc9wz,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc9wz_2002272_master.tif,,,,,,still image,,"Letter from Sid Klein, equipment inventories",cleth_201103_omd_folder012_item01_pm.tif,"First of five documents.|~|Letter from Sid Klein, of the Mail Order Camera Store in Los Angeles. ",,letters (correspondence),eng,,"Klein, Sid","University of California, Los Angeles. Ethnomusicology Archive",1958-06-28,"June 28, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc9wz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc9wz/manifest
Hood (Mantle) papers,ark:/21198/zz002bc9xg,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc9xg_2002275_master.tif,,,,,,still image,,"Letter from Sid Klein, equipment inventories",cleth_201103_omd_folder012_item02_pm.tif,Second of five documents.,,merchandise inventories,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-28,"June 28, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc9xg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc9xg/manifest
Hood (Mantle) papers,ark:/21198/zz002bc9z0,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bc9z0_2002278_master.tif,,,,,,still image,,"Letter from Sid Klein, equipment inventories",cleth_201103_omd_folder012_item04_pm.tif,Third of five documents.,,merchandise inventories,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-28,"June 28, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc9z0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc9z0/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb00,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb00_2002281_master.tif,,,,,,still image,,"Letter from Sid Klein, equipment inventories",cleth_201103_omd_folder012_item04_pm.tif,Fourth of five documents.,,merchandise inventories,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-28,"June 28, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb00,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb00/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb1h,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb1h_2002284_master.tif,,,,,,still image,,"Letter from Sid Klein, equipment inventories",cleth_201103_omd_folder012_item05_pm.tif,Fifth of five documents.,,merchandise inventories,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-28,"June 28, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb1h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb1h/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb21,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb21_2002287_master.tif,,,,,,still image,,Cashier's check,cleth_201103_omd_folder013_item01_pm.tif,"First of two documents (envelope).|~|Envelope from Security-First National Bank in Los Angeles, addressed to Mantle Hood. ",,envelopes,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-01-23,"January 23, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb21/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb3j,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb3j_2002290_master.tif,,,,,,still image,,Cashier's check,cleth_201103_omd_folder013_item02_pm.tif,Second of two documents (check).,,checks (bank checks),eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-01-23,"January 23, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb3j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb3j/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb42,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb42_2002293_master.tif,,,,,,still image,,Letter on gamelan shipping,cleth_201103_omd_folder014_item01_pm.tif,First of 3 documents.|~|Financial document of Mantle Hood from the Bano Indonesia.,,financial records,ind|~|eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-25,"June 25, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb42/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb5k,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb5k_2002296_master.tif,,,,,,still image,,Letter on gamelan shipping,cleth_201103_omd_folder014_item02_pm.tif,"Second of  three documents.|~|Letter to Mantle Hood about arranging a shipment from Indonesia. The letterhead (in English and Indonesian) reads ""University of California -- University of Indonesia / Project in Medical Education."" ",,letters (correspondence),eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-25,"June 25, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb5k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb5k/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb63,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb63_2002299_master.tif,,,,,,still image,,Letter on gamelan shipping,cleth_201103_omd_folder014_item03_side1_pm.tif,"Third of 3 documents, side 1.|~|Qantas Airlines air waybill for a shipment of undeveloped film from Mantle Hood to Sid Klein in Los Angeles.  ",,bills of lading,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-25,"June 25, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb63,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb63/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb7m,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb7m_2002302_master.tif,,,,,,still image,,Letter on gamelan shipping,cleth_201103_omd_folder014_item03_side2_pm.tif,"Third of three documents, side 2.|~|Conditions Contract on the reverse of a Qantas Airlines air waybill for a shipment of undeveloped film from Mantle Hood to Sid Klein in Los Angeles.  ",,bills of lading,eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-06-25,"June 25, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb7m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb7m/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb84,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb84_2002305_master.tif,,,,,,still image,,Letter in Indonesian,cleth_201103_omd_folder015_item01_pm.tif,First of two documents.,,letters (correspondence),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-04-25,"April 25, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb84,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb84/manifest
Hood (Mantle) papers,ark:/21198/zz002bcb9n,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcb9n_2002308_master.tif,,,,,,still image,,Letter in Indonesian,cleth_201103_omd_folder015_item02_pm.tif,Second of two documents.|~|Financial document?,,financial records,ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958-04-25,"April 25, 1958","Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcb9n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcb9n/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbb5,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbb5_2002311_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item01_pm.tif,First of five documents.,,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbb5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbb5/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbcp,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbcp_2002314_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item02_pm.tif,"Second of five documents.|~|""Buku-Cheque"" from the Bank Indonesia.  ",,financial records,ind,Bank Indonesia,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbcp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbcp/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbd6,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbd6_2002317_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item03_pm.tif,Third of five documents.|~|Check.,,checks (bank checks),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbd6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbd6/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbfq,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbfq_2002322_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item04_side1_pm.tif,"Fourth of five documents, side 1.",,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbfq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbfq/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbg7,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbg7_2002327_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item04_side2_pm.tif,"Fourth of five documents, side3.|~|Document with identification information about Mantle Hood. ",,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbg7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbg7/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbhr,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbhr_2002332_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item04_side3_pm.tif,"Fourth of five documents, side 3.",,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbhr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbhr/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbj8,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbj8_2002335_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item04_side4_pm.tif,"Fourth of five documents, side 4.|~|Document with a photograph of Mantle Hood. ","Hood, Mantle",documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbj8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbj8/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbks,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbks_2002338_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item04_side5_pm.tif,"Fourth of five documents, side 5.|~|Blank fill-in form.",,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbks,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbks/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbm9,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbm9_2002341_master.tif,,,,,,still image,,"Checks, checkbook, Indonesian visa [?]",cleth_201103_omd_folder016_item05_pm.tif,"Fifth of five documents.|~|Receipt for ""Being visa-charges INDIA - CEYLON."" ",,receipts (financial records),ind|~|eng,,,"University of California, Los Angeles. Ethnomusicology Archive",1957/1958,1957-1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbm9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbm9/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbnt,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbnt_2002344_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item01_pm.tif,First of 29 documents.,,documents (object genre),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbnt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbnt/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbpb,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbpb_2002347_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item02_pm.tif,Second of 29 documents.,,notes (documents),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbpb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbpb/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbqv,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbqv_2002350_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item03_pm.tif,Third of 29 documents.,,notes (documents),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbqv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbqv/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbvx,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbvx_2002356_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item04_pm.tif,Fourth of 29 documents.,,notes (documents),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbvx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbvx/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbwf,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbwf_2002359_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item05_pm.tif,Fifth of 29 documents.,,financial records,ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbwf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbwf/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbxz,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbxz_2002362_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item06_pm.tif,Sixth of 29 documents.,,notes (documents),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbxz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbxz/manifest
Hood (Mantle) papers,ark:/21198/zz002bcbzg,ark:/21198/zz002b21fb,2,Completed,Work,mantlehood/image/srgb/21198-zz002bcbzg_2002365_master.tif,,,,,,still image,,"Checks, further information on gamelan shipping",cleth_201103_omd_folder017_item07_pm.tif,Seventh of 29 documents.,,receipts (financial records),ind,,,"University of California, Los Angeles. Ethnomusicology Archive",1958,1958,"Mantle Hood Papers. Ethnomusicology Archive, Department of Ethnomusicology, UCLA",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcbzg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcbzg/manifest
