"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Rights.copyrightStatus","Rights.publicationStatus","Language","Type.typeOfResource","Type.genre","Subject.conceptTopic","Subject geographic","Name.creator","Name.repository","Note","Title","Alt ID.local","Date.creation","Coverage.geographic","Date.normalized","Description.fundingNote","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Description.note","AltTitle.translated","AltTitle.descriptive","Alt ID.lccn","Alt ID.oclc","Opac url","Alt ID.url","IIIF Manifest URL"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hcnjp","ark:/21198/zz002hc63p","2","Completed","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd1rj","","","eng","cartographic","map|~|Topographic maps.","Manchuria (China)--Maps","","United States. Army Map Service.","","","Manchuria 1:250,000","","1945-","Manchuria (China)","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","col. maps. 45 x 35 cm.","Washington|~|dcu","""Contour interval 100 meters with auxiliary contours at 25 meter and 50 meter intervals.""|~|Marginal maps: Index to adjoining sheets.--Coverage diagram.--Index to boundaries.|~|Military grid.|~|""Russian place names transliterated according to the P.C.G.N. (1942) system ... Chinese place names transcribed according to the modified Wade-Giles system.""|~|Complete in about 185 sheets. Set includes various issues of some sheets.|~|Four classes of roads or trails and five classes of railroads are shown.|~|Scale 1:250,000.|~|Issued in 1° quadrangles numbered according to the system used for the International 1/m map of the world.|~|Includes ""Glossary.""|~|""Polyconic projection.""|~|Co-ordinated for use with the following sets covering adjoining areas: China proper, N.E. 1:250,000 (A.M.S. L531) Korea 1:250,000 (A.M.S. L551) and Inner Mongolia 1:250,000 (A.M.S. L521).","","Series L541","map48000239","","","https://arcg.is/LH9rf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnjp/manifest"
