Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.statementLocal,Rights.permission,Name.repository,Publisher.publisherName,Rights.rightsHolderContact,Name.photographer,Name.subject,Name.donor,Name.manufacturer,Name.contributor,Name.designer,Title,Format.medium,Description.note,Alt ID.local,Relation.isPartOf,Format.extent,Date.creation,Format.dimensions,Description.physicalDescription,Date.normalized,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valverde (Richard) Collection,ark:/21198/zz0027bhcd,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhcd_1829409_master.tif,703,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Woman's arms choking man,CSRC_RichardValverde_0703_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhcd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhcd/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhdx,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhdx_1829412_master.tif,704,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Double exposure of a group of five people,CSRC_RichardValverde_0704_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhdx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhdx/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhff,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhff_1829415_master.tif,705,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Woman drying little girl's hair,CSRC_RichardValverde_0705_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhff/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhgz,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhgz_1829418_master.tif,706,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Twin girls,CSRC_RichardValverde_0706_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhgz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhgz/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhhg,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhhg_1829421_master.tif,707,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Mercardo in Mexico,CSRC_RichardValverde_0707_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhhg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhhg/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhj0,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhj0_1829424_master.tif,709,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Motley Crue T-Shirt,CSRC_RichardValverde_0709_300.tif,1 photograph,1970,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhj0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhj0/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhkh,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhkh_1829427_master.tif,710,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Playboy Breakdancer,CSRC_RichardValverde_0710_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhkh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhkh/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhm1,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhm1_1829430_master.tif,682,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Day of the Dead bike rider,CSRC_RichardValverde_0711_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhm1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhm1/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhp2,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhp2_1829433_master.tif,712,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Girls reading magazine,CSRC_RichardValverde_0712_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhp2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhp2/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhqk,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhqk_1829436_master.tif,714,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Jude close up,CSRC_RichardValverde_0713_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhqk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhqk/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhr3,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhr3_1829439_master.tif,716,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Old man walking through the park,CSRC_RichardValverde_0716_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhr3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhr3/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhsm,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhsm_1829442_master.tif,717,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Old man walking through the park,CSRC_RichardValverde_0717_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhsm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhsm/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bht4,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bht4_1829445_master.tif,718,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Sculpture in the park,CSRC_RichardValverde_0718_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bht4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bht4/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bhw5,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bhw5_1829451_master.tif,720,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,3 Pieze,Silver Gelatin Photograph,,CSRC_RichardValverde_0720_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bhw5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bhw5/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bwzh,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bwzh_1829454_master.tif,721,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,James,Silver Gelatin Photograph and Mixed Media,,CSRC_RichardValverde_0721_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bwzh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bwzh/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx0h,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx0h_1829457_master.tif,723,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Espie sleeping,CSRC_RichardValverde_0722_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx0h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx0h/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx11,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx11_1829460_master.tif,724,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Oriental woman,Silver Gelatin Photograph,,CSRC_RichardValverde_0723_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx11/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx2j,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx2j_1829463_master.tif,725,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Girls riding toy car,CSRC_RichardValverde_0724_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx2j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx2j/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx32,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx32_1829466_master.tif,726,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Three woman sitting at driveway talking to boy,CSRC_RichardValverde_0725_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx32/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx4k,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx4k_1829469_master.tif,727,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Amigos flower man,CSRC_RichardValverde_0726_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx4k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx4k/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx53,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx53_1829472_master.tif,728,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Back of man in wheelchair,CSRC_RichardValverde_0727_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx53,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx53/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx6m,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx6m_1829475_master.tif,729,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Boy leans against concrete wall,CSRC_RichardValverde_0728_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx6m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx6m/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx74,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx74_1829478_master.tif,730,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Family Portrait of Three,CSRC_RichardValverde_0729_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx74,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx74/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx8n,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx8n_1829481_master.tif,731,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Two men in backyard garden,CSRC_RichardValverde_0730_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx8n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx8n/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bx95,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bx95_1829484_master.tif,732,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Man and Tomatoes,CSRC_RichardValverde_0732_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bx95,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bx95/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bxbp,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bxbp_1829487_master.tif,733,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Negative transfer of profile of a man smoking,CSRC_RichardValverde_0733_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bxbp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bxbp/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bxc6,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bxc6_1829490_master.tif,734,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Woman throws her hair at man,CSRC_RichardValverde_0734_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bxc6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bxc6/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bxdq,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bxdq_1829493_master.tif,735,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,"Five kids in doorway, Mom in background",CSRC_RichardValverde_0735_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bxdq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bxdq/manifest
Valverde (Richard) Collection,ark:/21198/zz0027bxf7,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0027bxf7_1829496_master.tif,736,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph,Baby girl in front of old car,CSRC_RichardValverde_0736_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027bxf7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027bxf7/manifest
