Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Name.repository,Name.publisher,Name.copyrightHolder,Name.photographer,Name.subject,Name.donor,Name.manufacturer,Name.contributor,Name.designer,Title,Format.medium,Description.note,Alt ID.local,Relation.isPartOf,Format.extent,Date.creation,Format.dimensions,Description.physicalDescription,Date.normalized,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valverde (Richard) Collection,ark:/21198/zz002dwpxb/z967ht7h,ark:/21198/zz002dwpxb,,,Page,valve/image/21198-zz002dwpxb_2175011_master.tif,1,,,,private,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwpxb%2Fz967ht7h,
Valverde (Richard) Collection,ark:/21198/zz002dwq1c/z771r681,ark:/21198/zz002dwq1c,,,Page,valve/image/21198-zz002dwq1c_2175023_master.tif,1,,,,private,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwq1c%2Fz771r681,
Valverde (Richard) Collection,ark:/21198/zz002dwq7g/2f86f354,ark:/21198/zz002dwq7g,,,Page,valve/image/21198-zz002dwq7g_2175038_master.tif,1,,,,private,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwq7g%2F2f86f354,
Valverde (Richard) Collection,ark:/21198/zz002hkd0q/vk59nr1p,ark:/21198/zz002hkd0q,,,Page,valve/image/21198-zz002hkd0q_2268269_master.tif,1,,,,private,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hkd0q%2Fvk59nr1p,
