Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Thumbnail,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Rights.rightsHolderContact,Language,Relation.isPartOf,Name.photographer,Subject,Name.subject,Name.creator,Name.repository,Title,Description.note,Alt ID.local,Format.dimensions,Format.extent,Date.creation,Date.normalized,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Rexroth (Kenneth) Papers.  Collection 175,ark:/21198/zz001nfvxf,ark:/21198/zz0008c2qd,2,Completed,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfw41,Work,,,,,text,paged,,,,,,letters (correspondence),,eng,"Kenneth Rexroth Papers (Collection 175) UCLA Special Collections, Charles E. Young Research Library.",,"Rexroth, Kenneth, 1905- --Archives",,,,"Wright, James, typed letter signed to Kenneth Rexroth, April 2, 1964",,"Box 35, folder 6",,1 letter (3 pages),"April 2, 1964",1964-04-02,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfvxf/manifest
Rexroth (Kenneth) Papers.  Collection 175,ark:/21198/zz001nfw5j,ark:/21198/zz0008c2qd,2,Completed,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfw7k,Work,,,,,text,paged,,,,,,letters (correspondence),,eng,"Kenneth Rexroth Papers (Collection 175) UCLA Special Collections, Charles E. Young Research Library.",,"Rexroth, Kenneth, 1905- --Archives",,,,"Wright, James, postcard to Kenneth Rexroth,  April 7, 1964",,,,1 postcard,"April 7, 1964",1964-04-07,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfw5j/manifest
Rexroth (Kenneth) Papers.  Collection 175,ark:/21198/zz001nfw9m,ark:/21198/zz0008c2qd,2,Completed,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfwb4,Work,,,,,text,paged,,,,,,letters (correspondence),,eng,"Kenneth Rexroth Papers (Collection 175) UCLA Special Collections, Charles E. Young Research Library.",,"Rexroth, Kenneth, 1905- --Archives",,,,"Wright, James, letter to Kenneth Rexroth, May 7, 1960",Discusses meeting with Robert Bly.,"Box 35, folder 6",,1 letter,"May 7, 1960",1960-05-07,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfw9m/manifest
Rexroth (Kenneth) Papers.  Collection 175,ark:/21198/zz001nfwd5,ark:/21198/zz0008c2qd,2,Completed,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfwhq,Work,,,,,text,paged,,,,,,letters (correspondence),,eng,"Kenneth Rexroth Papers (Collection 175) UCLA Special Collections, Charles E. Young Research Library.",,"Rexroth, Kenneth, 1905- --Archives",,,,"Wright, James, typed letter to Kenneth Rexroth, August 9, 1958",,"Box 35, folder 6",,1 letter,"August 9, 1958",1958-08-09,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfwd5/manifest
Rexroth (Kenneth) Papers.  Collection 175,ark:/21198/zz001nfwkr,ark:/21198/zz0008c2qd,1,In progress,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfwm8,Work,,,,,text,paged,,private,,,,letters (correspondence),,eng,"Kenneth Rexroth Papers (Collection 175) UCLA Special Collections, Charles E. Young Research Library.",,"Rexroth, Kenneth, 1905- --Archives",,,,"Wright, James, postcard to Kenneth Rexroth, September 2, 1958",,"Box 35, folder 6",,1 postcard,"September 2, 1958",1958-09-02,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfwkr/manifest
