"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","volume/year","Publisher","Publisher.place","Date.issued (single)","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Abstract","Note.content","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_001.tif","Page","Page 1","1","ark:/21198/z1cg1qx9","ark:/21198/z1x087x9","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x087x9",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_002.tif","Page","Page 2","2","ark:/21198/z1cg1qx9","ark:/21198/z1sb66nr","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb66nr",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_003.tif","Page","Page 3","3","ark:/21198/z1cg1qx9","ark:/21198/z1nk5fx1","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk5fx1",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_004.tif","Page","Page 4","4","ark:/21198/z1cg1qx9","ark:/21198/z1ht4q75","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4q75",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_005.tif","Page","Page 5","5","ark:/21198/z1cg1qx9","ark:/21198/z1d23zj6","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23zj6",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_006.tif","Page","Page 6","6","ark:/21198/z1cg1qx9","ark:/21198/z18936tv","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18936tv",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_007.tif","Page","Page 7","7","ark:/21198/z1cg1qx9","ark:/21198/z14j2g23","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2g23",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_008.tif","Page","Page 8","8","ark:/21198/z1cg1qx9","ark:/21198/z10w0dq7","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w0dq7",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_009.tif","Page","Page 9","9","ark:/21198/z1cg1qx9","ark:/21198/z1w39x85","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39x85",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_010.tif","Page","Page 10","10","ark:/21198/z1cg1qx9","ark:/21198/z1rb95hc","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb95hc",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_011.tif","Page","Page 11","11","ark:/21198/z1cg1qx9","ark:/21198/z1mk8dt3","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8dt3",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_012.tif","Page","Page 12","12","ark:/21198/z1cg1qx9","ark:/21198/z1gt7p47","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7p47",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_013.tif","Page","Page 13","13","ark:/21198/z1cg1qx9","ark:/21198/z1c26xdt","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26xdt",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_014.tif","Page","Page 14","14","ark:/21198/z1cg1qx9","ark:/21198/z17965mk","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17965mk",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_015.tif","Page","Page 15","15","ark:/21198/z1cg1qx9","ark:/21198/z13n44b1","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n44b1",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_016.tif","Page","Page 16","16","ark:/21198/z1cg1qx9","ark:/21198/z1zw3mtw","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3mtw",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_017.tif","Page","Page 17","17","ark:/21198/z1cg1qx9","ark:/21198/z1v42w3w","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42w3w",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_018.tif","Page","Page 18","18","ark:/21198/z1cg1qx9","ark:/21198/z1qc24d0","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc24d0",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_019.tif","Page","Page 19","19","ark:/21198/z1cg1qx9","ark:/21198/z1km1cr5","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1cr5",""
"Masters/othermasters/DEPzanzibar/images/Vol_09/uclalsc_3682798_vol09_020.tif","Page","Page 20","20","ark:/21198/z1cg1qx9","ark:/21198/z1fv0mzj","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0mzj",""
