"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","volume/year","Publisher","Publisher.place","Date.issued (single)","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Abstract","Note.content","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_001.tif","Page","Page 1","1","ark:/21198/z14x78nx","ark:/21198/z16t2njt","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2njt",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_002.tif","Page","Page 2","2","ark:/21198/z14x78nx","ark:/21198/z1321wsz","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321wsz",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_003.tif","Page","Page 3","3","ark:/21198/z14x78nx","ark:/21198/z1z91d8m","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91d8m",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_004.tif","Page","Page 4","4","ark:/21198/z14x78nx","ark:/21198/z1tj0nhf","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0nhf",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_005.tif","Page","Page 5","5","ark:/21198/z14x78nx","ark:/21198/z1pr9wtm","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9wtm",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_006.tif","Page","Page 6","6","ark:/21198/z14x78nx","ark:/21198/z1k37vf1","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37vf1",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_007.tif","Page","Page 7","7","ark:/21198/z14x78nx","ark:/21198/z1fb73sk","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb73sk",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_008.tif","Page","Page 8","8","ark:/21198/z14x78nx","ark:/21198/z19k6c3q","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k6c3q",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_009.tif","Page","Page 9","9","ark:/21198/z14x78nx","ark:/21198/z15t5mc0","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5mc0",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_010.tif","Page","Page 10","10","ark:/21198/z14x78nx","ark:/21198/z1224vkp","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224vkp",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_011.tif","Page","Page 11","11","ark:/21198/z14x78nx","ark:/21198/z1x94c3s","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x94c3s",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_012.tif","Page","Page 12","12","ark:/21198/z14x78nx","ark:/21198/z1sj3mfz","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3mfz",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_013.tif","Page","Page 13","13","ark:/21198/z14x78nx","ark:/21198/z1nw1k22","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1k22",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_014.tif","Page","Page 14","14","ark:/21198/z14x78nx","ark:/21198/z1j40tdj","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40tdj",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_015.tif","Page","Page 15","15","ark:/21198/z14x78nx","ark:/21198/z1dc02r3","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc02r3",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_016.tif","Page","Page 16","16","ark:/21198/z14x78nx","ark:/21198/z18k99zx","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k99zx",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_017.tif","Page","Page 17","17","ark:/21198/z14x78nx","ark:/21198/z14t8k7m","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8k7m",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_018.tif","Page","Page 18","18","ark:/21198/z14x78nx","ark:/21198/z1127tgr","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127tgr",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_019.tif","Page","Page 19","19","ark:/21198/z14x78nx","ark:/21198/z1wd61d5","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd61d5",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_020.tif","Page","Page 20","20","ark:/21198/z14x78nx","ark:/21198/z1rn58pf","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn58pf",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_021.tif","Page","Page 21","21","ark:/21198/z14x78nx","ark:/21198/z1mw4j11","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4j11",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_022.tif","Page","Page 22","22","ark:/21198/z14x78nx","ark:/21198/z1h43sch","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43sch",""
"Masters/othermasters/DEPzanzibar/images/Vol_03/uclalsc_3682798_vol03_023.tif","Page","Page 23","23","ark:/21198/z14x78nx","ark:/21198/z1cc31mq","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc31mq",""
