"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","volume/year","Publisher","Publisher.place","Date.issued (single)","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Abstract","Note.content","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_001.tif","Page","Page 1","1","ark:/21198/z1wd61cq","ark:/21198/z1p2901n","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p2901n",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_002.tif","Page","Page 2","2","ark:/21198/z1wd61cq","ark:/21198/z1j9879x","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j9879x",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_003.tif","Page","Page 3","3","ark:/21198/z1wd61cq","ark:/21198/z1dj7gh9","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7gh9",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_004.tif","Page","Page 4","4","ark:/21198/z1wd61cq","ark:/21198/z18s6qr4","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6qr4",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_005.tif","Page","Page 5","5","ark:/21198/z1wd61cq","ark:/21198/z1544pgw","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544pgw",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_006.tif","Page","Page 6","6","ark:/21198/z1wd61cq","ark:/21198/z11c3xr5","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3xr5",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_007.tif","Page","Page 7","7","ark:/21198/z1wd61cq","ark:/21198/z1wm3f9q","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3f9q",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_008.tif","Page","Page 8","8","ark:/21198/z1wd61cq","ark:/21198/z1rv2pnw","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2pnw",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_009.tif","Page","Page 9","9","ark:/21198/z1wd61cq","ark:/21198/z1n31xvk","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31xvk",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_010.tif","Page","Page 10","10","ark:/21198/z1wd61cq","ark:/21198/z1hb1636","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb1636",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_011.tif","Page","Page 11","11","ark:/21198/z1wd61cq","ark:/21198/z1ck0fb1","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck0fb1",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_012.tif","Page","Page 12","12","ark:/21198/z1wd61cq","ark:/21198/z17w8d2x","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8d2x",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_013.tif","Page","Page 13","13","ark:/21198/z1wd61cq","ark:/21198/z1447nbh","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447nbh",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_014.tif","Page","Page 14","14","ark:/21198/z1wd61cq","ark:/21198/z10c6wn7","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6wn7",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_015.tif","Page","Page 15","15","ark:/21198/z1wd61cq","ark:/21198/z1vm6d5b","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6d5b",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_016.tif","Page","Page 16","16","ark:/21198/z1wd61cq","ark:/21198/z1qv5nfm","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5nfm",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_017.tif","Page","Page 17","17","ark:/21198/z1wd61cq","ark:/21198/z1m34wmv","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34wmv",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_018.tif","Page","Page 18","18","ark:/21198/z1wd61cq","ark:/21198/z1gb44wh","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb44wh",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_019.tif","Page","Page 19","19","ark:/21198/z1wd61cq","ark:/21198/z1bp23nd","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp23nd",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_020.tif","Page","Page 20","20","ark:/21198/z1wd61cq","ark:/21198/z16x1bxp","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1bxp",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_021.tif","Page","Page 21","21","ark:/21198/z1wd61cq","ark:/21198/z1350m74","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350m74",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_022.tif","Page","Page 22","22","ark:/21198/z1wd61cq","ark:/21198/z1zd03s8","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd03s8",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_023.tif","Page","Page 23","23","ark:/21198/z1wd61cq","ark:/21198/z1tm9c1z","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9c1z",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_024.tif","Page","Page 24","24","ark:/21198/z1wd61cq","ark:/21198/z1pv8m7b","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8m7b",""
"Masters/othermasters/DEPzanzibar/images/Vol_05/uclalsc_3682798_vol05_025.tif","Page","Page 25","25","ark:/21198/z1wd61cq","ark:/21198/z1k37vgg","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37vgg",""
