Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Name.author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.inscription,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176868,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017687s,paged,,,,text,copyrighted,published,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Slideshow Scripts (WAVAW)|~|Pornography--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Snuff films--California--Los Angeles,,eng,,,,,,,,"Slideshow Script, 1982","January, 1982",,,1982-01,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00176868/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00178kwv,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178kzw,paged,,,,text,copyrighted,published,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Slideshow Scripts (WAVAW)|~|Pornography--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Snuff films--California--Los Angeles,,eng,,,,,,,,"Slideshow Script, 1979",1979,,,1979,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00178kwv/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00178kxc,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178pj4,paged,,,,text,copyrighted,published,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Slideshow Scripts (WAVAW)|~|Pornography--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Snuff films--California--Los Angeles,,eng,,,,,,,,"Slideshow Script, 1983","May, 1983",,,1983-05,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00178kxc/manifest
