Project Name,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Name.subject,Coverage.geographic,Name.creator,Subject,Name.repository,Rights.rightsHolderName,Rights.permission,Name.photographer,Rights.rightsHolderContact,Language,Relation.isPartOf,Alt ID.local,Title,Format.dimensions,Format.extent,Date.creation,Description.note,Date.normalized,AltTitle.other,Description.abstract,IIIF Access URL,IIIF Manifest URL
"Urquhart (Brian) Collection of Material about Ralph Bunche, ca. 1932-1972",ark:/21198/zz001b36zk,ark:/21198/zz001bgkmn,2,Completed,Work,,,,,text,paged,,,,essays,copyrighted,"King, Martin Luther, Jr., 1929-1968",United States--Race relations,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",Nonviolence,"University of California, Los Angeles. $b Library Special Collections","Regents of the University of California, UCLA Library.",Y,,,eng,http://calcultures.cdlib.org,uclamss_364_b28_f3_1,"Personal statement on the assassination of Martin Luther King, Jr.",28 x 22 cm.,3 p.,1968,Digitization took place as part of the California Cultures Project.,1968,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgkn5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bgkmn/manifest
