"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Text direction","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_001.tif","1","","Front Cover","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/sw43zc5x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fsw43zc5x"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_002.tif","2","","Inside Front Cover","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/h008p740","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fh008p740"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_003.tif","3","","Page 1","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/hq11sf52","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fhq11sf52"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_004.tif","4","","Page 2","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/pp08t512","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fpp08t512"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_005.tif","5","","Page 3","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/r561km34","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fr561km34"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_006.tif","6","","Page 4","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/m130cp0d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fm130cp0d"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_007.tif","7","","Page 5","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/t782tc9s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Ft782tc9s"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_008.tif","8","","Page 6","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/sp936f14","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fsp936f14"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_009.tif","9","","Page 7","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/sm13n143","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fsm13n143"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_010.tif","10","","Page 8","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/cp48h463","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fcp48h463"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_011.tif","11","","Page 9","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/nr369p11","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fnr369p11"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_012.tif","12","","Page 10","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/rr78jz2d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Frr78jz2d"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_013.tif","13","","Page 11","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/dx14801w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fdx14801w"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_014.tif","14","","Page 12","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/zb31w08j","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fzb31w08j"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_015.tif","15","","Page 13","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/zq12hq98","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fzq12hq98"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_016.tif","16","","Page 14","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/5c072v0v","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2F5c072v0v"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_017.tif","17","","Page 15","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/rf63pv27","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Frf63pv27"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_018.tif","18","","Page 16","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/z361dk5q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fz361dk5q"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_019.tif","19","","Page 17","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/k366wj5c","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fk366wj5c"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_020.tif","20","","Page 18","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/m8574s4q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fm8574s4q"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_021.tif","21","","Page 19","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/kw38b18z","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fkw38b18z"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_022.tif","22","","Page 20","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/b6006w3s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fb6006w3s"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_023.tif","23","","Page 21","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/s771nv2w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fs771nv2w"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_024.tif","24","","Page 22","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/wc64p29k","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fwc64p29k"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_025.tif","25","","Page 23","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/ck25d84d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fck25d84d"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_026.tif","26","","Page 24","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/bd72978m","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fbd72978m"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_027.tif","27","","Page 25","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/pv76649b","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fpv76649b"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_028.tif","28","","Page 26","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/sm345887","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fsm345887"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_029.tif","29","","Page 27","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/6322kf8x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2F6322kf8x"
"Masters/othermasters/dl_toganoo/masters/2002313_v3/ucla_2002313_v3_030.tif","30","","Page 28","","","","ark:/21198/n1g04k","ark:/21198/n1g04k/wk08jp29","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1g04k%2Fwk08jp29"
