File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Text direction,Parent ARK,Item ARK,Object Type,Rights.statementLocal
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_001.tif,1,,Front Cover,,,,ark:/21198/n1d628,ark:/21198/n1d628/sw43zc5x,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_002.tif,2,,Inside Front Cover,,,,ark:/21198/n1d628,ark:/21198/n1d628/h008p740,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_003.tif,3,,Page 1,,,,ark:/21198/n1d628,ark:/21198/n1d628/hq11sf52,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_004.tif,4,,Page 2,,,,ark:/21198/n1d628,ark:/21198/n1d628/pp08t512,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_005.tif,5,,Page 3,,,,ark:/21198/n1d628,ark:/21198/n1d628/r561km34,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_006.tif,6,,Page 4,,,,ark:/21198/n1d628,ark:/21198/n1d628/m130cp0d,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_007.tif,7,,Page 5,,,,ark:/21198/n1d628,ark:/21198/n1d628/t782tc9s,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_008.tif,8,,Page 6,,,,ark:/21198/n1d628,ark:/21198/n1d628/sp936f14,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_009.tif,9,,Page 7,,,,ark:/21198/n1d628,ark:/21198/n1d628/sm13n143,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_010.tif,10,,Page 8,,,,ark:/21198/n1d628,ark:/21198/n1d628/cp48h463,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_011.tif,11,,Page 9,,,,ark:/21198/n1d628,ark:/21198/n1d628/nr369p11,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_012.tif,12,,Page 10,,,,ark:/21198/n1d628,ark:/21198/n1d628/rr78jz2d,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_013.tif,13,,Page 11,,,,ark:/21198/n1d628,ark:/21198/n1d628/dx14801w,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_014.tif,14,,Page 12,,,,ark:/21198/n1d628,ark:/21198/n1d628/zb31w08j,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_015.tif,15,,Page 13,,,,ark:/21198/n1d628,ark:/21198/n1d628/zq12hq98,Page,
Masters/othermasters/dl_toganoo/masters/1785972_v4/ucla_1785972_v4_016.tif,16,,Page 14,,,,ark:/21198/n1d628,ark:/21198/n1d628/5c072v0v,Page,
