File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Text direction,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Bucketeer State,IIIF Access URL
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_001.tif,1,,Front Cover,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/q4850297,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fq4850297
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_002.tif,2,,Inside Front Cover,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/0w01hz7n,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F0w01hz7n
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_003.tif,3,,Page 1,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/cf43qc6f,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fcf43qc6f
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_004.tif,4,,Page 2,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/03442k8d,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F03442k8d
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_005.tif,5,,Page 3,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/82332q47,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F82332q47
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_006.tif,6,,Page 4,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/6s74gx9v,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F6s74gx9v
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_007.tif,7,,Page 5,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/53430h7j,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F53430h7j
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_008.tif,8,,Page 6,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/2t111b7p,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F2t111b7p
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_009.tif,9,,Page 7,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/xd33c76r,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fxd33c76r
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_010.tif,10,,Page 8,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/h2389r6q,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fh2389r6q
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_011.tif,11,,Page 9,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/1m53q91w,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F1m53q91w
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_012.tif,12,,Page 10,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/zg16dq9g,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fzg16dq9g
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_013.tif,13,,Page 11,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/5771kf0x,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F5771kf0x
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_014.tif,14,,Page 12,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/5h76tw04,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F5h76tw04
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_015.tif,15,,Page 13,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/5z324c1s,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F5z324c1s
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_016.tif,16,,Page 14,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/qt623n4b,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fqt623n4b
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_017.tif,17,,Page 15,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/rs75m44d,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Frs75m44d
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_018.tif,18,,Page 16,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/2168r546,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F2168r546
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_019.tif,19,,Page 17,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/pp03hg2f,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fpp03hg2f
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_020.tif,20,,Page 18,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/rk11hv6b,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Frk11hv6b
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_021.tif,21,,Page 19,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/v036466f,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fv036466f
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_022.tif,22,,Page 20,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/s2520h8t,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fs2520h8t
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_023.tif,23,,Page 21,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/0n61bp9j,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F0n61bp9j
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_024.tif,24,,Page 22,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/qf80r406,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fqf80r406
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_025.tif,25,,Page 23,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/3d27mk6j,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F3d27mk6j
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_026.tif,26,,Page 24,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/jd37s12p,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fjd37s12p
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_027.tif,27,,Page 25,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/gb57s09n,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fgb57s09n
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_028.tif,28,,Page 26,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/p1254b24,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fp1254b24
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_029.tif,29,,Page 27,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/cg53nj39,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fcg53nj39
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_030.tif,30,,Page 28,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/wn22763z,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fwn22763z
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_031.tif,31,,Page 29,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/wr713s2h,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fwr713s2h
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_032.tif,32,,Page 30,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/hm51kp60,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fhm51kp60
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_033.tif,33,,Page 31,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/dh56gv9k,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fdh56gv9k
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_034.tif,34,,Page 32,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/j979027j,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fj979027j
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_035.tif,35,,Page 33,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/rm34139t,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Frm34139t
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_036.tif,36,,Page 34,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/rh267p60,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Frh267p60
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_037.tif,37,,Page 35,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/3r37qp4v,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F3r37qp4v
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_038.tif,38,,Page 36,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/4063z175,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F4063z175
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_039.tif,39,,Page 37,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/p337ns3n,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fp337ns3n
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_040.tif,40,,Page 38,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/8z40xv82,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F8z40xv82
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_041.tif,41,,Page 39,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/b1796d49,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fb1796d49
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_042.tif,42,,Page 40,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/wg85dp23,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fwg85dp23
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_043.tif,43,,Page 41,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/m150hw4g,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fm150hw4g
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_044.tif,44,,Page 42,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/zj82b20v,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fzj82b20v
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_045.tif,45,,Page 43,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/md49843b,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fmd49843b
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_046.tif,46,,Page 44,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/3b094m6m,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F3b094m6m
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_047.tif,47,,Page 45,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/s040d72v,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fs040d72v
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_048.tif,48,,Page 46,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/4999r90g,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F4999r90g
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_049.tif,49,,Page 47,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/5850nr1r,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F5850nr1r
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_050.tif,50,,Page 48,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/qh29gs8d,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fqh29gs8d
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_051.tif,51,,Page 49,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/r692xb6j,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fr692xb6j
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_052.tif,52,,Page 50,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/dg30kn1s,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Fdg30kn1s
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_053.tif,53,,Page 51,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/8984db97,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F8984db97
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_054.tif,54,,Page 52,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/rp70zw5g,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2Frp70zw5g
Masters/othermasters/dl_toganoo/masters/1240879_v2/ucla_1240879_v2_055.tif,55,,Inside Back Cover,,,,ark:/21198/n1kw5v,ark:/21198/n1kw5v/2g00pj5f,Page,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1kw5v%2F2g00pj5f
