Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Author,Name.subject,viewingHint,Thumbnail,Text direction,Visibility,IIIF Range,Title,Relation.pageNumber,Description.abstract,Publisher.publisherName,Alt. ID.lccn,Format.dimensions,Place of origin,Alt. ID.oclc,Format.extent,Type.typeOfResource,Language,Date.creation,AltTitle.translated,Description.note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Historie ofte Iaerlijck Verhael van de Verrichtinghen der Geoctroyeerde West-Indische Compagnie,ark:/21198/zz0002f70c,ark:/21198/zz0002f6xv,2,Completed,Page,laet1644/masters/21198-zz0002f70c-1-master.tif,1,,,,,,,,private,,Title page,1,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002f70c,
