Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Name.author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.inscription,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001768tk,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,,individuals,,private,,text,copyrighted,unknown,N,Women Against Violence Against Women ,Los Angeles (Calif.),,Los Angeles Anti-Pornography Ordinance|~|Pornography--California--Los Angeles|~|Rape|~|Sex in mass media|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,"Adams, Dani",,,,,,Pornography Equals Violence,"September, 1984",,Rights.generalNote: Need to obtain permission to publish from original author.,1984-09,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176915,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,,individuals,,private,,text,copyrighted,unpublished,N,Women Against Violence Against Women ,Los Angeles (Calif.),,Los Angeles Anti-Pornography Ordinance|~|Pornography--California--Los Angeles|~|Rape|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,"Adams, Dani",,,,,,Statement to Los Angeles Commission for Women Regarding Proposed County Anti-Pornography Ordinance,"April 22, 1985",,,1985-04-22,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017694q,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,,individuals,,,,text,copyrighted,unpublished,Y,"Women Against Violence Against Women |~|MacKinnon, Catherine|~|Dworkin, Andrea",Los Angeles (Calif.),Women Against Violence Against Women ,Los Angeles Anti-Pornography Ordinance|~|Pornography--California--Los Angeles|~|Rape|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"Press Release - June 03, 1985","June 03, 1985",,,1985-06-03,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017698s,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,,individuals,,private,,text,copyrighted,unpublished,N,"Los Angeles (Calif.). City Council.|~|Women Against Violence Against Women |~|National Organization of Women|~|MacKinnon, Catherine|~|Dworkin, Andrea",Los Angeles (Calif.),,Los Angeles Anti-Pornography Ordinance|~|Pornography--California--Los Angeles|~|Rape|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,"Adams, Dani",,,,,,NOW State Conference - Anti-Pornography Ordinance Panel,"August 17, 1985",,,1985-08-17,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00178xgg,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,,individuals,,private,,text,copyrighted,unknown,unknown,,Los Angeles (Calif.),Los Angeles County (Calif.),Los Angeles Anti-Pornography Ordinance|~|Pornography--California--Los Angeles|~|Rape|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States|~|Child pornography,,eng,,,,,,,,Los Angeles County Anti-Pornography Civil Rights Law,1984-1985,,,1984-1985,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00178xzq,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,,individuals,,private,,text,copyrighted,unknown,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Los Angeles (Calif.). City Council.,Los Angeles Anti-Pornography Ordinance|~|Pornography--California--Los Angeles|~|Rape|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States|~|Child pornography,,eng,,,,,,,,City of Los Angeles Municipal Code on Pornography,1984-1985,,,1984-1985,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00178z7b,ark:/21198/zz000s2z4b,2,Completed,Work,,8,,,,individuals,,private,,text,copyrighted,unpublished,N,Women Against Violence Against Women ,Los Angeles (Calif.),,Los Angeles Anti-Pornography Ordinance|~|Freedom of speech|~|Rape|~|Sex in mass media|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States|~|Child pornography|~|Children in advertising,,eng,,"Adams, Dani",,,,,,WAVAW Stand on Pornography,1984-1985,,Rights.generalNote: Need to obtain permission to publish from original author.,1984-1985,,
