"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001768v3","ark:/21198/zz001768tk","2","Completed","Page","wavav/images/masters/21198-zz001768v3_495224_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001768v3"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001768wm","ark:/21198/zz001768tk","2","Completed","Page","wavav/images/masters/21198-zz001768wm_495230_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001768wm"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001768x4","ark:/21198/zz001768tk","2","Completed","Page","wavav/images/masters/21198-zz001768x4_495234_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001768x4"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001768zn","ark:/21198/zz001768tk","2","Completed","Page","wavav/images/masters/21198-zz001768zn_495239_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001768zn"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017690n","ark:/21198/zz001768tk","2","Completed","Page","wavav/images/masters/21198-zz0017690n_495245_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017690n"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017692p","ark:/21198/zz00176915","2","Completed","Page","wavav/images/masters/21198-zz0017692p_495248_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017692p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176936","ark:/21198/zz00176915","2","Completed","Page","wavav/images/masters/21198-zz00176936_495251_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176936"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176957","ark:/21198/zz0017694q","2","Completed","Page","wavav/images/masters/21198-zz00176957_495255_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176957"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017696r","ark:/21198/zz0017694q","2","Completed","Page","wavav/images/masters/21198-zz0017696r_495263_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017696r"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176978","ark:/21198/zz0017694q","2","Completed","Page","wavav/images/masters/21198-zz00176978_495266_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176978"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176999","ark:/21198/zz0017698s","2","Completed","Page","wavav/images/masters/21198-zz00176999_495275_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176999"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001769bt","ark:/21198/zz0017698s","2","Completed","Page","wavav/images/masters/21198-zz001769bt_495279_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001769bt"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001769cb","ark:/21198/zz0017698s","2","Completed","Page","wavav/images/masters/21198-zz001769cb_495284_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001769cb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001769dv","ark:/21198/zz0017698s","2","Completed","Page","wavav/images/masters/21198-zz001769dv_495287_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001769dv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001769fc","ark:/21198/zz0017698s","2","Completed","Page","wavav/images/masters/21198-zz001769fc_495290_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001769fc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xjh","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xjh_501408_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xjh"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xk1","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xk1_501415_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xk1"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xmj","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xmj_501426_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xmj"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xn2","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xn2_501433_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xn2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xpk","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xpk_501437_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xpk"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xq3","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xq3_501441_master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xq3"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178xrm","ark:/21198/zz00178xgg","2","Completed","Page","wavav/images/masters/21198-zz00178xrm_501446_master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178xrm"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z17","ark:/21198/zz00178xzq","2","Completed","Page","wavav/images/masters/21198-zz00178z17_501452_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z17"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z2r","ark:/21198/zz00178xzq","2","Completed","Page","wavav/images/masters/21198-zz00178z2r_501457_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z2r"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z38","ark:/21198/zz00178xzq","2","Completed","Page","wavav/images/masters/21198-zz00178z38_501461_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z38"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z4s","ark:/21198/zz00178xzq","2","Completed","Page","wavav/images/masters/21198-zz00178z4s_501466_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z4s"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z59","ark:/21198/zz00178xzq","2","Completed","Page","wavav/images/masters/21198-zz00178z59_501472_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z59"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z6t","ark:/21198/zz00178xzq","2","Completed","Page","wavav/images/masters/21198-zz00178z6t_501475_master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z6t"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z8v","ark:/21198/zz00178z7b","2","Completed","Page","wavav/images/masters/21198-zz00178z8v_501478_master.tif","1","","","","","","","","still image","copyrighted","","","","","","","","","","","","","","","","Tales of Terror","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z8v"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178z9c","ark:/21198/zz00178z7b","2","Completed","Page","wavav/images/masters/21198-zz00178z9c_501481_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178z9c"
