"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Author","Name.printer","Subject","Editor","Title","AltIdentifier.local","Relation.rectoVerso","Description.note","Date.creation","Publisher.publisherName","Date.normalized","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sqzb","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0200.tif","200","","","","","","","text","pd","","","","","","","Page 193","pasc_antiphonarium_1685_0200","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sqzb"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr0b","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0201.tif","201","","","","","","","text","pd","","","","","","","Page 194","pasc_antiphonarium_1685_0201","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr0b"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr1v","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0202.tif","202","","","","","","","text","pd","","","","","","","Page 195","pasc_antiphonarium_1685_0202","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr1v"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr2c","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0203.tif","203","","","","","","","text","pd","","","","","","","Page 196","pasc_antiphonarium_1685_0203","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr2c"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr3w","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0204.tif","204","","","","","","","text","pd","","","","","","","Page 197","pasc_antiphonarium_1685_0204","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr3w"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr4d","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0205.tif","205","","","","","","","text","pd","","","","","","","Page 198","pasc_antiphonarium_1685_0205","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr4d"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr5x","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0206.tif","206","","","","","","","text","pd","","","","","","","Page 199","pasc_antiphonarium_1685_0206","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr5x"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr6f","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0207.tif","207","","","","","","","text","pd","","","","","","","Page 200","pasc_antiphonarium_1685_0207","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr6f"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr7z","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0208.tif","208","","","","","","","text","pd","","","","","","","Page 201","pasc_antiphonarium_1685_0208","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr7z"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr8g","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0209.tif","209","","","","","","","text","pd","","","","","","","Page 202","pasc_antiphonarium_1685_0209","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr8g"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sr90","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0210.tif","210","","","","","","","text","pd","","","","","","","Page 203","pasc_antiphonarium_1685_0210","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sr90"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srbh","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0211.tif","211","","","","","","","text","pd","","","","","","","Page 204","pasc_antiphonarium_1685_0211","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srbh"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028src1","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0212.tif","212","","","","","","","text","pd","","","","","","","Page 205","pasc_antiphonarium_1685_0212","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028src1"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srdj","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0213.tif","213","","","","","","","text","pd","","","","","","","Page 206","pasc_antiphonarium_1685_0213","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srdj"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srf2","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0214.tif","214","","","","","","","text","pd","","","","","","","Page 207","pasc_antiphonarium_1685_0214","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srf2"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srgk","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0215.tif","215","","","","","","","text","pd","","","","","","","Page 208","pasc_antiphonarium_1685_0215","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srgk"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srh3","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0216.tif","216","","","","","","","text","pd","","","","","","","Page 209","pasc_antiphonarium_1685_0216","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srh3"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srjm","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0217.tif","217","","","","","","","text","pd","","","","","","","Page 210","pasc_antiphonarium_1685_0217","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srjm"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srk4","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0218.tif","218","","","","","","","text","pd","","","","","","","Page 211","pasc_antiphonarium_1685_0218","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srk4"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srmn","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0219.tif","219","","","","","","","text","pd","","","","","","","Page 212","pasc_antiphonarium_1685_0219","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srmn"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srn5","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0220.tif","220","","","","","","","text","pd","","","","","","","Page 213","pasc_antiphonarium_1685_0220","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srn5"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srpp","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0221.tif","221","","","","","","","text","pd","","","","","","","Page 214","pasc_antiphonarium_1685_0221","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srpp"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srq6","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0222.tif","222","","","","","","","text","pd","","","","","","","Page 215","pasc_antiphonarium_1685_0222","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srq6"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srrq","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0223.tif","223","","","","","","","text","pd","","","","","","","Page 216","pasc_antiphonarium_1685_0223","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srrq"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srs7","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0224.tif","224","","","","","","","text","pd","","","","","","","Page 217","pasc_antiphonarium_1685_0224","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srs7"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srtr","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0225.tif","225","","","","","","","text","pd","","","","","","","Page 218","pasc_antiphonarium_1685_0225","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srtr"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srv8","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0226.tif","226","","","","","","","text","pd","","","","","","","Page 219","pasc_antiphonarium_1685_0226","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srv8"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srws","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0227.tif","227","","","","","","","text","pd","","","","","","","Page 220","pasc_antiphonarium_1685_0227","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srws"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srx9","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0228.tif","228","","","","","","","text","pd","","","","","","","Page 221","pasc_antiphonarium_1685_0228","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srx9"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028srzt","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0229.tif","229","","","","","","","text","pd","","","","","","","Page 222","pasc_antiphonarium_1685_0229","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028srzt"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss0t","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0230.tif","230","","","","","","","text","pd","","","","","","","Page 223","pasc_antiphonarium_1685_0230","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss0t"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss1b","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0231.tif","231","","","","","","","text","pd","","","","","","","Page 224","pasc_antiphonarium_1685_0231","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss1b"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss2v","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0232.tif","232","","","","","","","text","pd","","","","","","","Page 225","pasc_antiphonarium_1685_0232","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss2v"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss3c","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0233.tif","233","","","","","","","text","pd","","","","","","","Page 226","pasc_antiphonarium_1685_0233","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss3c"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss4w","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0234.tif","234","","","","","","","text","pd","","","","","","","Page 227","pasc_antiphonarium_1685_0234","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss4w"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss5d","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0235.tif","235","","","","","","","text","pd","","","","","","","Page 228","pasc_antiphonarium_1685_0235","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss5d"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss6x","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0236.tif","236","","","","","","","text","pd","","","","","","","Page 229","pasc_antiphonarium_1685_0236","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss6x"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss7f","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0237.tif","237","","","","","","","text","pd","","","","","","","Page 230","pasc_antiphonarium_1685_0237","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss7f"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss8z","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0238.tif","238","","","","","","","text","pd","","","","","","","Page 231","pasc_antiphonarium_1685_0238","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss8z"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ss9g","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0239.tif","239","","","","","","","text","pd","","","","","","","Page 232","pasc_antiphonarium_1685_0239","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ss9g"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssb0","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0240.tif","240","","","","","","","text","pd","","","","","","","Page 233","pasc_antiphonarium_1685_0240","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssb0"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssch","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0241.tif","241","","","","","","","text","pd","","","","","","","Page 234","pasc_antiphonarium_1685_0241","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssch"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssd1","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0242.tif","242","","","","","","","text","pd","","","","","","","Page 235","pasc_antiphonarium_1685_0242","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssd1"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssfj","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0243.tif","243","","","","","","","text","pd","","","","","","","Page 236","pasc_antiphonarium_1685_0243","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssfj"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssg2","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0244.tif","244","","","","","","","text","pd","","","","","","","Page 237","pasc_antiphonarium_1685_0244","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssg2"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sshk","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0245.tif","245","","","","","","","text","pd","","","","","","","Page 238","pasc_antiphonarium_1685_0245","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sshk"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssj3","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0246.tif","246","","","","","","","text","pd","","","","","","","Page 239","pasc_antiphonarium_1685_0246","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssj3"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sskm","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0247.tif","247","","","","","","","text","pd","","","","","","","Page 240","pasc_antiphonarium_1685_0247","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sskm"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssm4","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0248.tif","248","","","","","","","text","pd","","","","","","","Page 241","pasc_antiphonarium_1685_0248","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssm4"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssnn","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0249.tif","249","","","","","","","text","pd","","","","","","","Page 242","pasc_antiphonarium_1685_0249","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssnn"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssp5","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0250.tif","250","","","","","","","text","pd","","","","","","","Page 243","pasc_antiphonarium_1685_0250","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssp5"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssqp","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0251.tif","251","","","","","","","text","pd","","","","","","","Page 244","pasc_antiphonarium_1685_0251","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssqp"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssr6","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0252.tif","252","","","","","","","text","pd","","","","","","","Page 245","pasc_antiphonarium_1685_0252","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssr6"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sssq","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0253.tif","253","","","","","","","text","pd","","","","","","","Page 246","pasc_antiphonarium_1685_0253","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sssq"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028sst7","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0254.tif","254","","","","","","","text","pd","","","","","","","Page 247","pasc_antiphonarium_1685_0254","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sst7"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssvr","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0255.tif","255","","","","","","","text","pd","","","","","","","Page 248","pasc_antiphonarium_1685_0255","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssvr"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssw8","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0256.tif","256","","","","","","","text","pd","","","","","","","Page 249","pasc_antiphonarium_1685_0256","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssw8"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssxs","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0257.tif","257","","","","","","","text","pd","","","","","","","Page 250","pasc_antiphonarium_1685_0257","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssxs"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028ssz9","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0258.tif","258","","","","","","","text","pd","","","","","","","Page 251","pasc_antiphonarium_1685_0258","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ssz9"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st09","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0259.tif","259","","","","","","","text","pd","","","","","","","Page 252","pasc_antiphonarium_1685_0259","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st09"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st1t","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0260.tif","260","","","","","","","text","pd","","","","","","","Page 253","pasc_antiphonarium_1685_0260","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st1t"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st2b","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0261.tif","261","","","","","","","text","pd","","","","","","","Page 254","pasc_antiphonarium_1685_0261","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st2b"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st3v","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0262.tif","262","","","","","","","text","pd","","","","","","","Page 255","pasc_antiphonarium_1685_0262","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st3v"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st4c","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0263.tif","263","","","","","","","text","pd","","","","","","","Page 256","pasc_antiphonarium_1685_0263","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st4c"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st5w","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0264.tif","264","","","","","","","text","pd","","","","","","","Page 257","pasc_antiphonarium_1685_0264","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st5w"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st6d","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0265.tif","265","","","","","","","text","pd","","","","","","","Page 258","pasc_antiphonarium_1685_0265","v","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st6d"
"Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae","ark:/21198/zz0028st7x","ark:/21198/zz0028sh1g","2","Completed","Page","antiphonarium/image/pasc_antiphonarium_1685_0266.tif","266","","","","","","","text","pd","","","","","","","Page 259","pasc_antiphonarium_1685_0266","r","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028st7x"
